"ID"	"accession"	"secondaryaccession"	"platform"	"platformAbbr"	"martPlatformAbbr"	"processingSoft"
2	"E-GEOD-7434"	"GSE7434"	"Affymetrix GeneChip Human Genome U133 Plus 2.0 [HG-U133_Plus_2]"	"hgu133plus2"	"affy_hg_u133_plus_2"	"affy"
