GSM151955.CEL	GSM151957.CEL	GSM151958.CEL	GSM151959.CEL	GSM151960.CEL	GSM151961.CEL
100129528	7.99991889318642	8.22296773898331	8.3278289623451	8.3074810527686	8.11994534696293	8.03696972261533
100129550	8.85877733062863	8.92591191133896	9.37285515392392	9.148246321129	7.92675779452367	8.13494787435129
100129597	4.44796177482336	4.61054450428758	4.7723081218299	4.8355587005019	4.21831328948847	5.03168877269637
100129617	6.36936327364024	6.33032007889298	6.40005583710402	6.71199088489399	6.30619188649922	7.00299705366042
100129620	3.27328039441602	3.3184067099573	3.3908621276737	3.30956839181424	3.30741205069489	3.30669327032178
100129654	3.25438014318525	3.18380721965523	3.29478738613394	3.18380721965523	3.21613056893784	3.33783004723621
100129662	4.48322223662681	4.34633238396951	4.35934841508399	4.55413027678155	5.55182736401618	6.05358272931578
100129716	6.14065602806062	6.24506790845875	7.04606379704557	6.80635376282527	5.6821220108496	6.82728913415015
100129726	5.19045756327368	4.50200552440652	4.99334979576303	4.92221284089395	4.89913190174733	5.10975368579897
100129792	3.57632677534555	3.50716304045563	3.43476039577979	3.53777944519528	4.1648772782781	3.77445703366404
100129794	3.83209649899836	3.56482901685884	3.87510795712719	3.93033977716396	4.38792795506995	4.01845729799768
100129827	6.88806543794409	6.69828185529375	6.7847143567374	6.86629267670496	6.87546465688756	6.9660935698674
100129845	6.90436956159405	6.66642527414042	7.08704500614874	7.10550307482527	6.80645537665023	6.7848945601982
100129858	4.62378418158077	4.57004352068275	4.70751247909959	4.692121789015	4.77974323124897	4.87983779895151
100129917	4.0449982166141	4.61734731544427	5.12457769087794	5.43373360596744	4.39844655990981	4.35934841508399
100129930	4.7440340347056	4.51587314729247	4.58044253568517	4.78015478301934	4.92946873159231	4.93807972916807
100129935	6.34805486305147	6.46922491737805	10.0200173209353	9.60374731817385	5.65677333357758	6.40652884016204
100129961	5.37756492527812	5.07410158579742	5.34934811519689	5.23999809355345	5.42047703324791	5.50728294297426
100129969	5.89115683379709	5.8248070591842	5.92892626368866	5.76485214237347	6.04620321135193	5.82010685007754
100129973	3.7166834135479	3.62694476941319	3.39813938232875	3.71978223760532	3.71959750668041	3.62605063452862
100130111	5.00947297509733	4.8190186233431	4.86296614231125	5.01197561795627	4.98238048942621	5.08730696651959
100130134	3.46914851325241	3.3949417220998	3.26296253974079	3.55751237306082	3.66576549126256	3.66883927276736
100130155	3.769925299845	3.77782831334888	3.71462959976418	3.82626358704647	3.72551275432227	3.67262358089519
100130172	4.18493793282302	4.32765124461528	4.62222245168289	4.74430086451929	4.49891958344011	4.43610898540284
100130207	3.77891521761756	3.84879165712928	3.79037423383943	3.70117418641632	3.89667024618644	3.98109519789528
100130249	4.67728944583727	4.6904499599209	4.65952773610379	4.77054495984204	4.54450415886625	4.93534893276602
100130264	4.55974274506435	4.37298015324167	4.49427755109552	4.52603155993062	4.60096194073813	4.71117465480335
100130275	5.31392679039952	5.28848411256749	6.55667531298478	6.61311524767963	5.14150791110651	5.60267954630511
100130331	4.9194076967775	5.00864712882855	5.01412823652585	5.09245769603762	4.84570675507338	5.03095805807931
100130335	11.6275999386679	11.5572937024442	10.7016038885239	10.7047511403299	12.5761051686056	12.6563373526475
100130357	4.54815853132256	4.25931643582403	4.67516052189995	4.6404634980837	4.63967656204435	4.88864997259925
100130370	7.09290799147372	7.06548867754676	7.84606592659677	7.80336185899267	7.42677483223011	7.36282207401491
100130417	6.40045791689816	6.35537950934771	6.02610420573273	6.11405024978267	6.2341659968251	6.43456286329864
100130418	5.72813794366871	5.50435122031075	5.58511755447661	5.78572906874906	5.91504065076944	6.23915303531789
100130449	6.02435899949901	8.35970479000787	10.3964016702809	10.6892928193094	5.14822630350928	5.80311442143535
100130452	4.98800762421747	4.82203061570599	5.31831683831677	5.14598121059205	5.13863140308899	5.25211723761753
100130460	5.16723729953428	5.23432954518743	5.26267859900693	5.19622915196667	4.97738282951762	5.55799959033726
100130476	6.58306007698338	6.78896345532508	6.38956149055323	5.9142539131506	4.17031451115202	3.77560819876467
100130502	5.30115865926449	5.34120022599229	5.30766356914378	5.36425341152932	5.13847879685114	5.1323305699906
100130519	6.82361365599916	6.65644772413263	6.75025441883738	6.71660641351404	7.16659684511935	6.99149537419659
100130522	5.89344721134041	5.88195591085421	6.00149912945483	6.07159541982847	5.89411457674438	6.09186561374687
100130548	3.94738746795075	3.48338446863533	3.96474122413867	3.61297035562596	3.66835901066745	3.68334489278477
100130557	5.86730007569291	5.66650254307762	6.34140182692458	6.15850066818309	5.75298960043616	5.8708001520861
100130581	4.11012206136958	4.09886831751368	4.07791333266335	3.86088723262832	4.21620255621896	4.11037095867074
100130613	4.72731637280005	4.40127163572343	4.56416421923511	5.02832639783978	4.7153776693963	4.7701492572298
100130683	4.94718687938599	4.50071932256641	4.88390826667892	5.04181931437115	4.80198304001107	4.81274037917117
100130691	4.8357823940046	4.85443925405452	4.7723081218299	4.91296873475841	5.13689054523785	5.08446914102954
100130700	5.32886266164102	5.38826574637191	5.36644639963613	5.28102555066878	4.99545889335104	5.06001694186392
100130705	4.00069865372994	4.50382893533063	5.91955883597648	5.47533766058002	4.16229563330643	3.98724086796702
100130717	5.32287519945266	5.20715571339923	5.5010610375313	5.42854850597942	5.64362248289948	6.1103565390095
100130733	5.6178897284903	5.7211232850976	5.9421004195855	5.92212687053642	5.83489567056757	5.83368845486836
100130776	7.74588436303966	7.63070267648191	6.99916417164185	6.78130112476625	7.16243025232448	6.88933315822031
100130855	3.66953144593141	3.71191266337997	4.01927792616164	3.72048565662179	4.03139469602146	3.71574188208712
100130872	6.86916074605528	6.67231838077452	6.72133571063984	6.7056805176952	7.14445433995833	6.95800742338541
100130889	5.63272887092946	6.50076767343556	4.82909218636265	4.95876723584855	4.75451342074165	5.04850193135556
100130890	5.75351458514663	5.42885220675921	5.90539368416125	5.76958353351026	5.95967729218534	5.75819682075353
100130894	3.80753930759654	4.07064024833588	4.28048401609195	4.2403110372616	3.9255961165368	4.00420745250174
100130933	6.14567672350798	5.94264306742289	6.32788941447586	6.58614308900072	6.03576270848565	5.87411948697165
100130950	5.63960150198912	5.59689733031948	5.6500359214516	5.67023067039129	5.81372557481432	5.87738771491217
100130958	4.79090675922562	4.84814438659637	4.93304459106303	4.8730105839305	5.41956676644034	5.87852321372489
100130964	3.62609776701878	3.3035281991168	3.47819672940764	3.51426408502784	3.36123118964731	3.59121466805929
100130967	3.90008313069141	3.78756649666226	4.21904501063543	4.12127907641237	4.00758750260216	3.86140529531616
100130987	7.26817025441852	7.20963995682684	7.51284695089297	7.43120118217407	7.59980469557429	7.59055598655795
100130992	3.75096472009802	3.41020385365495	3.93059771153856	3.61596138084349	3.97177028801344	3.89239744329059
100131017	7.96825762296403	8.03120424275297	8.31387580147729	8.43804079585981	8.48313206166287	8.24750450546433
100131067	5.15437296565722	5.13579666386839	5.12400727684439	4.88850384744311	5.85878070513629	5.4379253344107
100131096	6.79543375255873	6.61869378074528	6.27000499222874	6.6812766163648	6.88742021529565	6.86698623207816
100131117	6.54236977325413	6.27033653995101	6.52757503712322	6.64650944894806	6.34098842648885	6.42208693480414
100131138	6.36541384950278	6.21459736269144	6.85858443815049	7.03481712746202	6.55834282872994	6.91808812377155
100131187	8.61627668907859	9.09564185591015	9.52884338098923	9.64213580757968	9.78356502123784	9.77034225842619
100131211	5.47799840130123	5.19226955315209	5.48654273924452	5.40666491242733	6.17266701122933	5.63708594129624
100131213	6.51598182923274	6.47763996832527	6.58781946071576	6.39143185825002	6.62045744423766	6.50877934447211
100131303	6.08902186380071	5.97853377231804	7.5347840040977	7.27992034217016	6.20045472573658	6.38854786351664
100131347	5.27072327940398	4.83892424153953	5.05912342977433	4.99395972968074	4.95605702700367	4.70870611552794
100131366	5.11767790385079	4.94596557519689	4.98229997968099	5.03251959575666	4.91027089677771	4.67286272623656
100131434	4.52746234683194	4.0248692287538	5.09885039549713	5.01717078868196	4.07302604667686	4.52635170604969
100131454	5.18877117691557	4.97150015371275	5.1742914904137	5.37222567107904	5.29392756353709	5.5476976111551
100131496	4.09652161168702	3.96341864662458	4.06468487647525	4.2545725811436	4.04378900077737	4.27256063141434
100131532	6.15009899778852	5.62836068257815	5.8434257294209	5.97291062718307	6.03779625966436	5.88028657351723
100131556	9.5288453659683	9.6137976810105	9.72572467133594	9.82727087604272	10.0967151828601	9.95634450223154
100131561	4.31634842880914	3.96430932256252	3.87789068791945	3.80789271013214	4.11678167694725	4.11731787429243
100131564	9.392374257722	9.16740864615525	9.79039945423296	9.53851821487211	9.24879163513484	9.06200200581763
100131655	4.49864649828416	4.31345940226354	4.42128895861569	4.65895881611539	4.81070271502862	4.63268580554421
100131676	11.6680627629638	11.600682682868	11.8909842544988	11.9019271366003	11.6989122025658	11.702307567845
100131689	8.48507067667249	8.60436102747133	8.20038306013542	7.92280281292357	8.91954329358858	8.46467243101919
100131691	4.15324190858891	4.21080338212901	4.51610074154898	4.34647928896164	4.23276711966281	4.48882073703355
100131733	6.24858453042437	6.15580900041289	6.08683725343808	6.20319263492159	6.44794863786805	5.95315104085251
100131755	5.12329556446669	4.99753573491166	5.16385259490578	5.10621881449509	5.15067469869382	5.04419699646753
100131801	8.12529016987226	8.22328660066311	8.46050315125928	8.25024584053185	8.39011307446737	8.37184244741481
100131814	3.98275165700907	4.18221406522245	3.9014557213842	3.7248735445985	3.77235096523731	3.86963054178688
100131816	5.15402872925938	4.7237591004998	4.82446210640893	5.09504672587257	5.11579619621739	5.29352178713848
100131825	5.73923861957982	5.22151566351776	5.09819228284966	5.41013241717596	6.04901139472398	5.93703767992525
100131827	7.31577298570312	7.50049257107871	6.38724944762451	6.21917570010286	6.94544703579663	6.82736682222924
100131897	3.99293894875543	3.73404872041661	3.40633730188181	3.47590707320767	4.01704368175739	3.42649759362792
100131998	5.29475299380616	4.8907692502362	5.67946422424673	5.45250148049034	6.15390054042458	6.3518310143236
100132057	5.56444001014515	5.50492845944482	5.328955654714	5.30761197721429	5.95514094079291	5.64824595967008
100132074	6.75445617993987	7.5940260230122	9.42354139780745	9.23839342897393	6.96279529860393	7.42611110545155
100132078	4.27631719367833	3.90536436297222	4.08900947737074	4.20044977107556	4.06475231839982	4.22458288648382
100132116	5.57201038915135	5.84458249033301	5.84068476119719	5.59678587655396	6.23609312920748	5.88428915276345
100132234	4.04883047093074	4.07507634496105	4.24671699451839	4.30582100899918	4.04542428907701	3.89987441877642
100132341	6.92811474356504	6.81785152201647	6.80549107860432	6.9190747250795	7.02397176156329	7.02071134068011
100132354	6.34715195893247	6.17553421311142	6.21267700184237	6.36714623657676	5.95114919125687	6.43277490970848
100132356	5.14501895293202	4.99968130414358	5.92582014737189	5.84953562989753	5.77185393261383	5.93708246589791
100132386	4.23855826145998	3.85975581623386	3.88474653376588	3.92492522275507	4.11432041589692	4.02129459602131
100132464	6.61833550393211	6.75712022136721	6.93913241176686	6.90635043846081	6.99491213556601	7.26827305446402
100132476	3.55386941455741	3.21988049215154	3.30399949415469	3.40070674696616	3.20438319961262	3.23798026175051
100132570	5.98759811868261	5.45441302653878	6.33672139585852	6.39646211345237	6.02268064846004	5.26193644832576
100132596	4.53627378117429	4.45710234434096	4.42369873300603	4.46974312840841	4.69250565300133	4.92416655264222
100132618	6.54271490140584	6.05037086414652	6.21970845922623	6.67872533489564	6.33551211585755	6.68150488181052
100132677	4.29988032472984	4.14146185551607	4.46087252290433	4.27958442809754	3.99798733745208	4.38783659787242
100132686	5.1097886059583	4.44491407280692	4.82697646650881	4.94246421930215	5.09941906183341	4.69964909323213
100132707	6.33698545073404	6.4966361503195	7.08553025067198	7.04077553944451	7.12022376239989	7.00813330032706
100132735	5.51061674605865	6.01886846420609	5.50751977208106	5.47314203403667	4.40491378218768	4.96516034376783
100132815	6.12248194041921	6.23120522557636	6.11181502794927	5.93974875556425	6.93568060688779	6.58900191444569
100132891	5.65379151835756	5.66435777655556	5.57218074583558	5.55173840945793	6.87985007826788	6.59685206878937
100132911	4.8502233583639	4.7723081218299	4.74627480680278	4.96062849988288	4.73389901865083	5.26749394087314
100132987	5.42382519370604	5.44014337674869	5.50182889282349	5.52847257438366	5.20766035317153	5.49110211072368
100133205	3.91194096229634	3.59899358836148	3.61468434724981	3.59547408459859	3.65401997825341	3.86610289114062
100133308	3.65201226993142	3.50924712655719	3.56662993511217	3.68098728792959	3.45593627261828	3.57950093262448
100133311	5.51140287403183	5.45449344638318	5.85084646076269	5.76180760396012	5.45482216188576	5.4926869010743
100133319	3.59080456333069	3.57587525247357	3.89756464252741	4.08100461692662	3.89285093130469	3.94601456250353
100133461	6.68604855040272	6.29770459854227	6.55671606809064	6.71931907401656	6.63216906360516	6.76548439203706
100133612	7.45605537338266	7.48146697536473	7.45562266311898	7.45843619629074	7.40348971111302	7.80803059527031
100133941	10.2518570669875	10.4002464336776	9.79622004871934	9.91076589760489	6.68081293993354	6.86959658900494
100133985	6.45054000029508	5.9105168076601	5.91928376282391	6.09147394828481	5.99905273769154	6.3485309133286
100133991	5.38637036839832	5.435847997067	5.68885084440484	5.75618209984911	5.38232053792902	5.74085442875119
100134040	4.65061090800311	4.16815148635578	4.65721526559576	4.10975350683293	4.06923713226318	4.13572187087175
100134229	6.9062344865606	7.31812289099445	8.22125342659835	8.17967558344031	7.12419715564019	6.92928014339088
100134259	6.36138187075512	6.71373446126025	9.34141871829749	9.18189722833383	5.63317300855234	5.71115487353279
100134368	5.32488120285787	4.97694754175544	5.44561253746227	5.30518011636824	5.21552376991072	5.31023156053751
100134713	6.32423811423217	6.27253833601297	6.48657773921921	6.90443784748036	6.42572745728227	6.26378849318029
100137047	7.05724300885826	6.91624025289644	7.14443792252604	7.01396352007431	7.46425307728358	7.83296251004638
10013	7.81900857991116	7.79860594813875	8.50317946049148	8.51173695348476	8.34031006801228	8.30498865040793
100141515	4.19168100107667	4.18741063108042	4.72061317047443	4.50151069292299	4.20316458476601	4.46555565927378
100144596	6.01059974889172	5.81979280673552	6.1179707592741	6.03145953670199	6.26881340390667	6.1362218764733
100144597	6.15071819617802	6.09791849041772	6.22577540503344	6.31837764572515	5.94446624983397	6.06436617189422
100144602	5.13616075448471	5.21991844518586	5.69764358859077	5.53803804199393	5.43425056597489	5.30603643000374
100144603	6.79340563966713	6.57080056944076	7.0229758501833	6.90149061053266	7.15050410996975	6.67328230699502
100144604	5.66511981918509	5.94528785426961	6.2298928206417	6.35573433824852	5.77892207889958	5.64325226069311
100144748	5.80758708408914	5.25328508513952	5.61419759576995	5.61649458912659	5.63167178514273	5.46232783023454
100147773	5.72207504224217	5.23467514602387	5.59333597759044	5.8424727033855	5.79911727749772	6.53076092249644
10014	7.6243535377211	7.72606334588989	8.80415036227787	8.60396288290329	7.99512736115503	8.08980125449718
10015	10.4543327932203	10.3656146191128	10.1075885246721	10.2456225839736	9.96513720494601	10.0700877279207
100169752	3.83639675439827	3.57819767174512	3.94178581970191	4.03373466070858	3.64279529690674	4.18464104209664
100169890	6.27155505650645	7.23836143040443	9.70119550853063	9.82955520886022	5.94864290020922	5.96427350400055
100169989	4.61648537364791	4.35067363763944	4.6184296793746	4.49731536319398	5.15433120407985	5.11032846047792
10016	10.0314091898759	10.0393804610819	9.93538184280569	9.93315351449058	10.0443442759368	9.83914058865347
100170229	4.87597674909584	4.98319870112155	5.00786984034935	4.87597674909584	4.85131712578647	4.82939117600011
100170765	4.71490270277211	4.26760026773048	5.02169967098144	4.6426838974209	4.65762568968026	4.81488025146312
100170841	7.34059203070829	7.09578849071135	7.37210365031769	7.32996479207014	7.4774634802402	7.2900375551951
10017	4.83074874934254	4.79527399182109	4.77539619000634	4.90095741898137	4.81000006109046	4.93962878150267
100188893	11.1322306222263	11.1250855019619	10.9505844236614	10.9408042009911	11.2883334405913	11.282986532604
100188953	6.08415653563165	5.9198014081936	5.85357746029118	5.89897415669521	5.78766540771164	5.8136064780495
100189589	3.46179237396679	3.37197587377956	3.43284415516617	3.56443750729994	3.47020257327239	3.61637707749972
10018	6.69106778717188	6.6918094416291	7.53035633098725	7.73645195727358	6.41242712598796	6.63111800530004
100190938	5.25347465648143	4.90919402888143	5.33480002998558	5.5568658408811	6.27517922754465	6.53570059469194
100190939	6.92354655852173	6.92503924074043	6.61977968399641	6.76488924773354	7.09343655314524	7.20482940084249
100192378	3.67887916692331	3.46170804321912	3.68042060357127	3.75516729042783	4.12131539153315	4.12885098176796
100192379	5.20937373518619	5.35486681000282	7.4589168948659	7.70979126842646	5.32341417072588	5.0954823213344
100192386	4.44384279090348	4.38412843194812	4.78461351300106	4.65773521736642	4.17312566016304	4.35926204110191
10019	9.90724219555378	9.86322183398835	9.4867911896561	9.290352674534	10.0947480596469	10.0870966922289
1001	7.49595180216619	7.24280766388428	8.06674251876797	8.32811689957877	6.34286347917945	6.49340451828034
10020	8.64971381998756	9.17306092120741	10.6234557108287	10.8001432680533	8.57053943365351	8.44463440554581
100216337	3.67680382875874	3.83544481939429	3.72267208829498	3.7304668618981	3.69867122718309	4.13471738027178
100216545	6.50367976337412	6.10849478003142	6.80258357668263	6.86260953586011	6.73956423203316	6.79105215242924
100216546	5.30420105063954	5.57789859907448	6.51003143702438	6.5858581027266	5.86524412719443	6.11809376175822
10021	5.28399903210193	4.76803563264099	4.98442458287447	5.2595857880205	5.13652013185554	5.43895306481706
10022	4.92486285034646	4.83856896436128	5.043830752689	5.15568577137989	5.09371206203999	5.53475134492215
10023	6.97533764374726	7.15844030460958	7.99760116142686	7.95626376779234	7.19260135153991	7.39959194779949
100240728	4.56701675031629	4.39940610308509	4.5570736886714	4.64738116776879	4.55879366089656	4.72582941036768
10024	6.92657622970571	6.86876040841005	7.31872719904799	7.31066587216608	6.97901259383962	6.97234124331225
10025	8.50697447208562	8.52904706224969	8.86896259917594	8.79230060043263	8.0983638183285	8.21267120782349
100268168	4.18260327350407	4.1303160373431	4.03302620212685	4.08531343828782	3.9752985370886	4.13607907777842
10026	8.50918119390792	8.36144319714834	7.10641532784336	6.93432814023371	7.78741595560963	7.82089310885945
100270679	3.71447226551552	3.92025162642695	3.91500374482203	3.96656123134349	4.04302265545917	3.81180318741594
