Probe ID,Gene Name,p-value,q-value,Fold Change,Previously Implicated in PE,Winn et al 2007
17020930,TMEM30A,0.014262,0.1,2.14839,,
17010929,PNRC1,0.014283,0.1,2.25329,,
16733851,IFITM3,0.014283,0.1,2.16727,,
17067190,DPYSL2,0.014408,0.1,2.73693,,
17125580,---,0.014415,0.1,2.69416,,
16900532,---,0.014438,0.1,3.19022,,
17120866,---,0.014515,0.1,9.05244,,
16774405,DNAJC15,0.014534,0.1,2.26169,,
16822889,RPS2,0.014538,0.1,2.4216,,✓
16801850,RAB8B,0.014541,0.1,2.75913,,
16831550,FAM106CP,0.014591,0.1,2.2419,,
17121122,---,0.014592,0.1,2.18515,,
17074071,OTTHUMG00000163653,0.014616,0.1,-2.1737,,
16781059,ANKRD10,0.014650,0.1,2.13386,,
17072979,KHDRBS3,0.014650,0.1,2.4669,,
16808993,---,0.014753,0.1,2.80992,,
16744689,---,0.014786,0.1,6.87378,,
17100621,---,0.014804,0.1,2.73097,,
16905590,FKBP7,0.014811,0.1,2.46953,,✓
16651427,---,0.014858,0.1,2.88714,,
16807931,---,0.014864,0.1,2.31215,,
16909828,COL6A3,0.014876,0.1,3.25171,,✓
16712703,YME1L1,0.014891,0.1,2.3889,,
16651367,---,0.014906,0.1,2.40405,,
16734355,H19,0.014917,0.1,2.48503,,
16685958,FOXJ3,0.014931,0.1,2.06889,,
16763964,SNORA34,0.014945,0.1,2.75313,,
16925135,---,0.014947,0.1,2.43454,,
16653711,---,0.014994,0.1,2.00246,,
16881161,PCYOX1,0.015026,0.1,2.4594,,
16716350,ACTA2,0.015030,0.1,2.40168,,
16855502,---,0.015057,0.1,3.13077,,
16653843,---,0.015063,0.1,2.38649,,
16855493,---,0.015098,0.1,3.13436,,
16869487,---,0.015134,0.1,2.06056,,
16653171,---,0.015134,0.1,2.20286,,
16747954,---,0.015135,0.1,2.2489,,
16945472,---,0.015135,0.1,2.2489,,
16650479,---,0.015156,0.1,2.45819,,
16650703,---,0.015164,0.1,2.02466,,
16681370,ENO1,0.015223,0.1,2.00374,,✓
16752018,---,0.015234,0.1,2.58829,,
16724861,SERPING1,0.015245,0.1,4.3083,,✓
17022035,ASCC3,0.015250,0.1,2.54106,,
17118854,---,0.015261,0.1,2.34261,,
16713057,ARHGAP12,0.015345,0.1,2.03142,,
17095461,ZCCHC6,0.015347,0.1,2.03445,,
16898578,GFPT1,0.015383,0.1,2.12507,,
16653747,---,0.015384,0.1,3.22282,,
16810963,---,0.015390,0.1,2.60533,,
16723326,QSER1,0.015441,0.1,2.01094,,
16855578,LMAN1,0.015490,0.1,2.50139,,
16656015,---,0.015500,0.1,2.47623,,
16653703,---,0.015562,0.1,2.4124,,
16873998,---,0.015595,0.1,2.23484,,
16721681,---,0.015623,0.1,2.63638,,
17026211,TUBB,0.015631,0.1,2.27493,,✓
17030404,TUBB,0.015631,0.1,2.27493,,✓
17033109,TUBB,0.015631,0.1,2.27493,,✓
17035229,TUBB,0.015631,0.1,2.27493,,✓
17037888,TUBB,0.015631,0.1,2.27493,,✓
17040602,TUBB,0.015631,0.1,2.27493,,✓
16699862,MIR4742,0.015667,0.1,2.47764,,
16713760,HNRNPA1P33,0.015669,0.1,3.46906,,
16981266,DDX60L,0.015671,0.1,2.28121,,
16654595,---,0.015679,0.1,2.05386,,
16658939,---,0.015705,0.1,2.10387,,
16654643,---,0.015706,0.1,48.6646,,
16828520,---,0.015707,0.1,2.45481,,
17094586,---,0.015829,0.1,2.06992,,
16731945,ARCN1,0.015831,0.1,2.12843,,
16650751,---,0.015835,0.1,3.06521,,
16726096,RTN3,0.015867,0.1,2.14074,,
17027559,TUBB,0.015883,0.1,2.31278,,✓
16942935,ZNF654,0.015902,0.1,2.32248,,
16856232,FSTL3,0.015964,0.1,2.74879,,
16924268,NRIP1,0.015971,0.1,2.024,,
16706422,---,0.015985,0.1,2.50243,,
16838405,---,0.015994,0.1,2.18975,,
16804409,OTTHUMG00000172206,0.016015,0.1,2.98419,,
16650715,---,0.016021,0.1,2.39991,,
16901427,UXS1,0.016067,0.1,2.04047,,
16656681,---,0.016098,0.1,2.37028,,
16769078,---,0.016113,0.1,2.76601,,
16771470,---,0.016114,0.1,4.40595,,
16797932,---,0.016179,0.1,2.46826,,
16721673,---,0.016209,0.1,2.14181,,
16651653,---,0.016254,0.1,3.76137,,
16913341,MYL9,0.016305,0.1,3.00576,,
16653825,---,0.016306,0.1,4.09556,,
16900452,---,0.016320,0.1,3.06412,,
16816018,MIR365A,0.016339,0.1,2.37011,,
16828841,ZDHHC7,0.016370,0.1,2.1607,,
16796207,DDX24,0.016446,0.1,3.31021,,
16654659,---,0.016462,0.1,662.676,,
16850400,---,0.016530,0.1,2.16852,,
16651225,---,0.016540,0.1,3.09194,,
16835374,NFE2L1,0.016556,0.1,3.85711,,
16747956,---,0.016560,0.1,2.63177,,
16660503,CDC42,0.016608,0.1,2.37713,,
16752028,---,0.016610,0.1,2.43132,,
16702827,TMEM236,0.016624,0.1,2.03708,✓,
16745561,---,0.016658,0.1,3.02434,,
16793067,FERMT2,0.016665,0.1,5.23399,,
17005569,HIST1H1E,0.016677,0.1,2.19403,,
16890473,---,0.016711,0.1,2.48285,,
16653805,---,0.016714,0.1,2.25215,,
16840162,---,0.016715,0.1,2.09269,,
17119262,---,0.016723,0.1,3.15733,,
16977168,CCNI,0.016770,0.1,2.04081,,
16652233,---,0.016813,0.1,2.08579,,
17119258,---,0.016891,0.1,2.95501,,
17118250,---,0.016948,0.1,7.61625,,
16673043,UHMK1,0.016956,0.1,2.2633,,
16815781,---,0.017013,0.1,2.04457,,
16658943,---,0.017064,0.1,3.87931,,
16763280,ZCRB1,0.017084,0.1,2.2056,,
16654815,---,0.017099,0.1,2.69457,,
16861390,---,0.017123,0.1,4.3576,,
16726880,---,0.017124,0.1,7.38664,,
16704182,CSGALNACT2,0.017150,0.1,4.28145,,
16938626,---,0.017181,0.1,2.3687,,
16884703,CBWD1,0.017192,0.1,2.33182,,
17124708,---,0.017227,0.1,2.86441,,
17092969,PLAA,0.017232,0.1,2.13525,,
16729290,TSKU,0.017251,0.1,2.30669,,
16709553,ATRNL1,0.017311,0.1,2.31715,,
16650857,---,0.017323,0.1,2.18128,,
16810954,SNORD18C,0.017329,0.1,2.0398,,
17080486,TNFRSF11B,0.017358,0.1,5.27204,,
17119476,---,0.017413,0.1,2.75443,,
17119630,---,0.017413,0.1,2.75443,,
17121464,---,0.017443,0.1,2.43748,,
16863753,EMP3,0.017454,0.1,3.98141,,
16771558,---,0.017474,0.1,5.42755,,
17125488,---,0.017475,0.1,2.35799,,
16985950,MAP1B,0.017513,0.1,2.68615,,
17125876,---,0.017579,0.1,2.29787,,
17122464,---,0.017592,0.1,2.09853,,
16855492,---,0.017596,0.1,4.51547,,
16894402,ODC1,0.017598,0.1,2.02904,,
17119904,---,0.017605,0.1,2.03232,,
16898108,SNORA70B,0.017609,0.1,2.1183,,
17084932,---,0.017632,0.1,2.53671,,
17014364,IGF2R,0.017650,0.1,2.19902,,
16867215,---,0.017674,0.1,4.25404,,
16849274,ST6GALNAC2,0.017691,0.1,2.63974,,
17004612,DSP,0.017813,0.1,2.43097,,
17080747,---,0.017828,0.1,2.025,,
16994067,---,0.017853,0.1,2.02529,,
16868847,KANK2,0.017900,0.1,2.53325,,
16771432,---,0.017918,0.1,2.50424,,
16847831,---,0.017920,0.1,2.63333,,
16905216,GPR155,0.017993,0.1,2.24256,,
17007884,MAPK14,0.018023,0.1,2.16347,,
17117560,TUBA1B,0.018048,0.1,2.53163,,
16956569,PROS1,0.018123,0.1,2.11057,,
16939469,EIF1B,0.018124,0.1,2.01854,,
17021122,IBTK,0.018143,0.1,2.32611,,
16960186,PLSCR1,0.018174,0.1,2.10224,,
16726891,MALAT1,0.018248,0.1,2.35296,,
17010459,---,0.018282,0.1,3.61578,,
16704088,---,0.018335,0.1,2.15876,,
16822254,---,0.018335,0.1,2.15876,,
16950181,---,0.018335,0.1,2.15876,,
17091901,---,0.018335,0.1,2.15876,,
16679897,---,0.018335,0.1,2.15876,,
16699572,---,0.018335,0.1,2.15876,,
16733806,---,0.018335,0.1,2.15876,,
16866392,---,0.018335,0.1,2.15876,,
16979334,---,0.018335,0.1,2.15876,,
17122920,---,0.018381,0.1,2.36353,,
16697166,EDEM3,0.018400,0.1,2.56582,,
16854268,NPC1,0.018410,0.1,2.03413,,
16744686,---,0.018449,0.1,9.08002,,
16879061,---,0.018456,0.1,2.00469,,
16687487,TMEM59,0.018474,0.1,4.65526,,
16790262,---,0.018501,0.1,16.9628,,
16654561,---,0.018504,0.1,2.50607,,
16855176,---,0.018509,0.1,2.52719,,
17120006,---,0.018520,0.1,2.05253,,
16653589,---,0.018525,0.1,2.32412,,
16823098,---,0.018558,0.1,4.06964,,
17016205,C6orf62,0.018651,0.1,2.42217,,
17046347,OTTHUMG00000156089,0.018768,0.1,2.05544,,
17095336,---,0.018771,0.1,2.63668,,
16999582,---,0.018811,0.1,3.41181,,
17120788,---,0.018822,0.1,2.10599,,
16795192,SPTLC2,0.018861,0.1,2.0858,,
16839495,---,0.018950,0.1,2.14211,,
17059119,SEMA3C,0.018993,0.1,4.02173,,
16767794,OSBPL8,0.019000,0.1,3.04388,,
16992341,---,0.019047,0.1,2.14509,,
16920277,ADNP,0.019053,0.1,2.04201,,
16986552,BHMT2,0.019076,0.1,2.22408,,
16912939,MIR644A,0.019084,0.1,5.15866,,
16774162,NHLRC3,0.019116,0.1,2.80303,,
16915220,RAB22A,0.019149,0.1,2.01374,,
16810612,SPG21,0.019299,0.1,2.09313,,
16654879,---,0.019344,0.1,2.42559,,
16653683,---,0.019356,0.1,2.84625,,
17123694,---,0.019399,0.1,2.903,,
16684385,SNORD103A,0.019442,0.1,2.08776,,
16684387,SNORD103A,0.019442,0.1,2.08776,,
16855182,SNORD58A,0.019446,0.1,2.14662,,
16855183,---,0.019446,0.1,2.14662,,
17106102,COL4A5,0.019446,0.1,2.5376,,
16654885,---,0.019456,0.1,2.4798,,
16973753,ZFYVE28,0.019474,0.1,2.12494,,
16934587,---,0.019482,0.1,2.61713,,
16779085,RCBTB1,0.019504,0.1,3.39258,,
16793559,DHRS7,0.019521,0.1,2.20628,,
16798144,SNORD116-3,0.019547,0.1,3.63782,,
16798154,SNORD116-3,0.019547,0.1,3.63782,,
17044437,---,0.019577,0.1,2.11484,,
17094855,ABHD17B,0.019609,0.1,2.08738,✓,
17121088,---,0.019643,0.1,2.67164,,
17120858,---,0.019646,0.1,4.54575,,
16676183,ATP2B4,0.019767,0.1,3.00307,,
16889741,---,0.019830,0.1,3.05512,,
16767142,TMBIM4,0.019833,0.1,3.16159,,
17069877,---,0.019882,0.1,2.0988,,
16711446,---,0.019933,0.1,2.75133,,
16798152,SNORD116-8,0.019934,0.1,3.66144,,
16654421,---,0.019941,0.1,2.1477,,
16715112,SAR1A,0.019942,0.1,2.20938,,
17123316,---,0.019963,0.1,4.10385,,
16785952,PCNX,0.020050,0.1,2.39502,,
17018396,---,0.020053,0.1,2.49702,,
16793455,---,0.020085,0.1,2.00899,,
17068627,---,0.020111,0.1,2.30498,,
16656013,---,0.020132,0.1,2.54975,,
16788659,SNORD114-12,0.020151,0.1,2.73645,,
17094494,---,0.020160,0.1,2.58667,,
16651361,---,0.020161,0.1,3.60176,,
17081158,---,0.020165,0.1,2.09337,,
16763540,SLC38A2,0.020204,0.1,2.00389,,
17124988,---,0.020272,0.1,3.16013,,
16840691,---,0.020315,0.1,2.6246,,
16693646,---,0.020339,0.1,2.3601,,
16822913,RPS2,0.020373,0.1,2.29537,,✓
16966932,---,0.020398,0.1,3.1942,,
16938763,PDCD6IP,0.020403,0.1,2.25225,,
17121466,---,0.020432,0.1,2.21228,,
16715269,SPOCK2,0.020441,0.1,2.11582,,
16892112,---,0.020451,0.1,3.25821,,
16650587,---,0.020456,0.1,2.09859,,
16660876,---,0.020464,0.1,2.31804,,
16696612,---,0.020480,0.1,2.61456,,
17118734,---,0.020480,0.1,2.61456,,
16851309,GREB1L,0.020484,0.1,2.55221,,
16776052,TM9SF2,0.020512,0.1,2.44055,,
17063534,---,0.020518,0.1,2.09785,,
16655041,---,0.020627,0.1,6.9612,,
16955442,ARF4,0.020634,0.1,2.26492,,
16651211,---,0.020641,0.1,2.13925,,
17008534,TOMM6,0.020696,0.1,2.54577,,
16956954,---,0.020722,0.1,2.35446,,
16668916,---,0.020763,0.1,2.13377,,
16654641,---,0.020796,0.1,7.24053,,
16653809,---,0.020799,0.1,2.34193,,
17118826,---,0.020827,0.1,3.10798,,
16699507,SNORA36B,0.020952,0.1,4.63433,,
17093373,SNORD121A,0.020954,0.1,2.8886,,
16854660,---,0.020989,0.1,2.20125,,
16856203,BSG,0.020992,0.1,2.35615,,
16790233,HNRNPC,0.021056,0.1,2.48729,,
17046640,TPST1,0.021089,0.1,2.77701,,
16855504,---,0.021090,0.1,2.67739,,
16788657,SNORD114-11,0.021091,0.1,2.11947,,
16757710,PEBP1,0.021265,0.1,2.05113,,
16654681,---,0.021276,0.1,2.25124,,
16715133,PPA1,0.021290,0.1,3.6296,,
17071188,MTDH,0.021292,0.1,2.08075,,
16651347,---,0.021293,0.1,3.36485,,
16781352,---,0.021298,0.1,2.34476,,
16922396,SLC5A3,0.021324,0.1,2.48867,,
17095323,---,0.021380,0.1,2.34437,,
16956661,CLDND1,0.021413,0.1,2.28583,,
16867224,---,0.021415,0.1,2.76783,,
17121126,---,0.021458,0.1,2.01687,,
16969344,CISD2,0.021461,0.1,2.17206,,
17118394,OTTHUMG00000019603,0.021504,0.1,3.11206,,
16780917,IRS2,0.021612,0.1,3.31138,,
17124696,---,0.021620,0.1,2.91866,,
17118818,---,0.021622,0.1,5.5709,,
17025297,TCP1,0.021653,0.1,2.16308,,
16753465,XPOT,0.021662,0.1,2.38499,,
17120874,---,0.021671,0.1,2.0835,,
16650309,---,0.021740,0.1,2.12808,,
16711447,---,0.021743,0.1,3.8075,,
16711280,KLF6,0.021743,0.1,3.79088,,
16999072,---,0.021915,0.1,2.17487,,
16808326,PPIP5K1,0.021917,0.1,-2.00462,,
16804333,AKAP13,0.021931,0.1,2.07391,,
16651655,---,0.021946,0.1,2.46951,,
17097308,PTBP3,0.021982,0.1,2.06435,,
17095899,ECM2,0.021993,0.1,2.69402,,
17123390,---,0.022021,0.1,2.83979,,
16913378,RPN2,0.022109,0.1,2.22494,,
17101854,---,0.022138,0.1,3.25697,,
17024285,CITED2,0.022176,0.1,3.43392,,✓
16821691,---,0.022230,0.1,2.06663,,
16651433,---,0.022264,0.1,2.79513,,
16654773,---,0.022280,0.1,2.87943,,
17113980,SMARCA1,0.022328,0.1,2.06725,✓,
16968680,SPP1,0.022331,0.1,5.08006,,✓
16745154,---,0.022340,0.1,2.36121,,
17122298,---,0.022348,0.1,13.3266,,
16892039,PSMD1,0.022349,0.1,2.077,,
16732676,UBASH3B,0.022393,0.1,2.1703,✓,
17118774,---,0.022449,0.1,2.46752,,
16654881,---,0.022487,0.1,2.66401,,
16712274,---,0.022504,0.1,3.82556,,
16948209,PIK3CA,0.022507,0.1,2.0308,,
16972480,CEP44,0.022519,0.1,2.21014,,
16864163,---,0.022582,0.1,2.59911,,
16666013,SRSF11,0.022659,0.1,2.07966,,
16850595,EMILIN2,0.022761,0.1,5.5346,,
16916559,SNORD119,0.022845,0.1,2.23809,,
16685076,SFPQ,0.022849,0.1,2.2335,,
16654647,---,0.022867,0.1,7.51454,,
16911463,BTBD3,0.022894,0.1,4.58021,,
16687875,JUN,0.022960,0.1,6.3965,,
16852771,---,0.023017,0.1,2.78991,,
16795394,SEL1L,0.023023,0.1,2.74998,,
16984755,---,0.023028,0.1,3.19428,,
17119418,---,0.023028,0.1,3.19428,,
16654961,---,0.023065,0.1,2.26205,,
17101677,MOSPD2,0.023083,0.1,2.79235,,
16775856,DNAJC3,0.023147,0.1,2.32341,,
16697243,---,0.023194,0.1,2.06293,,
16753779,RAP1B,0.023258,0.1,2.19471,,
16987720,PPIP5K2,0.023264,0.1,2.0152,✓,
17105047,PGK1,0.023267,0.1,2.21945,,
16826243,ITFG1,0.023281,0.1,2.8014,,
16906000,SESTD1,0.023316,0.1,3.11257,,✓
17122534,---,0.023379,0.1,10.9144,,
16798138,SNORD116-2,0.023385,0.1,2.89161,,
16782187,MMP14,0.023386,0.1,3.90614,,
16897313,CALM2,0.023394,0.1,2.39642,,✓
16924207,HSPA13,0.023469,0.1,2.2866,,
16650371,---,0.023527,0.1,2.11917,,
16994272,SEMA5A,0.023631,0.1,2.67926,,
16877555,RHOB,0.023657,0.1,5.57173,,
16689869,F3,0.023685,0.1,2.89955,,
16966645,---,0.023689,0.1,2.56826,,
17100991,---,0.023689,0.1,2.56826,,
17120990,---,0.023695,0.1,3.55972,,
16801789,TPM1,0.023754,0.1,2.21943,,✓
16798146,SNORD116-5,0.023754,0.1,3.41725,,
16798150,SNORD116-5,0.023754,0.1,3.41725,,
16759200,---,0.023808,0.1,2.20763,,
16798148,SNORD116-6,0.023827,0.1,2.83136,,
16719644,BNIP3,0.023828,0.1,2.39847,,
16965708,---,0.023899,0.1,4.48128,,
16724031,EXT2,0.023931,0.1,2.58846,,
17028037,C6orf48,0.023969,0.1,2.29648,,
16745563,CLMP,0.024061,0.1,3.59468,,
16993409,---,0.024098,0.1,2.80771,,
16652865,---,0.024199,0.1,2.02212,,
16722252,FAR1,0.024247,0.1,2.0628,,
16817090,RBBP6,0.024279,0.1,2.32733,,
16974224,MIR548I1,0.024290,0.1,7.18776,,
17015388,SSR1,0.024308,0.1,2.00108,,
16880001,STON1-GTF2A1L,0.024339,0.1,3.16376,,
16766260,ATP5B,0.024339,0.1,2.44799,,
17116200,USP9Y,0.024340,0.1,2.46569,,
16983456,---,0.024352,0.1,2.67132,,
16994969,MTMR12,0.024376,0.1,2.85448,,
16653725,---,0.024381,0.1,2.21765,,
16654639,---,0.024387,0.1,7.8902,,
16990133,---,0.024388,0.1,2.06434,,
16787114,---,0.024437,0.1,2.58059,,
16770100,VPS29,0.024442,0.1,2.71971,,
16847199,---,0.024452,0.1,5.96533,,
16888367,DNAJC10,0.024469,0.1,2.18982,,
16731492,REXO2,0.024558,0.1,2.55298,,
16934590,---,0.024583,0.1,2.10817,,
16670383,HIST2H2AA4,0.024636,0.1,2.05101,,
17116410,EIF1AY,0.024642,0.1,2.19355,,
16881838,HK2,0.024647,0.1,2.13375,,
16741547,---,0.024648,0.1,2.07671,,
17068617,---,0.024663,0.1,2.40132,,
16985353,ERBB2IP,0.024677,0.1,3.65468,,
16854486,DSC2,0.024710,0.1,2.01139,,
17023799,SLC2A12,0.024722,0.1,5.23382,,
16811816,PTPN9,0.024802,0.1,2.15004,,
16981219,DDX60,0.024812,0.1,2.32702,,
17022356,---,0.024816,0.1,2.10438,,
16877147,---,0.024846,0.1,2.14286,,
16711452,---,0.024913,0.1,2.37777,,
16657177,---,0.024925,0.1,2.09183,,
16735830,---,0.024954,0.1,3.54362,,
16855503,---,0.024971,0.1,2.70769,,
17036745,---,0.024984,0.1,2.16903,,
17039540,---,0.024984,0.1,2.16903,,
17042023,---,0.024984,0.1,2.16903,,
17124454,---,0.024985,0.1,2.90364,,
17121892,---,0.025016,0.1,3.31007,,
17095342,---,0.025032,0.1,2.86947,,
16651967,---,0.025056,0.1,3.80084,,
16652631,---,0.025056,0.1,3.80084,,
16744688,---,0.025087,0.1,3.0072,,
17119086,---,0.025109,0.1,2.82119,,
17120864,---,0.025147,0.1,4.4861,,
17121380,---,0.025157,0.1,2.23113,,
17009760,FAM83B,0.025178,0.1,2.2469,,
16759218,GPR133,0.025255,0.1,3.19782,,
17076009,TMEM66,0.025257,0.1,4.0455,,
16652299,---,0.025289,0.1,2.90434,,
16654695,---,0.025353,0.1,2.96667,,
16698234,FMOD,0.025381,0.1,2.35207,,
16811437,HEXA,0.025419,0.1,2.23799,,
17125574,---,0.025473,0.1,2.91512,,
16674927,RGL1,0.025494,0.1,2.64426,,
17124688,---,0.025527,0.1,2.45649,,
16767052,GNS,0.025527,0.1,3.07892,,
17117867,---,0.025543,0.1,2.22737,,
17012783,---,0.025596,0.1,2.68064,,
17037670,HLA-A,0.025663,0.1,4.47926,,
16908037,FN1,0.025675,0.1,3.15132,,
16660673,RPL11,0.025675,0.1,2.01095,,
16961037,SCARNA7,0.025742,0.1,2.45172,,
16951247,ANKRD28,0.025765,0.1,2.162,,
16946393,RASA2,0.025793,0.1,2.03373,,
16883647,IL1R1,0.025831,0.1,6.57287,,
16834179,EIF1,0.025856,0.1,2.12438,,
16777460,PARP4,0.025899,0.1,4.4989,,
16980918,CTSO,0.025921,0.1,2.51847,,
17118329,---,0.025947,0.1,2.98703,,
17121378,---,0.025958,0.1,2.04064,,
16696504,GAS5,0.026015,0.1,2.02597,,
16869291,SNORD41,0.026021,0.1,7.41389,,
17115971,---,0.026028,0.1,2.05095,,
16880122,SPTBN1,0.026038,0.1,2.49095,,
16995835,---,0.026092,0.1,2.37602,,
16970074,SNORA24,0.026127,0.1,3.21261,,
17118690,---,0.026143,0.1,2.16793,,
16871467,HSPB6,0.026201,0.1,7.6421,,
16752007,---,0.026209,0.1,3.35164,,
16951140,MIR548I1,0.026241,0.1,6.8647,,
16832566,SNORD42A,0.026278,0.1,2.11334,,
16700888,NID1,0.026411,0.1,6.89688,,
16825463,---,0.026422,0.1,2.2833,,
16825533,---,0.026422,0.1,2.2833,,
16825751,---,0.026422,0.1,2.2833,,
16729217,OTTHUMG00000165321,0.026440,0.1,2.14707,,
17017188,---,0.026449,0.1,2.027,,
16676764,CD55,0.026456,0.1,2.63194,,
16873645,SNAR-E,0.026510,0.1,2.01788,,
17119138,---,0.026510,0.1,2.01788,,
17119142,---,0.026510,0.1,2.01788,,
16727217,---,0.026523,0.1,-2.06303,,
17095334,---,0.026553,0.1,2.0337,,
17118277,RPL41,0.026574,0.1,3.36265,,
17118792,---,0.026586,0.1,2.16705,,
16862439,AXL,0.026602,0.1,3.03854,,
17109326,TMEM27,0.026627,0.1,4.6208,,
16809913,---,0.026627,0.1,3.10258,,
16743338,TAF1D,0.026628,0.1,2.158,,
16819450,RSPRY1,0.026714,0.1,2.20029,,
16975345,PDS5A,0.026722,0.1,2.02172,,
17094496,---,0.026751,0.1,2.48402,,
16809457,MYO5A,0.026768,0.1,2.22489,,
16828525,---,0.026849,0.1,4.88937,,
17118930,---,0.026869,0.1,2.41263,,
16847824,---,0.026907,0.1,6.38533,,
16792859,PYGL,0.026977,0.1,2.06524,,
16848721,ATP5H,0.027018,0.1,2.83816,✓,
17119106,---,0.027035,0.1,3.44855,,
16659505,---,0.027124,0.1,2.52529,,
17032027,---,0.027175,0.1,2.14609,,
16798206,SNORD116-20,0.027222,0.1,2.07685,,
16867915,INSR,0.027286,0.1,2.13873,,
17022996,ROS1,0.027425,0.1,2.94934,,
17124130,---,0.027531,0.1,3.00237,,
16869350,DNASE2,0.027538,0.1,2.36455,,
17123388,---,0.027564,0.1,2.67027,,
16993412,---,0.027586,0.1,4.48616,,
17019805,TNFRSF21,0.027602,0.1,2.17747,,✓
16764704,---,0.027726,0.1,3.90298,,
17034497,---,0.027746,0.1,2.17805,,
17120902,---,0.027764,0.1,-2.14853,,
16722400,---,0.027782,0.1,3.09242,,
16889734,---,0.027785,0.1,2.20735,,
17125566,---,0.027792,0.1,3.29603,,
16975310,UGDH,0.027794,0.1,5.4243,,✓
16876667,---,0.027812,0.1,2.58015,,
16847820,DDX5,0.027842,0.1,2.26233,,
16658655,SPSB1,0.027880,0.1,2.24172,,
16934239,---,0.027933,0.1,3.19858,,
16949873,---,0.027934,0.1,2.09989,,
16669481,---,0.028003,0.1,3.14245,,
16691852,---,0.028003,0.1,3.14245,,
17101025,---,0.028003,0.1,3.14245,,
16805190,---,0.028010,0.1,3.02308,,
16735816,---,0.028015,0.1,2.07325,,
17122058,---,0.028046,0.1,3.2476,,
17039299,---,0.028066,0.1,3.63266,,
16653119,---,0.028078,0.1,2.24204,,
17123766,---,0.028189,0.1,3.29508,,
16850896,TWSG1,0.028201,0.1,3.02027,,
16734313,CTSD,0.028204,0.1,3.14909,,
17123306,---,0.028247,0.1,2.55875,,
16655313,---,0.028263,0.1,2.2138,,
17000520,SNORD63,0.028320,0.1,2.05607,,
16987773,OTTHUMG00000162778,0.028320,0.1,2.17053,,
16889704,---,0.028321,0.1,2.14051,,
16902064,SLC35F5,0.028333,0.1,2.06522,,
16758618,---,0.028473,0.1,4.34171,,
16651933,---,0.028475,0.1,2.32404,,
16652597,---,0.028475,0.1,2.32404,,
16805594,MEF2A,0.028489,0.1,2.13596,,
16651623,---,0.028492,0.1,2.33229,,
17125568,---,0.028499,0.1,3.3389,,
16769207,CCDC53,0.028502,0.1,2.10048,,
17032882,HLA-A,0.028508,0.1,2.50142,,
16905371,KIAA1715,0.028521,0.1,3.0224,,
16810884,---,0.028532,0.1,2.542,,
16887179,CERS6,0.028542,0.1,3.57257,,
17046524,---,0.028542,0.1,3.23641,,
16693645,---,0.028545,0.1,2.51432,,
17050591,MET,0.028580,0.1,2.05659,,
16800680,SQRDL,0.028624,0.1,3.32698,,
17044427,---,0.028626,0.1,2.27016,,
16652995,---,0.028675,0.1,2.98598,,
17019208,MRPS10,0.028919,0.1,2.11762,,
17068541,VDAC3,0.028930,0.1,2.27432,,
16975306,---,0.028967,0.1,4.65668,,
17075731,CLU,0.029008,0.1,2.39915,,
16659251,VPS13D,0.029023,0.1,2.01686,,
16935798,SCUBE1,0.029031,0.1,2.48354,,
17085760,MAMDC2,0.029040,0.1,2.25398,,
16769159,GNPTAB,0.029057,0.1,2.02798,,
16855177,---,0.029070,0.1,2.62021,,
16693643,---,0.029106,0.1,3.51882,,
16779958,EDNRB,0.029140,0.1,5.87218,,
16680258,MXRA8,0.029189,0.1,2.04026,,
16882142,TMSB10,0.029193,0.1,2.57978,,
16816895,---,0.029230,0.1,2.24722,,
16824899,---,0.029230,0.1,2.24722,,
16824980,---,0.029230,0.1,2.24722,,
17072162,COL14A1,0.029244,0.1,3.99238,,
16794257,---,0.029284,0.1,2.89392,,
16716983,TM9SF3,0.029325,0.1,2.19402,,
16999584,---,0.029329,0.1,4.47165,,
16800105,---,0.029354,0.1,2.05615,,
16855172,---,0.029397,0.1,2.7821,,
17059628,CYP51A1,0.029419,0.1,2.56218,,
16676893,CD46,0.029430,0.1,2.15169,,
16758615,---,0.029502,0.1,4.15796,,
16788661,SNORD114-13,0.029530,0.1,2.23659,,
16651577,---,0.029664,0.1,2.40431,,
16771466,---,0.029758,0.1,2.14674,,
16684080,IFI6,0.029768,0.1,7.40438,,
16748205,CLEC2D,0.029777,0.1,3.18459,,
16651821,---,0.029805,0.1,2.09872,,
16716507,PPP1R3C,0.029841,0.1,2.2677,,
16725908,SNORA57,0.029914,0.1,2.783,,
17126192,---,0.029961,0.1,2.10626,,
16739208,FTH1,0.030068,0.1,2.21094,,
16706257,---,0.030099,0.1,3.01213,,
16955994,FAM19A4,0.030134,0.1,2.10937,,
17123308,---,0.030149,0.1,2.8359,,
17065933,---,0.030170,0.1,2.07954,,
16656639,---,0.030180,0.1,2.88367,,
16693272,S100A10,0.030215,0.1,2.56329,,✓
17063480,PARP12,0.030227,0.1,2.41204,,
17120870,---,0.030251,0.1,2.05334,,
16887589,CYBRD1,0.030281,0.1,2.56686,,
17089113,---,0.030285,0.1,10.2244,,
16900800,---,0.030312,0.1,2.07929,,
16815704,OTTHUMG00000170520,0.030323,0.1,2.31835,,
17059771,SAMD9,0.030375,0.1,6.37244,,
16818927,CHD9,0.030430,0.1,2.10167,,
17027443,HLA-E,0.030435,0.1,3.32018,,
17030288,HLA-E,0.030435,0.1,3.32018,,
