PROBEID,ENTREZID
1482,16656575,NA
1483,16651601,NA
1484,16792499,NA
1485,16973203,NA
1486,16685036,100506144
1487,16743342,79101
1488,17035049,3105
1489,17035049,3136
1490,17035049,3106
1491,16703036,84898
1492,16735823,NA
1493,16773428,NA
1494,16917400,55614
1495,16693651,NA
1496,16958124,83666
1497,16911108,54498
1498,16729548,6234
1499,16953121,6078
1500,17119224,619569
1501,16810962,NA
1502,17125796,NA
1503,17125800,NA
1504,17125894,NA
1505,17122504,541471
1506,17122504,112597
1507,16761212,9976
1508,16980160,8821
1509,16899764,8869
1510,16778713,7178
1511,16705493,26128
1512,16653229,NA
1513,17122400,NA
1514,16843929,NA
1515,17032957,NA
1516,16958972,677797
1517,16943336,55076
1518,16847822,NA
1519,17075789,286133
1520,16768391,1833
1521,16787314,123016
1522,16715476,310
1523,16978624,NA
1524,17017217,NA
1525,16889346,9689
1526,16654875,NA
1527,16919156,NA
1528,17066065,6542
1529,16651013,NA
1530,16778715,7178
1531,16924620,11096
1532,16944724,84925
1533,16748196,374443
1534,16798198,727708
1535,16798198,100033429
1536,16798198,100033428
1537,16798198,100033430
1538,16798198,100033432
1539,16798198,100033433
1540,16798198,692236
1541,16798198,104472715
1542,16798198,100033427
1543,16798198,100033426
1544,16798198,100033431
1545,16798202,727708
1546,16798202,100033429
1547,16798202,104472715
1548,16798202,100033428
1549,16798202,100033430
1550,16798202,100033432
1551,16798202,100033433
1552,16798202,692236
1553,16798202,100033427
1554,16798202,100033426
1555,16798202,100033431
1556,16766283,10728
1557,16880814,4211
1558,16971422,NA
1559,16781080,NA
1560,16809880,102
1561,16919225,26777
1562,16954606,NA
1563,16700456,375061
1564,16700456,100302132
1565,17117752,NA
1566,16992460,NA
1567,17120696,374443
1568,16692846,1513
1569,16770446,NA
1570,16958864,6184
1571,17019728,7941
1572,16904152,22925
1573,16914952,NA
1574,16693530,NA
1575,16890675,3485
1576,17123212,103695433
1577,16788681,767598
1578,17122506,541471
1579,17122506,112597
1580,16674521,5768
1581,16674521,200058
1582,17122858,NA
1583,17118802,6079
1584,17012148,2697
1585,16651137,NA
1586,16760868,6515
1587,17122482,541471
1588,16889714,NA
1589,16873528,645553
1590,16656589,NA
1591,17017979,6890
1592,17027144,6890
1593,17029788,6890
1594,17032476,6890
1595,17034791,6890
1596,17037271,6890
1597,17039977,6890
1598,16735303,283299
1599,16683871,NA
1600,16878947,4052
1601,16773379,51761
1602,16918939,NA
1603,16962911,131578
1604,16916605,56265
1605,16830577,968
1606,16816702,NA
1607,16663808,NA
1608,16735822,NA
1609,16651591,NA
1610,16784381,3958
1611,16835270,NA
1612,16651425,NA
1613,16715241,5660
1614,16655153,NA
1615,16929442,7078
1616,17023239,57515
1617,16867370,56005
1618,16743322,654320
1619,16743322,79101
1620,16864756,2359
1621,16972595,60559
1622,16713318,10135
1623,17123950,6134
1624,16960775,6747
1625,16651597,NA
1626,16850958,147495
1627,16651699,NA
1628,17045399,NA
1629,16992456,8992
1630,16668582,963
1631,16917529,692086
1632,16792954,22795
1633,16656583,NA
1634,16790246,NA
1635,16658582,NA
1636,16865677,NA
1637,16730471,57562
1638,16857926,NA
1639,16718126,1308
1640,16718126,100126326
1641,16922260,3454
1642,17118778,619565
1643,16771491,NA
1644,17006116,NA
1645,17012079,116150
1646,17045291,54749
1647,17094876,7763
1648,17101023,NA
1649,17116949,NA
1650,17123310,5627
1651,17013597,116254
1652,16848123,10351
1653,16707927,728658
1654,16707927,23521
1655,16707927,387841
1656,16707927,644511
1657,16660683,NA
1658,16656365,NA
1659,16856764,NA
1660,16798164,100033426
1661,16968529,5783
1662,17125034,440
1663,16987673,5066
1664,16885189,100151683
1665,17015472,100124533
1666,16858774,811
1667,16705089,80114
1668,17092208,79956
1669,16706630,84293
1670,16946841,11342
1671,17049676,5054
1672,16658575,NA
1673,16788687,767603
1674,17079448,79815
1675,16653723,NA
1676,16798404,100033804
1677,16958081,NA
1678,16660681,NA
1679,17095056,158471
1680,16839602,692208
1681,16954056,NA
1682,16679094,4548
1683,16993422,NA
1684,16988913,NA
1685,17117443,NA
1686,16947343,NA
1687,16711455,NA
1688,16786058,319139
1689,16793024,30001
1690,17113725,3920
1691,16924602,9510
1692,17026109,3105
1693,17027344,3105
1694,16654473,NA
1695,16897112,9581
1696,17105181,NA
1697,17119064,692106
1698,16864162,NA
1699,16774512,NA
1700,16850346,NA
1701,16664003,94161
1702,16737344,25891
1703,16807318,NA
1704,16847826,NA
1705,16946063,4690
1706,17080516,5168
1707,17121820,84669
1708,16996347,100151684
1709,16688937,1486
1710,17070013,157506
1711,16798190,100033427
1712,16652921,NA
1713,16798224,104472715
1714,16903491,390
1715,16667608,64645
1716,16788393,NA
1717,17001654,972
1718,17117849,65065
1719,17117849,6136
1720,16993413,NA
1721,17019056,54210
1722,16798420,100033812
1723,16654665,NA
1724,16971910,59350
1725,16805474,91947
1726,16770448,NA
1727,17057464,641977
1728,16960355,4071
1729,16653689,NA
1730,17072144,64798
1731,16889705,NA
1732,16707009,9060
1733,16960114,5352
1734,16874001,NA
1735,16656593,NA
1736,16893467,NA
1737,16761423,8531
1738,16715361,5033
1739,16807315,NA
1740,17085901,301
1741,16810964,NA
1742,16908197,3488
1743,16722402,NA
1744,17118694,692073
1745,17118694,85028
1746,17046526,677803
1747,17046588,677803
1748,16893471,NA
1749,17099678,100151684
1750,16793678,100750247
1751,16716782,9124
1752,17058812,NA
1753,17031781,3107
1754,16849849,71
1755,16669796,10628
1756,16828518,NA
1757,16674355,6646
1758,16736821,55366
1759,16808793,2200
1760,16660679,NA
1761,16657265,NA
1762,16798246,104472715
1763,17009659,26268
1764,16655813,NA
1765,16691270,7812
1766,17023810,6446
1767,16714536,253430
1768,16960752,9197
1769,17122508,541471
1770,17122508,112597
1771,16967875,25849
1772,16942560,10550
1773,16992458,NA
1774,17045167,NA
1775,16723294,10480
1776,16656187,NA
1777,16735818,NA
1778,17092743,NA
1779,17086540,1514
1780,16919448,10955
1781,16938133,117248
1782,17112623,94121
1783,16992459,NA
1784,16650251,NA
1785,16947287,25976
1786,16812717,53339
1787,16699288,NA
1788,16934586,NA
1789,16880243,NA
1790,16676988,3290
1791,16771474,NA
1792,16653733,NA
1793,17118890,677777
1794,16654661,NA
1795,16993424,NA
1796,16962921,79572
1797,16810967,NA
1798,16771571,NA
1799,17022352,NA
1800,16654475,NA
1801,16951502,NA
