GSM320290.CEL	GSM320293.CEL	GSM320291.CEL	GSM320289.CEL	GSM320285.CEL	GSM320286.CEL	GSM320287.CEL	GSM320282.CEL	GSM880871_3APL_PP0905_HG.U133_Plus_2_.CEL	GSM880870_3UNT_PP0901_HG.U133_Plus_2_.CEL	GSM880869_2APL_PP0912_HG.U133_Plus_2_.CEL	GSM880868_2UNT_PP0907_HG.U133_Plus_2_.CEL	GSM880867_1APL_PP0909_HG.U133_Plus_2_.CEL	GSM880866_1UNT_PP0903_HG.U133_Plus_2_.CEL
1611	8.11521136893901	8.24513883584007	8.11844522610871	8.28609893121376	8.40151473708798	8.42114553479254	8.30395634769922	8.60657453822279	8.53848736575318	7.70679297798777	8.34882573110156	8.28084568216756	8.48699542694504	8.29035193054001
161145	4.15132464065869	4.15795721643512	4.95345940630289	3.64659159706531	4.04679880072902	3.97315508637474	4.22507446207387	4.45061066563395	4.43715832852421	4.64259558556301	4.33580976204653	3.91885841920292	4.71926235711789	4.37356603559647
161198	4.65308461261991	4.19523168675467	4.82831002847007	4.1742232185086	4.70523137611455	4.56688396284173	4.65664802845393	4.24652411883815	4.19445593339217	4.19464766697363	4.30696270582006	5.0220823760458	4.77446144623556	4.40573768324797
1612	8.17750450515125	8.22223964795863	8.61454643621381	6.74798682424363	7.60398481437914	8.04670476873396	7.67717856136413	8.25213846159326	7.62920052620773	7.91860916798911	8.2896416247117	7.52636738958082	7.98088763269335	7.95052531341031
161247	4.73979118228836	5.11861107042145	5.15176880099798	5.29769877560884	4.71060444364682	4.61472775940838	4.91511446197494	4.54373847015792	4.63573095434495	4.98215289153482	4.92011146873806	5.14600438779462	5.200534135755	4.9133308498101
161253	4.48612484695887	4.16975258245671	4.44326759189127	4.69708116675487	4.19112841608464	4.4291310266528	4.48126904933027	4.22412221243849	4.44820130921853	4.41496187828351	4.09261333539744	4.85818982898426	4.57969545088625	4.52151141780906
161291	5.41205899331137	5.45927720565244	5.16457449817556	5.25910766445984	5.17344994331072	5.43746762076189	5.27597944281285	5.54523875981279	5.82375084784392	5.43251164924787	5.42753751723273	5.72542914840674	4.92670207631364	5.10695612261931
1613	5.49938584135933	5.6350584035806	5.44541432169012	5.33405119232678	5.60500619393338	5.47946591924693	5.79884691686761	5.27274318438502	5.12031287022891	5.38506363628316	5.5147565913006	5.66779624298638	5.48362584421364	5.94532377155477
161357	2.97788836952326	3.33343161164652	3.13891370195451	3.32608877735804	3.2548618158831	3.09441235667637	3.12934404139651	3.44479464298421	3.20668288847167	3.3017574504566	3.31202825440389	3.45878327762919	3.14313128149607	2.97022086654258
161394	4.0108920915192	3.6742525763708	3.63045980009902	3.89228475486097	3.6493011429737	3.76692086164657	3.80260345432452	3.82460675925479	3.66765860503982	4.30180662219887	3.7606932387121	3.85249246486472	4.00860873844688	3.83413799775076
161424	5.40518403634689	5.6326442564848	5.2654321687773	5.75781261421216	5.36557591320856	5.23330838043816	5.17054023320371	5.33803059893067	5.73238098036262	5.25473555559093	5.1871573663578	5.53938310963638	5.55609848542007	5.44516356766484
1615	8.32977124491857	8.51078209684938	7.89627555038316	8.91705257707043	8.61620403084858	8.54232295605202	8.51135030391751	8.38653073424229	7.93705769440089	8.77968958147011	8.70600272107326	8.38100635332457	7.99488949262627	8.61730278474542
161514	4.54675142094177	4.11946800876007	4.43330812437296	4.58368617954777	4.50313379188104	4.22578987400612	4.62046051578924	4.96206939749833	4.62787368673411	4.58537528597726	4.63146742625347	4.38629802235952	4.48321486125656	4.03839204306288
161582	3.49177908422508	3.44926558465063	3.32213196619066	4.39218791420891	3.92627864749845	3.98860084823662	3.86155409747479	3.38968345392962	3.44140297434737	3.71322717425666	3.86425103899115	3.23891871199616	3.81479149821446	3.9456160612082
1616	6.5440677208224	6.57691302041981	6.26459313750823	6.57383364859566	7.36276431333278	6.66299021144815	6.78550185074966	6.90593756621364	6.50035623565402	6.83458379989921	6.26289849731268	7.03240121489768	6.96407115300881	6.80818317577333
161742	5.69062815788314	5.65153850118652	6.19148675926757	5.57272223820867	5.29084359090863	6.09298219543943	5.38976334090537	5.19021276430128	5.34344128822551	5.22454146359711	4.99374522566147	5.92607036166504	6.11135718863648	5.87092064945421
161753	4.21429690917447	4.49066075568178	3.9990394248442	4.07638700915414	3.73367447232397	4.13123694030039	4.2773568855998	3.77570790443544	3.80055081044707	4.34237817163905	4.39805515821695	4.13806230835777	3.78091311542752	4.07988439408756
161779	4.77056749481991	4.49818884838088	4.67305615387725	4.44658286332469	4.11274116977822	4.50022249865255	4.6475279041876	4.58419117964949	4.76507051457518	4.44357208482096	4.27985611713083	4.44226031256344	4.53205808613867	4.66461355469697
1618	3.65731200378607	3.53738216917586	3.61539442421512	3.70540494155155	3.75639605240764	3.31033244560317	3.75123554339439	3.57237893648054	3.36032222219218	3.3760862439739	3.90656777174118	3.39497332419697	3.50786848324588	3.84446308411928
161823	4.72691365781092	3.90662006725717	4.4424606838469	4.29244473040927	4.18377451329827	4.13260288058034	4.87133810647415	4.59528612629899	4.56981627191584	4.67526347341943	4.37436308218578	4.26375828737459	4.35626699385911	4.44104381743425
161835	3.26500959435934	3.40478099340908	3.40041362131435	3.36314590145192	3.30401638131927	3.18525353255812	3.47497389083073	3.4747016772851	3.31043085765075	3.69402512653318	3.44336935138583	3.30939702701437	3.35171516382835	3.40232296300146
161882	6.83959104367016	7.05389108975806	6.90712045868549	7.07247808545613	6.62336606856543	6.66969385734712	6.9900521957193	6.75163710965154	6.54300622576778	6.63229949503866	6.89355223360365	6.90492421216142	7.14906621182825	7.12773542881844
161931	5.44930628909117	5.46502744656564	5.35762314526975	5.68815551688244	5.25944017609477	5.02929914352281	5.69852437957823	6.12061294301447	5.50505657717037	5.83910866548087	5.67671738446113	4.95547886369386	5.44760105335184	5.34820159286074
162	6.86756171296517	7.10821014041143	6.85238248528023	7.48692818651552	7.12689910132459	7.03528504062792	6.98950096111519	7.38687356622283	7.03908337296661	6.98592339193471	7.07721377635965	7.35879918069279	7.22704116001123	7.19337357029392
1620	3.78576110494154	3.96497084365133	3.8778124071999	4.1652770324716	4.22658763213816	3.98266210413067	4.29842095539751	4.48779519618295	3.58993154826641	4.14718258735411	4.32957176642374	4.2211850046146	4.28884092291532	4.0712543084685
162073	5.71034220650862	6.01506067493156	5.95644771724301	6.16332185525213	5.94867760010835	6.16913735234562	6.08896628479109	6.39238149832266	6.25389207639289	5.71126459912642	5.8308495338224	6.50727600552979	6.17457060803683	6.15790770910379
162083	4.95775024317758	4.37983940059306	4.46771556010288	4.68366048460928	4.75516086535413	4.61899353577027	4.499881094669	4.73635634799244	4.50598061604601	5.04219334540788	4.45497951806102	4.54400017905824	4.80924317335036	4.73017149310426
1621	4.84583021408115	4.44050013458698	4.84609396551145	4.52539495005874	4.2999644376736	4.65103103635808	4.64214011457452	4.62146346006734	4.61939879631372	4.70172889784098	4.61965618162422	4.28540522924012	4.86829508970248	4.81109911936796
1622	8.62892672450132	8.97077300053759	8.48963939468171	9.10563675511208	9.1579304741957	8.95717794295192	8.68969541103422	8.89381770283304	9.36118292783071	8.61042140204878	9.19191644013084	8.90561708067653	8.63192619767782	8.94606515140902
162239	5.92372929198893	5.76967324721041	6.1133292727888	5.70428293113178	5.77632534513745	6.08212026720577	6.06069474586116	5.45956754725162	5.82343371449329	5.75840002404781	5.56952983432461	5.94942318077403	5.66517391766549	5.72327416165125
162282	4.83578989880603	4.42512947149034	4.04553121305627	3.4428704546171	3.92692974371688	3.26905733181066	5.04380553662911	4.1631928502059	4.98360277335292	4.53454478731733	4.17230288675565	3.53468699702794	3.92682386989406	3.74579581617022
162333	3.23822550005207	3.421883487078	3.88235399400043	3.56450132474507	3.35335735780385	3.29370823843756	3.41070646741412	3.90027233315128	3.6588044159605	3.40175715667934	3.62253018033835	3.59076636217984	3.67205936261163	3.23866682504415
162394	5.54374872457612	5.79419705061089	5.48522468698279	6.20128721659206	5.80860213247625	5.93258553461758	5.11182668576121	5.44664322054928	5.58563746410916	5.43243196268275	5.21436225806113	5.73386705733982	5.90842851138096	5.63667081998297
162417	4.81077176328706	4.78938185531522	5.66007297700282	4.83291312934255	4.72269510024811	4.5340786826471	5.10082642589397	4.54179937021121	4.49058759773971	5.26834884393617	4.50136263825407	4.68195841997163	5.09619007601155	5.12466790415084
162427	7.06719279843396	7.39073327241408	7.52950539011604	6.98092060886146	7.37199951048033	7.37779593302708	7.23235808659586	7.48103445709739	7.5891984771784	7.20441185196638	6.94608931549931	7.68476553406607	7.43749166603339	7.29062073576541
162461	5.33940159204128	5.08174004400511	5.05474598534837	5.70349633658325	5.12108746726361	4.98115916890897	5.01097125101813	5.34122217509364	4.98834270649174	5.68345364673594	5.38359837761457	5.11779125276505	5.28890419340132	5.30258835352638
162466	4.96012364399083	4.92461469191165	5.43588112687792	5.45652529343281	5.17125323304093	5.06517133461602	4.66780997049876	4.92215226853758	5.52872832758665	4.65090812490422	4.58632321523977	5.44940134883696	5.05177192430954	4.91373210018199
162494	4.74931903250342	4.88163963812618	4.8318660475905	5.08027044779374	4.56399895129983	4.660503361093	4.89684100942451	5.19132728316578	5.12725217543053	5.11957055397665	4.77831510349779	4.45173090954827	5.00727481630607	4.99279552092817
162540	5.2881549130848	5.24137952861807	5.30820467901342	5.45353897534861	5.05001911930193	5.09531999040211	5.25346933550841	5.48608704827029	5.21529542909103	5.60512648665316	5.06909822777936	5.19045566459553	5.36321090887628	5.36395005196876
162681	4.80794761488053	4.98915635191414	4.28443478368843	4.88603609700472	4.65090561984671	3.78411193083191	5.65656069366589	4.89729569865324	4.93735810373482	4.65442312200534	5.42324245077045	3.78777081348164	4.18661154681799	4.24677888668609
1627	6.76494203950049	7.17472900519243	6.65562381754591	6.5738624685827	6.97209848705107	6.94229103730876	6.83030528114869	6.43394633217431	6.77015302229938	6.54614877667266	6.33891343865656	6.88066341283585	7.71703862680704	7.02731369335692
1628	5.25400798749225	5.36655617651936	5.10948128310555	5.16903504579981	5.40888131858495	5.10854145762453	5.09606236186027	5.7363058273644	5.10551593019254	5.33404354186023	5.05680539703368	5.76654554796025	5.53535012879053	5.33303078231379
1629	5.61983391477713	5.40124360032562	5.09614333341909	5.57624333634144	5.43100328241673	5.65034329228031	5.3796996277715	5.41528330676712	5.84861399612684	5.0454597030415	5.28490822957584	5.34840731200999	4.81960043776556	5.43374114088774
162963	5.05757348141939	4.51738584496582	4.80185807570198	4.61659092122002	4.25960437105838	4.76427657247336	3.96934159944625	4.34876863760457	4.50815249004705	5.03701957755428	4.7152838014427	3.95798718126271	4.31468134705669	4.81787079472703
162966	5.32712753769311	5.34438175372126	4.46160859836336	5.14592918301946	4.88934316431503	5.12200780423836	5.04437808288069	4.43794730722118	5.03826099299812	4.97133939745769	5.31136567020066	5.30776775489781	4.22739694999409	4.84225934378313
162967	6.13672892762801	6.78593002636486	6.06577464238445	6.18600368686312	6.08478848920588	7.14715177012096	6.24142111894488	5.9934219492192	6.56986759288908	5.5516163018564	6.21780323741257	6.22134182342849	6.54362051162866	6.39810581416573
162968	4.55514631536122	4.54234814906511	4.75254684701959	4.87379105421324	4.77542011963273	4.58166349056089	4.77560479880644	4.58220343586518	4.74868606484551	4.94813665012129	4.89080669347837	4.58813207475847	4.31132873110248	4.70114392011696
162972	5.27916431674619	5.01912196901653	5.26422234414122	4.98274284162145	5.17413900914357	5.25581046789586	4.88835217029318	5.86274360225711	4.99844115358287	5.15988822999962	4.99699699655798	5.62395363670106	5.08567724487018	5.47480336207011
162979	5.2519012288906	4.89240213808734	4.76680572675099	5.13739969329983	5.31553061788614	5.05517597606418	5.16333805772632	5.29648794486761	5.02642859374205	5.41877580702508	5.68696118823415	4.89548968583976	5.09143792325553	5.22012524272413
162989	6.94713317730827	7.24935646865072	6.79303213609743	6.50864573923882	6.77531136385796	6.76964861564337	7.00784121091644	7.334041671732	6.63586779174071	7.04031987865812	6.75257901011455	6.93597257754102	6.80985380107048	7.15683548021123
163	7.59188317284739	7.27934176758742	7.24369843701419	7.44729180620151	8.19593773133728	7.66713805860197	7.5079547099806	7.61127672059496	7.36973742059462	7.35810434429421	7.34075689901372	7.83847445731751	7.44050753421286	8.00684111677735
1630	3.1110506350022	3.35850503488508	3.09862444234536	3.28534380092814	3.311129100782	3.13198164655772	3.32806806085477	3.3635205053299	3.40084055503329	3.07855623686836	3.44493018278825	3.11673927301037	3.07691815433677	3.28445795854154
163033	6.28317499630229	5.81061642567128	6.25264833151394	6.3816282547181	5.83786026894254	5.85448759681785	5.83161478171464	6.26079321115373	6.05089055124939	6.3444124621464	6.16746635814108	5.77891017467288	6.3866201495604	6.07533120438429
163051	4.16195693026037	4.43447512732772	4.31522324786462	4.44233283978449	4.25610655892776	4.26042506157884	3.99288780234596	4.12860010345968	4.58540639529563	4.0336218744838	4.51642610061556	4.15912616728285	4.33337922164401	4.06628015504191
163081	4.78072048578751	4.24121581080149	4.54531231852919	4.20840670092199	4.1815166662249	4.58280582152989	4.47799483543505	4.41622232908334	4.93396418327185	4.08095131409347	4.37401140303855	4.75661584203028	4.39157545537581	4.52710648253161
163087	5.17017026894618	4.76384895935649	5.10733179662799	4.73370871327823	5.01182398667474	5.08923775511271	4.68074020660973	4.86008520095526	5.14326938119031	4.71128322499915	5.52858739450973	4.87905294718112	4.67528237571385	4.84702144705469
163126	6.58315603073232	6.71755651676434	6.47966076744527	6.63644058564815	6.63897154530615	6.73184505588812	6.35020669945314	5.85089258202336	6.42780366083235	6.18175837332475	6.15247223276563	7.1007244221255	6.79793728159905	6.74205384579724
163131	4.40529762199338	4.90388648008281	4.27152045450803	4.31101888980562	4.70231293837497	5.0452550374476	4.48109041928402	4.59505586798227	4.79527299500535	4.43237965584187	4.71808580921782	4.44468570792164	4.41512768014736	4.25327529919053
163175	5.19002334766273	4.6772114968384	4.71227375053452	4.40872064814341	4.54019877735319	4.44068548003107	4.9240750872551	4.64417601774322	4.57317741251954	4.74398211756604	4.81615920422872	4.65720512020347	4.83636338605107	5.04423932264418
163183	6.51279604042035	6.58803503490029	6.0657398855742	6.17741493340024	6.06142509686077	6.09336080031864	6.09719973040977	6.09408317408992	6.68264768534623	6.20381054283791	6.63015228665906	5.85244158951666	6.15258949007584	6.34819536090725
1632	6.76408932984847	7.23729277427962	7.00591781400324	7.43778848925667	7.65216111518073	7.36734501662018	7.08849780865019	7.32600994141998	7.71457641810455	7.34227750087523	6.93019158008931	7.49033753014193	7.0143496899982	7.0907217205118
163227	5.30095434405091	6.69208158619523	5.80588244962908	5.62808370262845	5.47467530668085	6.40329937137008	5.51397497629637	5.05078655796655	6.03080864637034	6.0510190531163	5.68696890275513	5.47405433818266	5.86778527974819	5.67468686685709
163255	3.44007630019409	3.0083742533548	3.42357340372458	3.3332811969136	3.001915272759	3.42969645804028	3.41761444666608	4.0439452621868	3.40390667050905	3.41306427934063	3.59388308394903	3.01808113386984	3.43021008189299	3.32935206223516
163259	4.28375826661846	3.9935672528399	3.46316469654466	4.13488362520684	3.18219843147863	3.97982930192967	3.96181858112875	3.87115285984117	3.71150484418923	4.66810118811141	3.67046307370599	3.79292537214872	3.77379500669495	3.7230674205449
1633	5.460056163543	5.3495514642257	5.37644546876359	5.53290057120191	5.64657294682381	5.43042810012267	5.00612347881128	4.90145541290017	5.15849588560077	5.29472890666145	5.39043660281966	4.85793993524955	5.21629995959276	5.39302038546508
1634	9.44813111794911	9.21480178585226	10.1347456541329	9.84975458583174	10.5095420324656	10.1000061734451	9.39021061206394	9.2021321244261	9.58897105739195	8.73546287462007	9.28109419747603	9.49784830031884	10.4674934456158	8.97903763128969
163404	2.75104031214968	2.9491301961143	3.15434510517073	3.29860283026446	2.98666396233801	2.9991732115819	3.10209471788057	3.06258474657633	3.09332212263562	3.06404248198583	3.00768565100673	3.35687685534529	2.87552124707205	3.04335764831479
163479	3.35803327788697	3.4788429734921	3.5805094792821	3.73444782739595	3.18933715926884	2.97971126579318	3.57661530974066	3.70585157932342	3.52717174007701	3.67926381019421	3.7730273716612	3.04189567953198	3.52084797154959	3.35415570999614
163486	4.50450275251343	4.62059594142207	4.63439598481691	4.63952964931675	4.49443147542262	4.76076268064911	4.61707447494363	4.46602534862751	4.60940579910217	4.3616832647148	4.95591482760075	4.65198289023118	4.1793950774858	4.07713925914963
1635	6.85763332949512	6.73660410814796	6.65199454027697	7.11226527710661	7.28524388883277	6.95303614439172	6.57005454684757	6.30764973130348	6.43463651623205	6.387830073615	6.53336751649914	7.16358069225144	7.43882868920839	6.91534678020858
163589	3.95946556676237	3.47126262304703	4.10864750844764	3.72146655353483	3.39713405367219	3.71647048204837	3.59791153610491	3.82632206388764	3.96929068772259	4.07712563003273	3.84571370950349	3.66443853718312	3.4283981289093	3.65497031673404
163590	7.31988695829176	7.05868893702223	7.37008994131272	7.02787250035488	7.12302059939626	7.07800927090722	7.57720603509297	7.03256840970613	7.12622787627859	7.45292943941373	7.28355433611734	7.38402290138214	6.912816430983	6.90854025820172
1636	4.39135536716219	4.65333716190851	4.90341961024696	4.95954910666587	5.50959206383751	4.71351342374804	5.29773248240557	5.56261533302128	4.78694636846494	5.11669460867301	5.23742452405885	4.84200398933014	5.42308749791556	5.26949819037388
163702	4.95300582703024	4.89045302197801	4.87406568337794	4.98295739655762	4.56578990768129	4.4399757449636	5.0862802257235	5.25411959369285	4.75525558134389	5.27934376114931	5.06296077521947	4.66812518269713	4.62824683735208	4.63442557047267
163732	5.32444579852705	5.39206083844232	5.93538864899384	5.33301053843836	5.08100454825126	4.99590988387461	5.15617460292092	5.27520533194232	5.22156512583414	5.21059899607775	5.53621467711175	5.57303326330402	5.51139330485294	5.38190237445133
163782	5.97007798222729	6.82339053777649	6.14329699537973	6.80772211966986	6.75336025054718	7.13282140782238	7.53240329059821	6.40706235069977	6.07409943824418	7.57316725293893	6.77754462149703	6.83014325356871	6.44272332322268	6.99147256511573
163786	4.81230961427702	5.12661192682722	4.70396964964128	5.25281051602215	5.23603121436327	5.12820260705033	4.90945657647676	5.01376030674969	5.14532349128023	5.14532349128023	5.36744484944067	4.7509791381587	4.51428551814981	5.05791913972402
1638	3.30272456337333	3.1406450493487	3.47255060580363	3.32381638204559	3.248451033799	3.12290357132997	3.47694112851209	3.45914706967319	3.28735880743846	3.5822070389472	3.39795597168006	3.20703281223172	3.43236969601341	3.43236969601341
163859	6.42853361678209	5.54256951744968	5.81413040869648	5.94179748307774	6.00009201938511	6.12753001471056	6.13061362694126	6.20429379504951	5.76958658905367	6.17758720588715	5.97072023331441	5.53882109535973	5.89063761200155	6.30034234156404
163882	5.45920388606249	4.41115756200894	5.29815030881981	5.28843589714634	5.08247515243501	4.86132403117547	5.35417374865949	5.0398662681145	4.71792963158668	4.84767931859545	5.45302895890754	5.27126298634778	4.97386806295024	5.00069215360133
1639	6.86063988500255	7.60914861447607	7.16201850880575	7.08093620797387	7.43816939886609	7.49267471567561	7.41004792298737	7.31977820233855	7.01401664999745	7.18539223957106	7.41736245546241	7.43356936194178	7.43314855646105	7.67588880659276
164	7.52166261484269	7.3198351703537	7.38553240733602	7.06144954779679	7.42662265498292	7.49670416233284	7.32884467263454	7.52087315820605	7.24912851737287	7.44620508384487	7.61172467691839	7.30069997186133	7.04751124819487	7.09893893626886
164045	2.58788857516712	2.99634532990226	2.44921449134685	2.66482823929682	3.0323149572766	2.89217587685278	2.82441050743153	2.80794786461986	2.78336501437241	2.64662614630218	2.61999514436439	2.80563482669636	2.92449030929123	2.62814082022297
164091	5.79743217018238	6.30563108512808	7.40988719469301	5.31615243493183	6.0793315721767	6.52927898759512	6.78596757861748	6.28026832152038	5.67786508450038	6.27819982963645	6.19073841556165	6.38578451307821	6.2305105456054	6.05077089987996
1641	4.00949495319722	3.89757653940412	4.32683457570529	4.39876228193196	4.13020844705046	3.8228731043796	3.62366756012969	4.37942558857052	3.6943155056594	4.1605131085648	4.33441321681633	4.24354737720678	4.03495552979865	4.14719759757027
1642	9.63816202962073	9.32156794124055	9.11961394179177	9.35529427565128	9.03855925841427	9.29213198799463	9.15188023908433	9.1652274561909	9.49244451091419	8.59546519593464	9.32245917828689	9.80416753942841	8.93461373844204	9.1970828244461
164284	5.10706963536405	4.99156652692807	5.02732086532686	5.24787488858042	4.99030968609009	5.00446131459564	5.26608437714522	5.42404499207448	5.15520481264109	5.26140665191312	4.76292955401495	5.28998045073523	5.72229917738498	5.34100712466881
1643	5.34027475527965	5.54491477820874	5.83483160331776	5.71796526011073	5.7276101803397	5.47629020283928	5.28699380883444	5.52900221048741	5.48590592522366	5.8517059060984	4.99733057651655	5.38272328688331	5.39129485039562	5.94272868309633
164395	4.22126440517431	4.15257180811818	4.42446601423251	4.23423025679956	3.9407298591029	3.63586462076815	4.00784304591942	4.26603058697564	3.78258090001392	4.16814659066283	4.23864705680395	4.10126368817721	4.19267085122406	4.21425320535525
1644	4.29411926845088	4.21058341314405	4.29628773236411	4.47435453134156	4.19395152754444	4.03117303842329	4.15265717570743	4.19061181008824	4.26538507803139	4.29139209065493	4.76571273381572	4.1979154091746	4.18031046106651	4.30994825013833
1646	4.62634144806306	4.44511349624526	5.29085583631287	4.25125085465391	3.35223457065209	4.7576166450331	5.06348956479956	3.82740871303163	3.81392966922058	3.92898041567309	4.05052538939595	4.90750620786319	5.06761885337107	4.72606881865107
164633	4.24933059353367	4.12694559200967	4.30920722431819	4.26040552114097	4.0944110428676	3.9723699140887	4.37007447554242	4.84869173842232	4.31283380049838	4.38758512857704	4.21271422932717	3.99085073739238	4.44279055964105	4.1702686399053
164656	4.76731259510601	4.71600940146086	4.95219380234004	4.62346440965345	4.66346773946448	4.46951225195845	4.93279179793114	5.23719780185914	5.09237841771272	4.91661219799102	4.89708095496148	4.45957172891005	4.89288396287581	4.81618026480844
1647	7.76022612560708	8.79046272264428	7.83792026271438	8.53645323224199	8.96592985499383	8.01520218832748	8.54323024270332	7.86278843148971	7.38627874533335	8.85657892170551	8.72382037185725	7.95792750828629	8.23872678272113	8.45759594691866
164781	3.07499693911421	3.3535104735788	3.9730585861646	3.38309464269935	3.23282162016195	3.20891810636441	3.33966124090377	2.97281570991259	3.25295183621421	3.70524223862948	3.70653814358231	3.61491379344388	4.3363170392643	2.69113215379369
164832	6.38645650975324	5.78576987460693	6.40942375344171	4.81314391961495	7.24235293418916	5.60447604097261	6.72645145979688	5.27251026097828	6.41558507380509	6.04340801674975	5.18796259708778	6.17705238090811	5.82594204792758	6.35838527654127
1649	6.06293895447864	6.04652401079969	6.41772682411776	6.08428718101053	5.66279075935969	5.57464363128192	5.681716566881	6.30857675369126	5.27202313986809	6.06435192934436	6.31812601282138	5.96836573517589	6.10010518228283	6.42145365659157
165	6.663868629851	7.51106539630442	7.28968656745783	7.27245927171436	7.05278167405525	7.25780438186756	6.8558499673191	6.50114197121114	6.58186566926686	6.29631172308872	6.40200742132476	8.05416853046235	7.87371694265474	7.00094533322293
1650	9.04016518002207	8.8540350269998	8.582519996188	9.13621057810735	9.28396507249679	9.04386369142658	8.8341821066893	8.73759896868936	9.02685668768384	8.29790081383737	8.99207002704287	8.95523712766282	8.59627373947911	8.82638054014073
165055	3.35904170984029	3.42349407978206	3.19964374239366	3.25325913679465	3.62685109124053	3.24152028358855	3.31633544271735	3.0102674806512	3.33601829921741	3.66051211242143	3.2568118823971	3.28056254997252	3.16864282356387	3.19834582740337
165082	3.9512627429437	4.11460970318505	3.85201901770597	4.00526826485102	4.09109488752216	3.82165248214879	3.90694270412207	4.58644802455413	4.18464653674319	4.31976825923147	4.0915614507634	4.0075599875446	3.9924898539164	3.92384908209556
165100	4.88460049780585	4.93489642927559	4.82373658323664	5.41909890703416	4.80386474705859	4.82784640263994	4.76555704607173	4.99546656814444	5.2947497881907	4.85933776051948	4.80698854105808	4.84001274223124	4.92918460815765	4.71929957276521
165186	4.82155352399096	4.85731062687886	4.910676882798	4.96905637805131	4.62693902713528	5.1052588020525	5.38713989630851	5.40961053095549	5.35615576139813	4.595812484249	5.35048312096036	5.11416018797343	5.04520847259568	5.11387695298298
1652	8.09737769629993	7.80676630162788	7.50169214546591	7.53856005291334	7.68685976176189	7.49153849691811	7.54211167676859	7.34588377127755	7.40883680609749	8.1603747548057	8.04408970185487	7.51419211529928	7.33204421406602	7.82478050347546
165215	5.18699198045053	5.01180529100363	4.66517064503572	5.11905843020106	6.26323949437136	4.74512516148659	4.82523229504141	4.30161317072931	5.31198107214322	5.11628747801354	4.91527719464758	5.35038794219311	4.98514464312699	5.12359171988599
1653	8.42633281812896	8.62649977167966	8.29518599823901	8.74813816606161	8.82696099784737	8.50279714322496	8.91246985673378	8.36779993931695	9.01002615923676	8.4499425504464	8.72077855237185	8.59791003526578	8.50079837299727	8.2846363183965
165324	6.28793661995106	5.70694803515146	5.4156729061209	6.07113601048774	6.12010298673553	5.81342643949534	6.16817838406536	6.0630615253845	6.29167886778688	5.45683274442398	6.38545960492809	6.15102159321791	5.66633673870936	5.95020085142725
1654	8.10910040524257	7.36127750489121	7.33343104561339	7.51952006076578	7.48842084432564	8.03047945237742	8.00397629819924	7.86562140975653	8.01878542261666	7.20292279775568	7.21070656304675	7.7065009506382	7.82304662388952	7.59879185825895
1655	9.10679645324031	9.37126694732102	9.10673345782607	8.51416604895165	9.07618932967618	9.79972201744028	9.03952456915087	9.27795636319524	9.30184550524322	8.78289703159904	8.73377961651649	9.48375003395805	9.26837300317401	8.9564813131905
165545	4.41105886613502	4.70286701621048	4.09089878387147	4.41809310569319	3.95501288111254	4.31416164497983	4.12726773270717	4.22260809458493	4.45510899476679	4.76823250816365	4.48256634418592	4.09775906951768	4.12516277886912	4.26310824598588
1656	6.90213355637445	7.33350678698742	7.10158617946315	6.89546309428688	6.59582298659375	7.41609223093607	7.30044640532332	7.83069196954382	7.10845633110988	6.76601247986637	7.23134020396837	7.46232204291519	7.0460303604697	6.97146659772655
165679	3.00663086531561	2.87805426311518	3.03273112916408	2.94967416478863	3.4941332990148	3.41041671775557	3.2511178502613	2.6027940036691	3.2955992479834	3.20288087479574	3.14243649074683	3.54277142192199	3.24619315712164	2.81695859486987
1657	6.23281244331832	6.33421343371184	6.36193573729385	5.85872253779152	6.17647622008443	6.8491103250863	6.14366492719898	6.03214950064432	6.28115930782521	6.47496474765011	5.38818954163825	6.33859804812228	5.91475233640166	6.29280283124917
165721	4.3484253039759	4.0554115063095	4.07878357536989	3.97915291912243	4.05342345011651	3.95006000440336	3.86071206668295	4.66060232377237	3.84345892876884	4.2307504522168	4.14102242011235	3.96122731596547	4.14102242011235	4.31692268459903
1659	6.28960803144726	6.37114807374789	6.55412966612302	6.45668121954315	6.38464556818733	6.49416019111333	6.35333469342358	6.73274506421222	6.80182107208115	6.29607280622885	6.56307012051569	6.70347193248133	6.37716084287672	6.33159559870778
165904	5.48968134070907	5.11306361201618	5.24240584320126	5.43969516663522	4.73524099386609	5.09720930896725	5.40284460294504	5.58033567161511	5.14694672696216	5.73416767085813	5.24963450903185	5.59972898779311	5.15142947987656	5.08564601825217
165918	5.45063477597404	5.91970821896972	5.89726700291608	5.54825537412264	6.2413736069088	5.92059082787444	6.22810329504779	5.80993189626382	5.68936306989223	5.63835550280593	6.33424348089575	5.46109794840597	5.72588788092559	5.91791638015101
166	8.57860039598827	8.5503461912293	8.25046655968709	7.89035470803023	8.35708116393178	7.78990884106274	8.71094811646229	8.17241000524741	8.42122834795094	8.29704639662723	8.96581705379835	7.73552145888628	7.85400679194546	8.1984622658387
1660	7.2218252927947	7.04648316591408	7.03709372745787	7.00660244357437	7.41128020991682	7.18829528197071	7.24159957563795	6.36543740455803	7.0954992842073	6.38268221563119	7.13376582592571	7.33144765527837	6.77248821234282	6.83828230876174
