GSM320290.CEL	GSM320293.CEL	GSM320291.CEL	GSM320289.CEL	GSM320285.CEL	GSM320286.CEL	GSM320287.CEL	GSM320282.CEL	GSM880871_3APL_PP0905_HG.U133_Plus_2_.CEL	GSM880870_3UNT_PP0901_HG.U133_Plus_2_.CEL	GSM880869_2APL_PP0912_HG.U133_Plus_2_.CEL	GSM880868_2UNT_PP0907_HG.U133_Plus_2_.CEL	GSM880867_1APL_PP0909_HG.U133_Plus_2_.CEL	GSM880866_1UNT_PP0903_HG.U133_Plus_2_.CEL
100129482	4.3673423832541	5.25275371731359	4.9866970975554	4.70641392716441	5.1229888954379	5.01877987028696	4.87392615111811	5.05643672995395	4.8065368204241	4.87522990695	5.22437832500291	4.88087793678338	5.3071285755193	4.77949733525666
100129503	4.95643634512162	4.37075148250027	4.58242588322028	4.85972311264718	4.747127708856	4.33358414292325	4.7621591197777	4.78740741914374	4.41182253199207	4.50323021683878	4.86596093151805	4.99582046529705	4.72356281355934	4.52837555554512
100129654	5.07455469115832	5.43268735627438	4.80841556653661	5.15471865419225	5.20419166282488	4.89483265670863	5.04742186223247	5.16381453785598	5.13928384662759	5.45251307020151	4.88007902154665	5.17484518202003	5.14991416316317	5.16211471867664
100129827	5.20573965771012	4.66971771622528	4.89430715637394	5.36251625310824	5.25046946317056	4.76589396750421	5.70117549204295	5.12306127379688	5.27747268173637	5.4790049730915	4.93217144660877	5.14389013133927	5.00726959081061	5.28664641084409
100129969	3.99055932377493	3.9854928339604	4.05649416470919	4.05795478257928	3.37545988953461	4.1287723287334	3.75117553869074	4.07048362032323	3.9547462683024	4.28493567441802	3.93028727221214	3.54934067164168	3.92194781410369	3.96976701524809
10013	5.71429554971578	5.85630131113398	5.68766666418055	5.84890285082065	5.74863408540666	5.81516265683518	5.54835597547033	6.44526483742398	5.6170752618016	5.88363069081515	6.21308506198731	5.7578954061227	5.93808463663555	6.05828331502996
100130331	5.63158707382443	5.18780753923432	5.11194351174595	5.19745332642487	4.95039089881802	4.86243575445457	5.31113139009573	4.9006839868049	5.35974795621838	5.37290928205761	5.2302768800609	5.05360491102646	5.00012771973616	4.85814977579823
100130370	6.1091710354838	5.76439772052045	5.44946931600438	5.89821194453182	5.26215778427812	5.47040895637207	5.5253524367858	6.07756788019698	5.79661502668611	5.73996993992318	5.61461508223612	5.70033289777363	5.8499484240771	5.7312134502798
100130449	6.29632442779719	5.68212966121515	5.88221521300323	6.86264469909982	6.00542350820669	5.53004348519755	6.93544803170578	6.61389103813486	5.69319561639362	5.89056504829817	6.43859128095531	6.37861173291011	6.16307635175312	5.87053335149923
100130519	5.72604722008714	5.67128186074668	5.73900026662555	6.16064873256372	5.63585196186413	5.81703549790522	5.94604777403669	6.00141615873458	5.69051475202245	5.6166050876572	5.80309369583554	5.81887585200646	6.11271236837617	6.02228892567947
100130613	3.6295323603419	3.84827013660695	3.36559311598384	3.48580683923828	3.49375536509786	3.70276451254098	3.32230391963171	3.76003462196315	3.69267994781852	3.98647276159354	3.70428009867459	3.30193192125701	3.66452316912744	3.58279341059776
100130691	3.92101268302567	3.98928984198937	4.06423547375648	3.85577254951363	3.60794470510745	3.91141688354835	4.03974059212699	3.97665701706042	3.87974957025747	3.8086622516279	4.22128476423605	3.86197188151687	4.0219007711838	3.87974957025747
100130733	2.86768291613854	3.44021235440994	3.11566796142007	2.83101158272736	3.34122911230343	2.94289226405642	3.30886613596317	2.82441853887915	2.78185385910582	3.07696792946299	3.47566710863095	2.72451457123084	2.831717722119	3.30170173236258
100130889	3.32857052361967	2.78309509524104	3.36215921331021	3.26256686350201	2.74630040424639	2.81223647293093	3.64382594362175	3.02606374105516	3.18413301203929	3.57120843599435	3.23517229920867	3.14280100550139	2.8648132846947	2.76944374975659
100130967	4.06167295788614	4.45747285276782	3.64717606873438	4.00030778371365	4.22107668725185	4.28725687660588	4.80219943850428	4.15373485837819	4.04820302397393	3.93765933546116	4.16470774972336	4.81507794795793	4.55796122257357	3.89397928974081
100131017	5.55061839117414	5.72837414977897	5.8409649499517	5.83784283134472	5.41968700308104	5.79377330924022	5.80774132448453	6.28442713560333	5.72874842603995	5.4244077872213	5.69853394471637	6.01482102427049	5.90687411581072	5.94517454867274
100131138	3.79863568125795	3.83574435756292	3.68829287265136	3.82991352146237	3.70234653042339	4.48627397805933	3.9021641362443	4.34399090478538	3.81810076608015	4.19605293060167	3.67313066383002	3.84367208895624	4.16584169895132	4.30459503168908
100131187	7.53828382426317	7.01505096967837	7.58498472746573	7.48624475250138	7.48532750998328	7.69145083434878	7.29323060658157	7.67824551566376	7.83991828616562	7.52948131563434	7.96875905161469	7.87621248489825	6.64510412246889	6.7687439794903
100131211	3.98388644547382	4.40313019371829	4.21689926602283	4.37004656904066	4.49084747481089	4.24242888381096	4.35374026085618	4.71566716349383	4.26641159104103	4.22318848275937	4.7173141837838	4.30725863228277	4.35514768262205	4.14403097784504
100131213	4.71619350263927	4.44446727688748	4.57825876088088	5.02910447352165	4.87866959023728	4.57704462492275	4.97267032776315	5.12077833250965	4.69113508721445	4.91297902543483	5.19034933327144	4.97217392478185	4.71639462696294	4.98120561549243
100131454	3.97289893886929	3.93456042617817	3.9073298137961	3.60927779974563	3.8121145299369	3.81465301315369	4.02432235606891	3.8567446347649	4.04134575535966	3.96399959925414	4.25442269059012	3.8187724777696	3.54762169719443	4.02262152687391
100131755	4.02061184275083	4.47290388897197	4.02138184612247	3.85526645990577	3.98039040281477	4.17722387575484	3.85600469520731	4.11340524970056	3.91528645877982	4.16676823411939	4.00420785838628	4.27084363040379	3.94084435250933	4.00420785838628
100131827	5.28460664942801	4.67653438708226	4.40557066769053	5.2349100877076	4.28785430996092	5.43375921450088	5.51944140596823	4.88193208191531	5.4488995596726	4.36529743671048	4.43161984965647	5.19619281234307	5.09201448004787	4.91484668636502
100132341	5.12270132473862	5.01785721694489	5.63058391348322	5.27051823615694	5.3832286286257	5.30420028390538	5.54098373088879	5.44037857684531	5.44609067037687	5.05074574039214	5.78901686728927	5.62768489011941	5.3515760585474	5.75092884266743
100132386	5.42576977722329	5.31681462044644	5.50814900138284	5.03174672944626	4.9874490719892	5.59506563127389	5.36324262087246	5.22394057333402	5.63668552606565	5.54657903468559	5.51852983686969	5.14520718077876	5.08253160836787	5.03815741099987
100132476	2.81768052459534	2.23118580653617	2.6371196673959	2.82296239059102	2.40497211188014	2.33954915147551	2.72633906704464	3.12231383287157	3.11418044425194	2.61549043350759	2.53360712492377	2.67697574108804	2.68621877230803	2.76259105824222
100132911	5.59691920957039	5.04487288925401	5.14995439320872	5.38710422459752	4.84833011960986	5.17470519938098	5.15781407900885	4.65910712066508	5.11888414535195	5.52270476181721	5.40719088867801	4.77982744052819	5.07733802187657	5.08670535796391
10014	6.65971526574947	6.64755553005387	6.64722531418735	6.12294168465262	5.82543354941211	5.88634104634013	6.3085492101127	7.04673428880226	6.58827676488872	6.47742766319622	6.35224544530846	6.48726472015777	6.23144073248638	6.64905540749498
100141515	5.09540287388778	5.21904175064213	5.49285423879847	5.20997042808222	6.04713510065644	5.47531817465655	5.30613839029534	6.03248146757879	5.65637119990942	6.01036266230375	4.9300838603933	5.34430056914915	5.67928326313686	5.90317248924629
100144596	4.44656176561311	4.22444646335854	4.47581417383796	4.50830573148635	4.35431869774607	3.79907672231331	3.88799536254751	4.67063648279076	3.86242199843269	4.70645313051512	4.30193052159254	4.22434673717785	4.41635058865338	4.0218689358366
10015	8.25338565428295	8.00091057509657	8.26349449423974	8.10635963794859	8.09410391265682	8.32726007688526	7.93219199172766	7.90508042392252	7.84192220818615	7.66136841278951	7.88512688035005	8.0448601573713	8.09433993781762	8.2055808658196
10016	7.18382369391206	7.7655253834819	7.49380399563385	8.02164681348859	7.68841892200253	7.71878473937586	7.64732564074882	7.67584592771939	7.85290285412213	7.08808911611727	7.27195886100583	8.00161225244351	7.67901232972314	7.46665840047207
100169989	3.50445079794731	3.20987882440909	3.0889804306937	3.63980207480227	3.40723532172414	3.36164783231567	3.7287368291243	3.91375494330714	3.52927354853268	3.90000343631225	3.34101415952081	3.35796578684428	3.8892652142412	3.34341686605465
10017	3.61359154190589	3.67437688956097	3.71199160280443	3.657002226437	3.78462377253801	3.51436037675347	3.54021955912267	3.71782133758608	3.749297050091	4.11851367469504	3.97400477682526	3.65450333604415	3.64385093044348	3.56709183057081
100170841	5.17738176688406	5.45156299642621	4.86937779626881	5.59472212766665	5.18624394596338	5.04392014609984	5.23918359980709	5.60559085325288	5.41734791395719	5.28285355598698	5.03494042924248	5.86334642550849	5.51927950480015	5.28588431894571
10018	6.03825400291401	6.10659453667615	6.36165425302408	5.69131901660274	5.79092650077149	5.63231305329538	5.77283520312629	5.88020228091234	5.71486316202235	5.90170408265903	5.87377864240959	5.76230305571062	5.68436013832987	5.51194215054533
100188893	8.16526927683354	8.5182575247214	7.47547835525913	8.57211166573877	8.53016848420291	8.18571886784874	8.02552968922668	8.28392502819077	8.49868359722378	8.21741492441933	8.59944685805369	7.78540420805188	7.91807314100095	7.97378662782554
10019	6.24369074519349	6.30339121621456	6.33622206144933	6.125488947635	5.71100890142501	6.23798588619133	6.01170807058676	6.05509788465866	5.87756049218306	6.2356668626701	5.61265487950131	6.22020080767175	6.48400654685045	6.67692074059293
100190938	4.16070547289114	4.61550403997341	4.56939691950265	4.24786608628396	4.60110705838196	4.61119053803078	4.82123081742126	4.27002799093959	5.04808143373223	4.36147189747699	4.45205745209767	4.21860798537011	4.73904472331026	4.45166024037333
100190939	6.10993191417333	6.11786226651925	6.34149281501086	5.59982573359073	5.04603802279149	5.11317632657664	5.89435471840263	5.53274515344465	5.82071828114328	5.7593452106029	5.29536077451931	5.9903879929981	5.71768074721923	5.55001118396858
1002	4.5883769021625	4.39985599015403	4.48914251936861	4.73863265882297	4.2833085485837	4.40377913370171	4.55069804616288	4.39069741561952	4.45838479862253	4.98621006720045	4.54700650388177	4.63464896848574	4.36342123118763	4.65234631743483
10020	6.85139956605987	6.55354143623611	6.59650475662573	6.27641623611227	6.80498827409284	6.15377855301975	6.59258865583051	6.55023439731529	7.53854341444473	6.1873396768567	5.77176143447751	5.66872996917198	6.94378592235442	6.69842622336913
10021	5.22783823081534	4.93083859961379	5.20658588017219	5.42676622675966	4.79695886197958	4.86602159932102	4.9556318518574	5.17633789064761	5.20544141890881	5.25236487488739	5.12068529130457	4.67481852459733	5.08506236945906	5.03784009392888
10022	3.41436079577632	3.01165075129052	3.24145183197651	2.94981879812811	3.40758710720492	2.7950246321196	3.09023015301164	3.36418333497797	3.15229832380759	3.13476614102571	3.21525246459407	3.17828014532037	3.19581232810227	3.11532600453389
10023	4.44650967193183	4.03088079188832	4.63411501122126	4.22942679652574	3.90535643569525	4.46858349829893	4.10650333283063	4.43486030833764	4.14300207044355	4.7356377245326	3.84771266953182	4.50391196456997	4.47354501921175	3.9410792065473
10024	5.70774607445951	5.78780458734066	5.69141022541148	6.07270581874905	5.76282664259671	5.46076345447128	5.61544579302004	5.90681772514954	5.93824184485517	5.7581915699195	6.13547427092377	5.64310078248494	5.51781705923819	6.10117884923801
10025	6.33763128694507	6.71200624531297	6.48289708483719	6.84780188369895	6.62613192542057	6.9513347014257	6.69392289350036	6.39088022933649	6.34914115515216	6.75653893277987	6.48991960643788	7.06602305987592	6.59269739095014	6.81466652708749
10026	5.47405348945631	5.61405731860277	5.48301919863407	5.69061881380969	5.90079688339494	5.83366455221228	6.33963950138827	5.1604939547363	5.78837942501471	6.16323722076334	6.19743685516418	5.15468252023391	5.10476399109965	4.93237156627271
100272147	7.18302168066354	6.84016078828754	6.96835520093524	7.04421077855021	7.13649782151337	7.59410581780663	7.05266131272846	7.23498985214961	6.95531082930057	7.49188693505694	7.32268665865679	6.93797651030318	7.18795372090747	7.64362335530855
100287290	3.3040257707028	3.34334227873093	3.50769538115513	3.38454328872612	3.43284179407468	3.06902115579109	3.34454431660775	3.5568204407353	3.60587280552326	3.51898508510576	3.58298932536679	3.07549039746696	3.3681045341713	3.43411404721853
100287569	4.3858646821518	4.07176174696254	4.40085798060104	4.28629573166762	4.37851205430356	4.32330730758455	4.52767206568275	4.3858646821518	4.37093726585584	4.30784044087045	4.55467017547109	4.10974037041931	4.39570873962531	4.4847754436395
100287902	5.25173758925968	4.89457388128915	5.23465186748714	5.06633128332185	4.88056313668274	4.75701763978185	4.98389467060209	5.58641548875373	4.79301563882631	5.21082635575722	5.31703405517259	5.07331228961021	4.98921826218843	5.12162803685642
100287932	8.0326361061698	8.42160183160359	7.56404328137821	8.51931491410248	8.32415645504154	7.87208030154334	8.31738833577162	8.19657742615555	8.57792812060623	7.75613239051367	8.2842742060728	8.11545368997813	8.16168366723754	7.69970032008166
100288413	6.66460828477514	6.54062029244739	5.15552523385645	6.37560601544571	7.12875186458396	6.13508569970857	6.98085016767435	7.02798379129188	6.40256084577372	6.45857095281667	7.77058785834338	6.64316199267059	5.76743642378281	6.37227374534434
100289635	4.88962352276395	5.8701600305754	5.14803666831026	4.73246900523354	5.12009001719334	6.29790269816956	5.21984301492583	5.51651251367094	5.62511356637187	5.06314391288837	5.17554492992427	5.70676056954058	5.5949263080847	5.23111213152654
100289678	6.23352115388402	6.21828559796595	5.9924002216959	6.12454240136145	5.89069907076827	6.23411042716145	5.92064161492222	6.01937987541829	5.80739506866835	5.99437923745954	5.77316047357119	6.05251501673832	6.4140223210036	6.02754322233801
1003	6.94257550877802	6.82117653421987	6.50309428982662	5.95414040519472	6.33497990375642	7.3516607525823	6.02741124535276	5.31446447632606	5.91331751341055	6.07067978549271	6.8447788681301	7.21632860707516	6.10828034031529	6.02463896560471
100303728	5.18828404176172	5.07597596420062	5.05959035527117	5.43977989548719	4.54450211296539	4.6977279832965	5.19269459561106	5.06481329742102	4.95749595774449	5.45057703998449	5.24760949272858	4.81685099643835	4.85344868537993	4.94572023190458
100316904	5.5393596340454	5.57650828098757	5.69553797047585	5.27859021997956	5.29703786361777	5.29883155675937	5.20194944359651	5.36906096868623	5.85269042458975	5.67400991799715	5.39893403702469	5.35742406047091	5.50364358885406	5.36260167986489
10036	5.67819558760974	5.91533089959307	5.21734671477526	5.97648888975868	5.85642992637072	5.42930512866488	5.76942209136563	5.7389595503092	5.75662522934558	5.84360129863286	6.13698758275373	6.01950227055633	5.34280757909737	5.85344710586158
10038	6.56810855675652	6.5232058082792	6.35305452861538	6.8012211684952	6.63843605998107	6.53709944394214	6.61038355718362	6.29122407066014	6.80480132763491	6.7653584616545	6.85273954507749	6.40344976631527	6.31491829877467	6.58654727490159
10039	4.50733884405754	5.0364015662234	4.68014217695401	5.69814373865464	5.56812415069828	5.13370815600164	5.16008730565515	4.46140013187734	4.86963125723309	4.50161939628083	5.1730293877678	4.8634855045392	5.79888224631434	5.17350299838148
1004	3.6655731286439	3.81704888054107	3.79471224038694	3.86259567951825	4.03175374270182	3.74865858517858	3.79460028020795	3.93477790129602	3.94228210424996	3.96109807992912	4.24555879228493	3.89683734021697	3.94665271676182	3.56975988320757
10040	4.84683967936955	4.39114868881626	4.52210424470443	4.8741193778006	4.90382992253962	4.71404494072771	4.97439409010326	5.02431791032991	5.39419564765523	4.91074854080387	4.68965136190399	4.66071575906612	4.52202449482008	4.59518040427012
10042	6.81029133745204	6.90549934326846	6.81418507588691	7.33202584369899	6.70528974947544	6.99711499878293	7.26543128341908	6.75745228297227	6.97068428631988	7.05200298724459	7.2491117063019	6.8808542718232	6.60058336609937	7.03353226331669
10043	7.19411030700555	7.03067440340667	7.31655330443015	6.81696191332831	6.83520378081166	6.5535625689535	6.96464737868362	7.11756401545536	6.52226891448876	6.69273651146591	6.74574597987826	7.29369865189173	7.01671437632938	7.35601269712391
10044	5.15280974723459	5.27444092217912	4.9198824392464	4.76319334396977	5.38541596190093	5.51203043815371	5.04262207593168	5.10465189690292	5.01430252158836	4.99998830920467	4.67183694986475	5.11613832498109	5.18487473289996	5.47787802139542
10045	5.60595143439504	5.47809667355025	4.66942740138387	5.60546694075551	5.06364269592584	5.39200010263767	5.60593423205754	6.04122479071516	4.96517343833682	5.56051303308463	5.95134711381649	5.19047523522579	4.98852412355935	5.63423544586374
10046	4.95333993242113	5.24288488587207	4.81429517891824	5.15816968320976	5.54803106843783	5.17765668454854	5.3048285801627	4.98554583141118	4.44366567531959	6.02665254739056	5.13843860522047	6.0362818641998	5.21342280971489	4.67715246379986
10047	4.19429205502892	3.83389232950935	3.89840176964436	4.16213419145623	3.76465433101752	3.6205756019691	3.59904841669043	4.05511087178714	4.06287457293051	4.04643724979913	4.20795125202532	4.03548565105114	3.66916370145469	3.82748756243511
10048	7.62733775936132	7.26992382343764	7.06932008834096	7.12510354111189	7.2189032591529	7.43105068485458	7.32067836868498	7.16944504866545	7.3960117122748	6.82107993384474	7.24727062351934	7.60314974947735	7.36516146199668	7.14428531968048
10049	6.3721845651826	6.80036080034324	6.67879986384154	6.85493554782663	7.3721665148872	7.01343074621084	7.11133191370335	6.75311628452355	7.06305911180585	6.8158705087378	6.65803580750703	7.39920867272508	6.6408040115091	6.76488090603593
1005	3.2324947427325	3.53930639686923	3.68537216461854	3.78809371448362	3.38155357968685	3.17910416043922	3.64232169176318	3.53624988299224	3.41443311136313	3.4308802572823	3.56870446524567	3.42612068949541	3.8726796783009	3.33691292660483
10050	3.77140924931121	3.5278240548802	3.41978085002846	3.56737953542138	3.21203811152524	3.17003352536323	3.22357146574569	3.67717038315354	3.41209117136298	3.75081796495505	3.55926972744218	3.28808433822083	3.19303262474842	3.51426736500045
100505501	4.7854589287892	4.66760117991656	5.10632968262077	4.64012882529548	4.41499869656052	5.01795979629251	4.88740686589492	4.86584346710024	4.60350150710287	4.72950880177764	4.52729773670591	4.69424244315765	4.65308108419095	5.08981068560327
100505549	5.32706349335583	5.78122346815106	5.56342117183587	5.27925287038233	5.1590731479544	5.67949657173874	5.78034881113662	5.48485214007116	5.88879721046515	5.51972285950818	5.52552515320496	5.86250563658236	5.08010972196524	5.27388585090959
100505741	2.82357575506957	2.98299707113567	2.82009855259618	3.08545083784976	3.16138431550779	2.85352335381886	3.0503665400119	2.68431253707522	2.81630681783695	2.92224380431322	2.81169093529829	3.25042893897978	2.7281007032778	3.22973238790375
100505879	3.8810676330772	3.537136999385	3.81210073834636	3.86556418184068	3.80711788139933	3.86987238933919	4.11938583988372	3.9253775300294	3.95529825123957	3.98594334338626	4.04111249587746	3.98545285302163	3.89790586456371	3.87880307211041
100505929	2.53526475445699	2.53476294163417	2.71420130954533	2.38233464293985	2.32671170816965	2.22445848966477	2.34957640011371	2.05774160980102	2.2955000343574	2.41182709867836	2.82525773316007	2.34479124587991	2.235270162228	2.31811497273446
100506144	6.8216544450388	6.64088860221197	7.10391936231272	7.05783865329744	7.16340700406009	7.24258417832503	6.32129616145958	6.57132427601082	6.78616496105925	6.00270153002176	7.06509232173211	6.68631747710592	7.22139180202715	6.70272248590539
100506237	4.30037644264867	4.47255653372771	4.77455922831146	4.93414550622226	4.19683369619276	4.34043404213991	4.41710694546281	4.48729843329678	4.68587703282874	4.68140160108477	4.57229284815594	4.12695986547921	4.52608486908014	4.57550567400424
100506358	6.30176439370859	6.21384081902106	5.59333720001309	5.54509264047289	5.54273932866042	5.4480288730851	6.37792531815803	7.72410630139461	3.13355472228733	5.61074998940745	6.10465073461338	6.0477983993716	5.11610041929635	7.06496329382926
100506409	3.84649945147921	3.45169771066762	4.09907998932183	3.65839672144564	3.08254068854703	3.63498705960506	3.63646221817789	3.46311689988134	3.17732369665924	3.11504429575786	3.59383465328927	3.73475528072011	3.78292212420528	3.80421381183004
100506504	5.06390223278364	5.2486316777519	5.02086217985498	5.28035828794814	4.7887012867481	4.84373417424415	4.64063475325563	5.28071414716184	5.22968316688561	5.27278136392063	5.27003176198657	5.01011629392476	5.25034221037653	4.67357115487175
