GSM880866_1UNT_PP0903_HG.U133_Plus_2_.CEL	GSM880867_1APL_PP0909_HG.U133_Plus_2_.CEL	GSM880868_2UNT_PP0907_HG.U133_Plus_2_.CEL	GSM880869_2APL_PP0912_HG.U133_Plus_2_.CEL	GSM880870_3UNT_PP0901_HG.U133_Plus_2_.CEL	GSM880871_3APL_PP0905_HG.U133_Plus_2_.CEL
100132570	3.90547237741446	3.96434180660431	3.85315979106354	4.4927390997162	4.03340319462968	4.17507008141408
100132596	3.32361310745812	3.44444171365912	2.88132613302162	3.31146584419687	3.52747197845373	3.47432897478311
100132618	3.12292997198114	3.69393913058177	3.37884998048135	3.79729415276086	3.70693610350007	3.4916845589284
100132677	3.79033126343599	3.37854108800226	3.6185774214013	4.00011688137282	3.51196032335215	3.89020204581802
100132686	3.83520903299852	4.01709398888331	4.15652519987242	3.9914929480484	3.91903380992918	3.77991972355764
100132707	4.16404766800064	3.91830287326333	3.99573494601182	4.42232241275991	4.29828199217724	4.10649912228291
100132735	4.89311070812848	4.58421184375591	5.53368223497237	4.57639776867362	4.30222423765107	4.94612433281662
100132815	5.07003532141609	4.98993727376246	4.80648532587267	4.66441816238428	4.6587186750053	5.22228294892397
100132891	3.24428228898569	3.99286222432504	5.36125134548717	3.41909080016362	4.38687888889191	4.05326169367942
100132911	4.31486689722487	4.30724071581565	4.06502994816851	4.57578214286841	4.66982486148411	4.34106444878719
100132987	3.53263692324901	3.42466021748049	3.57008208540176	3.36671725571894	3.55275400901895	3.39184400262875
100133205	2.95539365438199	2.99992757010921	2.99203219653689	3.39548526683932	2.98827345697515	3.09928746671369
100133308	2.82785273087467	2.87964076260975	2.90263367329978	3.02377646278477	2.9219903984353	2.95675169239849
100133311	3.27749453581818	3.52987606424599	3.40942926329259	3.50560010500388	3.23584807225697	3.53629030364104
100133319	2.70534053994334	2.84106725165904	2.67398600246869	2.96304696649894	2.96275937548573	2.71644473189335
100133461	5.02698727925497	4.98827836824978	4.8898182422372	5.14099671666612	5.34499886958034	5.27135424924119
100133612	6.79127596462694	6.64322372426189	6.32950640862199	6.58482110802329	7.07251040971507	6.73444410660552
100133941	11.4880339931227	11.1182329647719	11.408311099184	11.2487283202643	10.945492117189	11.6807156953076
100133985	3.63221142713481	3.7626269771556	3.76610945496996	3.57457192103058	4.0929281980103	3.77237835065639
100133991	3.78586963168028	4.25546131283408	3.78458398581293	4.47452553656325	4.21678381494486	4.1678551176581
100134040	3.29663294363202	3.02234509900685	2.84896731561796	3.64591308702213	3.30851457071089	2.61297777005536
100134229	4.7045395802371	5.13515561690755	4.8576052358036	4.77957570829159	5.10161088568268	5.12051860467841
100134259	5.37156625552358	5.6850532231677	5.38381688256544	6.93592396112076	4.86480862302871	4.93730373751793
100134368	3.75468807347846	3.66570745811904	3.51521370663637	4.12018224444172	3.9701593148208	3.73368374109741
100134713	5.32679339536871	5.28612224215991	5.48182606193276	5.60862475040897	5.25123214555001	5.40692312666936
100137047	5.55242836731661	5.43966701577774	5.65076811982843	5.73882501022111	5.47870452589898	5.5434617036775
10013	6.13690872163384	6.06268824168148	5.95142469577936	6.2324959619439	6.02906392860186	5.86447083873131
100141515	7.39500880238369	6.75723231300906	5.80299217253747	4.6230440216537	7.70035342952814	6.69196443253326
100144596	4.10975516632279	4.58421184375591	4.35328219525397	4.44659488625808	4.93312816760469	3.91798284026564
100144597	4.28496098750602	4.29746952845301	4.04930151591709	4.39463667416836	4.61647113412781	4.06120863156576
100144602	4.05105533908268	4.13701159626296	4.11298949877152	4.19775660076007	4.4836234988622	4.34679756317749
100144603	5.07318800822624	4.84376730131365	4.82253292091289	5.16600329767971	4.51154038917221	4.62677658933315
100144604	4.80691880642077	4.81051501790056	4.78706100921649	4.88740386822765	4.82240341813298	4.99609651403074
100144748	4.43250021839286	4.30482661330304	4.32430764995502	4.86032310015358	4.76046698094617	4.54235960085029
100147773	3.19454717664422	3.57586913159085	3.30195928214922	3.18582453452483	3.76408311427429	3.26616518977952
10014	6.57664130582058	6.37731815959973	6.49942029142825	6.43497699411628	6.49472516632737	6.54763229107017
10015	9.37033388692815	9.31347994699296	9.28819140871817	9.20655359518559	9.09219325404882	9.18447219151299
100169752	2.89093423384753	2.89667430586997	3.12944429422149	2.91854910663746	3.1811533603237	2.88268721216361
100169890	7.7786819454354	7.23662315136706	8.00469187307203	7.13636948061576	7.39326340794241	7.31648727256802
100169989	3.64757468561402	4.13395584362051	3.66053858110792	3.64543374080735	4.14352419516577	3.81318329970479
10016	9.34951380225809	9.53655110618185	9.82069098531868	9.17802614923752	9.01607717340084	9.68971057432158
100170229	3.5018568683533	3.48890402220572	3.51521370663637	3.64330267879957	3.63726297497705	3.29262161107872
100170765	3.27015750711989	3.31042652417397	3.29708764718868	3.27695434665519	3.83720260740896	3.31496842466323
100170841	6.75111981264022	6.95792496248827	7.26279333770498	6.52876523183111	6.74843433570744	6.86760614189497
10017	3.55551210422812	3.61683674551683	3.62534720165046	3.88060438001278	3.99605592047629	3.7010801182687
100188893	11.2502284556294	11.2180831759234	11.141536540611	11.6112186619133	11.39079585115	11.5530807964147
100188953	4.01094751193753	4.00352030622262	4.17545259950613	4.11608868803625	4.36756117511307	4.08399882569818
100189589	2.59221409766569	2.82902890920903	2.75040998143886	2.9428238306501	2.71781632577527	2.81884591231503
10018	6.80663475638554	6.88905300236543	6.92631082342935	6.97959773649082	6.99294649338764	6.90363388074199
100190938	3.7106924901323	4.08322943630579	3.4085864943928	3.71120739630001	3.59378120285719	4.48383419818977
100190939	5.51018539683756	5.59532079138003	5.73378980456203	5.38088486871216	5.61647621434291	5.64763882056338
100192378	2.83612215248559	2.86327574285141	2.95594016985038	2.78546498859852	2.86262128335317	2.709086411273
100192379	4.64880683026655	5.01189095259428	5.81373918615199	4.06501431137407	3.93551573433586	4.96437962178629
100192386	3.30988364951042	3.53090839050135	3.28021619462588	3.33603266775456	3.46817784350532	3.6629349569917
10019	8.93904098534016	8.7233340662663	8.42835979750823	7.74903259084113	8.4456531599571	8.04523668266256
1001	6.45230276944277	6.31727670874092	6.96184806524117	6.13449042408179	6.21981615664212	6.39027644697746
10020	8.48955752129276	8.66072557174036	7.77121990874668	7.84309681079718	8.13301287219873	9.07564081997069
100216337	2.91029865629794	3.07478143099471	2.99293889139666	2.81640925134303	3.12031509227703	3.11628728618481
100216545	5.36670009082288	5.21230275752895	5.12609721307025	5.20533501582723	5.10526409306041	5.2373054886627
100216546	3.98935024295408	4.31296751888679	4.05908023795726	3.99771677322612	4.53496795785091	4.32076496261763
10021	4.10672691099943	4.14627712104764	3.80268439805619	4.17611249059946	4.28639847600127	4.24709853716298
10022	3.41736221189444	3.45502493771572	3.44682093778271	3.46412174445453	3.42645901863326	3.43466301856626
