GSM180446.CEL	GSM180432.CEL	GSM180443.CEL	GSM180078.CEL	GSM180445.CEL	GSM180448.CEL	GSM180449.CEL	GSM180067.CEL	GSM180439.CEL	GSM180447.CEL
CDO1	10.8099838599138	10.4379012903465	11.3880961184926	11.0363336341169	10.6819816489222	11.4499161085933	11.4734058242001	11.557990361729	11.3613262430419	11.1995747880572
CITED2	8.59947004078046	9.08944890443606	9.04168318092576	8.99425155421077	9.07952592755515	8.4428768478646	9.57586448100929	8.34785649639339	8.82053661719278	8.4641957277938
SEMA3A	4.36631332147276	4.00520671321441	4.94473340764953	4.5872873444403	4.85090529832734	4.12318942670273	4.84103070714513	4.21721308789705	4.21343271940594	4.19559329523545
MYCNUT	5.49723716560274	5.87284179448555	5.50530734682228	5.46385548914459	5.81178002622459	5.61212435904524	5.41108858333835	5.40073824097718	6.11122917769325	5.2082608670168
TUBA1B	12.8514450287777	12.8855592309044	12.817224622786	12.8247529617575	12.9138525484919	12.7661310080178	13.1477569331051	12.9905110461217	12.8041597620754	13.0608649392721
IRF9	8.87992116163906	8.72052477413271	9.12003161188918	8.62665313906415	8.59661239496498	8.21244920783604	9.06642317754548	8.62188532836888	8.89053563887404	8.52812914659395
BPNT1	6.88880050580903	6.68480487475238	6.23184999376819	6.83035012991753	6.61784814942891	7.04554211743096	7.23426093583155	6.81094057514856	7.3085018225687	6.82486837045242
TUBB3	8.94981437568675	8.60845552335325	9.24278197617444	8.37217937198839	9.04486376191172	8.38135731564953	8.37416383288361	8.45097400063296	8.58887381486193	8.09140866449379
TUBB4A	4.99243771046199	4.66984265858481	4.98089049717347	4.66918352398114	4.61866672605528	4.69706906777076	4.65382644723344	4.88280949010941	4.85019415537322	4.91042602644581
TUBB4B	10.7931177267853	11.2394747082382	11.2149990474778	11.0756668963439	10.9315475061927	10.7585836045656	11.2552307225601	11.0259994410281	10.6896857157092	10.9725405738262
BTN3A3	6.87838848202019	6.34254148832107	7.11982524089918	7.01781830899502	7.34491823178599	6.91961874997622	7.193956971111	6.88757511634277	7.46347982184137	6.36315379941341
BTN2A2	5.45930107360681	5.37324837719522	5.32281879930428	5.21261912158641	5.41303746915141	5.40349704398527	5.64195292536803	5.41877456827533	5.62268131114904	5.41164715819684
SYCP2	4.31678393655058	4.01902026397181	3.88259373768738	4.06656145171776	4.62541417214512	4.23631009051399	4.4049264993658	4.15930774729074	4.19797606240481	4.19797606240481
SCML2	5.99263829721615	6.90410624404617	6.38644875062284	7.06050366279928	6.22705910827315	7.06453981390607	5.88688172313107	6.14979251220688	6.21422894538084	6.25142554436627
CDR1	3.31034825699457	3.39099421809841	3.60439920459149	3.47290666172783	3.22409659862066	3.30885055007414	3.29939772917797	3.45001542105398	3.38347563361612	3.27142578634787
CEPT1	7.30742855248236	7.83857779915433	6.67599832558578	7.69001425753626	7.6760430075427	8.25060536828529	7.30226236644978	7.41149841484648	7.86193882571859	7.55988485892476
CORO2B	5.83682551908938	5.88019195870858	6.88839684182793	5.84994602256966	5.71339638900461	5.59961777046754	5.95767025395946	5.4890349214337	5.35366028306087	5.68334754647973
NOD1	7.29910411312378	7.15048250278501	7.5399998768458	6.61286416204977	7.12727113871983	6.49210652194422	7.37402170035543	7.33397953814472	6.67038096312546	6.94848404257586
ANAPC10	6.84218532659063	6.7593206704738	6.86559604949544	6.97089686083021	6.87789660634546	7.30634481134763	7.1324484152358	6.8031166552946	7.03375190180611	6.73231010902623
PRG3	4.04191509545113	4.07084844734433	4.15224576836963	4.18247061066643	4.15780607461871	4.17964687216619	4.0450589638576	4.16084772278408	4.0372016447898	4.280989362805
DLC1	8.15628632626559	7.80683069354184	8.23147295965469	7.91657206639319	8.17098903602279	7.53113223947561	8.4210215317293	8.10980635449828	7.60591880821607	7.69355995235191
ATP8A1	4.77992048013422	4.28736793404249	4.48514693513479	4.85131040012444	5.2936410489124	4.89011031515104	5.42785103350618	4.69116228511625	5.03954965436879	5.13736692641738
NDRG1	10.2778299351142	10.7213918698676	11.0577620299759	10.308111708281	10.875628403506	10.1870340705153	11.5812210210071	10.4445576544968	10.415176676129	10.2101166607889
MYL9	10.1611854081081	10.2082004392422	10.3799709819106	9.89532051163991	9.97361131933447	9.4229950280248	9.6106527772162	9.7963418925166	9.16777559182156	9.54843376241879
RACK1	12.5109597517835	12.4946390651477	12.1781480752278	12.538027717521	12.3041063888007	12.574627886548	12.7847733472362	12.4400087085178	12.4760527584486	12.56111116991
CDR2	7.32031057563942	7.40985206708225	6.95488728958445	7.12728309532768	7.24937496768082	6.79459975264217	7.26654096472516	6.75390683723682	7.25651103761694	7.12824230735115
ADAR	10.9227553100103	10.6576194412179	11.2239669822674	10.8511253264928	11.0075217867952	10.5852038063737	10.7041695053496	11.1360250294049	10.8418079077672	10.9592982603093
PEMT	7.28606282970373	7.40205206670462	7.74856181070951	7.51164562571586	7.44871362030178	6.97226077710594	7.64327208070361	6.97148097244242	7.41273859888838	7.1045052427564
PIAS3	7.17235824270858	7.09438170493677	7.13015478584638	6.80182081617864	7.16888444790975	6.94021788905544	6.93494330036198	7.12991977455477	6.77696911230661	6.78366086705763
ST3GAL6	8.18816928625088	8.26060217645095	7.95239541065945	8.52717250396163	8.70615600653509	8.94463475233857	8.0394206027234	8.58685710547538	8.708660609598	8.30507044216398
NDC80	7.45116984232355	7.27615945170299	6.52812415666153	7.10567999337313	7.41742991983298	7.48051214023659	7.67169059081547	7.40102382284763	7.08410839639607	6.91939808466481
CPQ	7.75326656728291	7.70735617391721	7.90138915675287	7.72132215718464	7.70493340377694	7.91751382018225	8.28692504690705	7.75077989429786	7.74451086157334	7.6322809840025
WFDC2	6.22087680610668	6.61629356616192	6.47686468910027	6.84875474311472	6.35580042085426	6.45712159075061	6.36053723708956	6.23229868262586	6.66644737820289	6.48034278918449
SPAG11B	3.47546158817559	3.6079921332718	3.47096364060666	3.83170597707784	3.43382505845453	3.77622638660702	3.45114857933538	3.45746846505795	3.65342708593139	3.70691726092751
MYCNOS	3.90805989749385	4.10731485646326	4.04844110884468	3.93190871948581	3.92411735819464	3.83177792261181	3.89944613787422	3.9643949102819	4.02682612290792	3.85678499278519
BASP1	11.5652368840962	11.3924564102694	11.8464011397734	11.4813387565392	11.6081470004283	11.6229656875473	11.9219152733882	11.7304694920662	11.5337516103881	11.531778706471
CDS1	8.6728086838481	8.85819160219088	8.25257106452205	9.09605667127217	8.68273275458309	9.25134297341554	8.73908000043889	9.05878819977176	9.20262638559812	9.22836886077003
RAPGEF3	6.6058125514739	7.03757549812227	6.93607333784199	6.4631847910585	6.99289615443102	6.6016068160893	6.11739025949649	6.61680876151211	6.57068383431066	6.60740762743577
YAP1	9.07034462084649	8.90355156233603	8.50557544506617	9.13520713123603	9.01883566343338	9.18421587876402	9.28190550962777	9.11778336999497	9.06485868472258	9.12354999201286
SNAI1P1	4.32048480599719	4.38872340644435	4.64830534303361	4.29837447614445	4.30068854507747	4.61858225386243	4.247172090497	4.36071205952305	4.30116970826773	4.59053841488017
SPON2	8.6507873376004	8.41382272030488	9.8172800010762	9.03755797270706	8.90942054983443	7.1218166287951	8.54163232146268	8.13570558724712	8.01612273570757	8.55138826912661
SPON1	6.8888793708265	5.64935402632006	6.27776324530047	5.62742680611211	5.68169440503797	6.29982164217702	6.27221957663624	5.94009669379603	5.4658723951303	5.66268092876901
PRMT5	7.93980984905709	8.24830822994397	8.1793499849258	8.38907851019752	8.01000488416823	8.23254738920361	8.2448797095718	8.16633974877968	8.15769875664671	8.23580604152469
CDSN	5.57999516352246	5.96345973324286	5.45929766218209	5.58229311008011	5.29927437168597	5.82100364344994	5.55799879515314	5.51563432315685	5.55669051143536	5.66146627935979
TESK2	7.19295700400893	7.51890411812455	7.31689803913942	7.53367653651075	7.53060593341433	7.72773292991485	7.11546834153229	7.52075743435439	7.6483917614319	7.41388841563681
CD2BP2	8.15299477691664	8.2494579798448	8.33599904327134	8.15743956031878	8.28045574189701	8.1296204241886	8.01344455318655	8.24786993270166	8.18803342134064	8.35858083409931
UBAC1	9.12802625457757	9.28881715149959	9.2702879832002	9.10085772429243	8.85372373712476	9.32984854973572	9.48928250125153	9.33905908419711	9.30190488471471	9.42055896049103
CDIPT	10.8144065140032	10.8904384312859	10.0535601297141	10.831099330328	10.9510266743105	10.7476129556582	10.9047529035761	10.5749694169435	10.765556180616	10.9248765845608
PGRMC2	9.64696125719748	9.64687831364181	8.60635247261015	9.54569280373385	9.54442857717616	9.56399641667041	9.7366505575922	9.06288758792468	9.925668374142	9.38808385554177
ARIH2	7.52523963117956	7.37964412549485	7.50384178312319	7.34619326472901	7.58059141596972	7.26161921038186	7.2476529348532	7.60255050952893	7.53051830054864	7.46403040703121
TUBGCP3	4.35379032685803	4.29000817219523	4.1614655531053	4.51178695849631	4.40177611247859	4.32587785065488	4.45155477479692	4.35494121986163	4.2615900700137	4.31926938865659
SEC24B	9.76330019985764	9.46844046028483	8.20888376621664	9.73498457580611	9.59050497448253	9.89321427049254	9.71391908256494	9.37144308945914	9.77906959928073	9.56952640375651
CFDP1	7.43191250815413	7.64163933402251	7.14043013029896	7.44101631123154	7.47517345416951	7.53062443456696	7.80390302582438	7.33198321130777	7.38808879311103	7.28103646513219
TMEM147	9.63008012965323	9.8856343041639	9.41657434246452	9.79877891824254	9.60443633593391	9.79142807840332	10.0575375949569	9.68045851874561	10.024555192887	9.83282031352502
RBM14	6.71808421385493	6.95199990189691	7.21623686130187	6.71757647716785	6.8033692299607	6.77892321861183	6.49886887666218	6.93888534559753	6.55572030846258	6.7023758517042
LYPLA1	10.6619963630702	10.7363275932887	9.21291549294376	10.8073701253596	10.5407798051102	11.7629103731924	11.0211643711874	10.4664474399677	11.5115465643154	10.6485723111862
LINC00396	3.68573667567744	4.08404748984661	3.70144880916886	3.69350271276028	3.57844500313583	3.59643631211804	3.71135795644656	3.47174408561743	3.75068481229674	3.71593987011581
LINC01525	4.7355972259	4.94310666608818	4.99764878856863	4.76334049047212	4.81970392300897	5.10137985788575	5.04255281450901	4.94198178173519	4.61198340471923	4.74309583156727
CDC42EP2	7.49684990610873	7.40011908527487	7.42949254225368	7.30871455825814	7.39673149295779	7.19712760293762	7.5606386505265	7.44251670529799	7.1088011884202	7.19192071109988
EMG1	8.55770153825896	8.99345971460959	8.46501486458676	8.91241464737708	8.73248114147723	9.31482042532372	8.87107696493894	8.73653897775578	9.07592907735719	8.99786391036576
IFI30	11.6567010100516	11.6897345371343	11.5435875772598	11.9978302135326	12.0090017213885	12.4560833399622	11.8788772907195	11.7134609598008	11.5055200850638	12.1248782719365
C1D	6.6263392009043	6.66309561474468	4.04540848086692	6.42195202192809	6.84455009026148	7.46059908311522	7.07090307464472	5.99062098364386	7.07726950643139	6.72985847677503
OLFM1	4.25540266955022	4.27074313964811	4.29731852858887	4.39578466824758	4.38346072973197	4.28184633275738	4.20230979471382	4.29501195556626	4.27923451695146	4.3287074810393
CD52	5.73453226599308	5.81377274627061	6.89301545424999	5.92160909287866	6.14368364111038	5.73785776091766	7.07158743429009	6.815045700256	6.50982081027657	5.94597672136414
TIMM17A	8.12225898805361	8.14269233227995	7.96584030692607	8.20954891511839	8.0876745896487	8.56955635684786	8.20294321972209	7.98599510682707	8.40060385948083	8.1011380109746
N4BP2L2	7.91532577598273	7.75477197837349	7.65847035751698	7.48894978245993	7.97987987178367	7.55078527011572	7.45498747207576	7.88249976873409	7.86135078477806	7.46168614802426
ZER1	6.52970804176545	6.68543548952731	6.9750600257789	6.67518247214933	6.61350885253136	6.71462238730367	6.60743050189565	6.73097757044627	6.49898260238688	6.64735214247703
MCRS1	7.84134540592642	8.00220319489195	8.44991387293964	8.04804821285831	7.81431087893544	7.98173439356827	7.95769104179948	8.12740353972767	8.04238858382688	7.91280481202564
LRRN2	5.41024140497057	5.72656602887662	5.74717944162054	5.73125512264797	5.24052021343697	5.38580481603783	5.30147962205992	5.52313009295187	5.46234144566746	5.42535108046451
LINC01224	4.42065939517646	4.45037915737259	4.11028010912202	4.30364677217	4.64775733549279	4.36846872504626	4.6455851384174	4.36264748835502	4.57409013652523	4.36555810670064
LINC00508	4.71588657150931	4.14745802034481	4.55868475882341	4.20040347445668	4.1748936492464	4.33264577738853	4.35443846486837	4.57979481502538	4.39385884280123	4.51682834224588
ACAA2	6.73617601668325	6.78234418943304	6.76709102087848	6.82491858660079	6.59575819569506	6.71578826577728	6.62440547744617	6.7918167435491	6.72861875700842	6.67681526644952
CDX1	7.20237464860162	7.20480347262522	7.55492222190442	7.44063272181776	7.24927922808738	7.45156128306735	7.02595910106444	7.33721043834904	7.13069719411609	7.27272894084835
FOXP1-AS1	4.18038831334096	4.00704486690494	4.39497462510508	4.06218687792944	3.93264393267307	4.20827916152877	4.00568154364304	3.99774455614671	4.22525555853278	4.24296607356925
PPIE	6.74572266140275	7.00715407014548	7.2598151142026	7.03209026009227	6.79384564832715	6.96714973440448	6.95622148640884	7.04514478162007	6.94596216907788	6.92910553297517
VAV3	9.04490494446327	9.4091679205788	9.23336083758294	9.75716306159321	9.17926839413507	10.0318491961731	9.28459499299729	9.44501489014603	9.81748144958301	9.65063878412892
TAB1	7.03885237679482	6.99961063962971	7.04031312217938	7.1092369863221	7.05306362514819	7.04843915110618	7.01851651127495	7.36082832700621	6.9467119743225	7.08433995352179
ECI2	8.36148445737241	8.5771663123381	8.77783702658259	8.77298904075969	8.24509080833079	9.22419675822488	8.93408026413741	8.64358681699811	9.09403922093665	9.11680854579691
HAX1	9.42828751961977	9.69670649301265	10.0050652227918	9.59484480233866	9.39669570918234	9.89767659493228	9.56412970693145	9.45523006475503	9.70872373076144	9.48155489938693
GPNMB	10.7816737807814	11.5177688710152	11.2380308109065	12.4751201720114	11.8205347505104	10.6849392420832	11.6618966310303	11.4662572217262	12.5801533886551	11.9974872549457
BAIAP2	6.73899514577723	6.73375902620331	6.92766756651331	6.43174048373121	6.76518113504116	6.41025752660476	6.28286955805135	6.67098371045815	6.54676315501835	6.81039709457639
MAD2L2	7.69065308703544	7.64623390238223	7.97844150021694	8.08661757028643	7.15160655365614	7.92602174595104	7.16065442165901	6.98925600616984	8.08236372929645	7.63618806862308
CDX2	3.9895513423039	4.12254823583238	4.30173965843393	4.06431711974033	4.00678609582782	4.10225906346087	3.97140046539571	4.08208619058735	4.01287728681413	4.21123746814194
TACC3	7.03197692514053	7.04676022151914	7.46864710736127	6.94109935524761	6.90141233993572	6.96006938748631	7.2075406879282	7.2425225420819	6.68834627073714	7.17493883801547
MERTK	7.47419488526325	7.07241060440235	6.89050540501625	6.99478926495121	7.1168692701179	6.86133189117065	7.25786528065479	6.75879127567086	6.45704746634734	6.57917770329606
CLEC10A	5.08206574517178	5.24220241715882	5.64105110978629	5.29716154082764	5.31490224341727	5.04110208115457	5.44061629503464	5.1421139670464	5.59229273654585	5.39880055154396
SLC30A9	6.93941992740134	7.05430757352019	5.27742199255242	6.9602061180122	6.80281500288897	7.32866218764434	7.10333752149914	6.68978018792101	6.94427679635041	6.99738468242331
PIBF1	6.57960428271565	6.67943388437105	5.45139682970879	6.58909826899447	6.51919485249408	6.91515737907901	6.75551898439453	6.0171644722262	6.94699942219802	6.16355544846837
PPIH	3.85327125066827	4.08120281321176	4.03129867050544	4.26137196784604	3.90609157481711	4.13950633317765	4.15336457151211	4.04146937440579	4.10728167280794	4.09410389555175
COG5	7.75385198601711	7.84136955775068	7.79473202581153	7.7085298333034	7.95802570863553	7.71145397611352	7.97991988226154	7.76546103634342	7.88199533228473	7.34706913451685
ZNHIT1	9.29871681129252	9.48070752352309	9.49826895218744	9.4393369900213	9.24511094322323	9.97773918514732	9.71949749602341	9.17443474767585	9.692782175433	9.46176019935845
FST	8.1712048703315	7.3502839759452	7.34873672142094	7.2671865013086	7.32628044881342	7.28826097272914	7.92308694716173	6.87798783979074	7.01969824027256	7.5782102420917
TIMM44	6.99649185358796	7.04692141255185	7.73732027189058	6.99620143721448	6.82427101849374	7.06749544052708	6.98022620480119	7.2270573156776	7.0813780335627	7.12966501247642
CDX4	4.71353035665376	4.94768671628961	4.82300538688115	4.78657431437088	4.63608875090789	4.48431045726182	4.42364516263761	4.65689015196384	4.87785376834045	4.72058094818835
PFDN6	7.63826485344896	7.72856957851576	7.90852668827185	7.65258852388295	7.66230073632159	7.58169989811714	7.96098239562248	7.80857637461	7.93432266356747	7.18907937030309
ZBTB18	5.8995261978938	5.56906555892215	5.76358001458019	5.84856725314846	5.98884771390497	5.5459948858606	5.96874733834897	5.73934784848987	5.82684311741512	5.76448894969802
HMGN4	9.53192300373844	9.64297987621917	8.67955082980856	9.36327291020618	9.39987669834419	9.82915968087199	9.67517091625541	9.1961812422175	9.79974328977377	9.27343277739043
TADA3	6.46654504127071	6.34560810458502	6.79527087267425	6.47326445380967	6.42075277449802	6.50906029848876	6.56259567351224	6.60274154932549	6.36736445039065	6.53137069449729
TRIM38	7.64010880339287	7.42986239423487	7.79733276005871	7.45799620127585	7.56665038850658	7.30716660629338	7.55872391989108	7.68170514255224	7.69984633940282	7.55744001246724
SLC25A17	6.77784778634417	6.77062677942512	6.1572342397669	6.8862956959421	6.54443721217805	6.91465767640569	6.88233701574931	6.70503007851247	7.12120711309333	6.78583338172879
KCNMB2-AS1	3.87780417625818	3.87039554279967	3.76470875535552	3.6965278443935	3.61438200415105	3.72979122241414	3.55822326734062	3.55654587453372	3.68301902623436	3.52366870211431
SLC9A6	7.86519440781385	7.57294279467349	7.34591597934264	7.65780062177608	7.89991565097114	7.87616378802262	7.93493027482166	7.67269270981569	7.7324515562691	7.81875448912032
CLGN	3.35314692869502	3.34244328321181	3.28893892853445	3.48044704918754	2.95999791229754	3.12992652632849	3.46310282063239	3.28975851408885	3.43024187713649	3.29436015551432
EIF3M	9.56448540247003	9.86126906834031	9.09786549747944	9.81891658727657	9.56874463765422	10.0428178633521	9.92745880723055	9.75471709866273	10.0700320387579	9.88015884623277
HOXB13	4.8858130018667	4.87103106448948	5.20975865574817	4.79736986043307	4.90681998785874	4.88897792485463	4.89387328897503	4.97233876374524	4.89449566009068	4.93654625162286
NXF1	10.6178868612656	10.7199002386942	11.3575397038857	10.4454387514997	10.9534677479819	10.1714330080211	10.1398632526619	10.8353065916175	10.392312414296	10.6314357787963
SEC23B	7.72273380919946	7.68970059382504	7.03878582836157	7.7654298214817	7.55675428553592	7.90611354381336	7.78828754334437	7.54844518112336	7.7435132069867	7.69827030579863
SEC23A	7.92576929008505	7.79325334475554	7.58976007412348	7.91823816494944	7.81881356541103	7.96632996266121	8.10823061242766	7.49116336557809	7.97022421951183	7.70735012978373
C1orf61	5.79077422144702	5.90965025345399	6.2954957974225	5.67588430079843	5.64300670593457	5.82289050952881	5.66186295180731	5.86655557452488	5.9406721557213	5.80231292318718
CAP2	9.10131640543964	9.17615408318775	8.57369643478446	9.52688631816574	8.98020988390953	9.7868444957297	8.06758958165271	9.0374267291135	9.61527851279428	9.43698381414719
CAP1	10.9545240581708	11.1567919275574	11.011547001296	11.0887104280739	11.0175887411478	11.1284268181462	11.1875883591477	11.0409518870661	11.028371371286	11.0240541071555
CREB3	8.24394043041765	8.56441595628112	8.42909777299128	8.61493810285937	8.30143735235958	8.82344162928104	8.47588371063073	8.38655203550739	8.79132034115601	8.53006470236349
LRRC41	8.03165699536561	7.91828803154274	8.38399775749216	8.35955679711336	7.84817603866772	8.03536898793132	7.7852760421111	8.18368479115371	7.9564358195635	8.0775274400223
CEACAM5	4.62388932688583	4.59919451403659	4.68012752014994	4.49381887183632	4.60147874021838	4.21019469997706	4.68825200620871	4.90934636767626	5.10931960222921	5.01808472822212
VTI1B	10.3703216942449	10.5086874771678	10.5330024373066	10.5471734947449	10.3461160250842	10.5716526215192	10.407896685802	10.3398882135577	10.5951813807567	10.3348565825867
CRTAP	7.72743919657678	7.30969149836942	7.730639050507	7.55034362884765	7.37739594242503	7.38657045449329	7.98104677007547	7.41123652326163	7.33018171602527	7.37608170467346
SYNCRIP	8.52390421803403	8.41972597461605	8.27381807136788	8.49504619893642	8.49980824012182	8.45200392629748	8.45057995590397	8.59979592665528	8.3896223444694	8.47553503083443
VAT1	9.63139386227249	9.63325406171052	10.0573064419589	9.4412144824587	9.69882231807741	9.07106222677981	9.81580225210698	9.57224101761425	9.10873561474077	9.16342096357119
STK25	7.75181694032131	7.91788212948282	7.64277149128798	7.77276191136135	7.85595586285616	7.61549087096731	7.96119268873126	7.9260156450007	7.47229695843456	7.83626065436769
ENOX2	6.00751278840382	6.23301206559732	6.02816580609173	6.1657117820075	6.09258109808593	6.08363616704883	6.22119414832011	6.12811524039615	6.15540323900829	6.22736183044947
UNC13B	7.59726352754998	7.47080067706428	7.8222503053899	7.12190471204417	7.41736715781117	7.3631928189503	7.39063708776732	7.76232292674795	7.21517148375314	7.39172643442774
CARM1	8.7816615018317	9.12838480902024	9.2455398647103	8.89281958173298	8.93057630739751	8.83681246847155	8.74168894222282	8.84884619961185	8.78769040156342	8.86150606368212
NCOA2	6.03340051123125	6.01229249051469	6.02444388206396	6.3786651984702	6.15301779689098	6.33249840691443	6.0381397704644	6.18533142695076	6.06414630459378	6.04170996758744
ADARB1	6.71087909659394	6.61617856068452	6.75382102354653	6.11886592163963	6.77236764109479	6.19611668980685	6.43221931479674	6.78323869760366	6.29592753414354	6.25274612657021
SEMA6C	6.69428385620946	6.9372837758514	7.41179577477018	6.9146152440095	6.92856960479774	6.70064462956856	6.78912304160764	6.93943983619471	6.89839902636349	6.78362772165514
SEMA6B	5.71418500833617	5.8715843412046	6.08671736926804	5.88515902942974	5.85702603527614	5.80381181332001	5.70518246796591	5.86839430447561	5.67094640603274	5.87626179741167
SEMA4F	6.0270722781292	5.90871960236695	6.14357954640996	6.09043270056127	6.05413030703741	6.08747097392976	5.82205244285316	5.89531470573503	6.23873020428303	5.77729827382353
SEMA4D	6.19351361965874	6.29210333104876	6.49915770436877	6.44910790501515	6.24271392391682	6.23938072128903	6.24989390443743	6.30800199377378	6.27097835603346	6.56103001977704
SEMA4B	8.92027109506324	9.35862853934191	9.39247315373139	9.45657499438785	9.04053934620727	9.23068727431615	9.15584908940863	9.28526156993698	9.09087471979458	9.3920740104056
CEBPA	9.8778222631352	10.173199433305	10.6369003636601	10.4700109445469	9.49986406647902	10.2336039070202	9.84816920016258	10.1601018484644	9.90336551508752	9.88356727720583
SEMA3C	5.43902394582094	4.98375611312963	5.15216339843665	5.54851989946615	5.49597430303203	5.61324695431079	5.50133829878604	5.11395451116728	5.58134037061862	5.38922490677312
APPBP2	8.5110755457531	8.60901029171078	8.32900405373712	8.62630764215452	8.59621030862056	8.89510223288159	8.18231670375161	8.39361121433396	8.91462272451133	8.57624022671231
MYBBP1A	5.77877736535343	5.53965867608013	6.00628716934138	5.51733176115123	5.8467444301277	5.54599914460338	5.68158864774742	5.64817479113704	5.28049740231806	5.58984881645655
FBLN5	8.81489237112444	8.77373861063257	9.20857352138057	8.79066237152405	8.91852746003355	7.89718158256965	8.85525663627469	8.57935932451062	7.93394509466036	8.18899613158748
CIB2	6.84003491291067	6.75955841959573	7.29954967556737	6.99580148454371	6.5790173880567	6.96288404812866	6.76253046423033	6.94828558652504	6.93298830007857	6.88964593018408
CIB1	8.44794412353044	9.09606581761175	9.52853709741476	9.16089043456775	8.40361915402835	8.92178642066471	8.48496098637924	9.00719834286974	9.22194323393066	8.78440794224347
CEBPB	12.3529871862105	12.6363267377605	12.2750892729728	12.6808124714747	12.5615199531259	12.4877410259582	12.3880652969329	12.3491340534317	12.5241756410342	12.5198389874668
ZNF211	8.27902003363433	8.55900763080708	8.59941092564824	8.181835527691	8.53160910195272	7.9272140259406	7.79924573013948	8.66454083612294	8.46275878375728	8.31443192260375
DDX17	8.4052569396444	7.63480153259401	7.90871122859525	7.5413513134307	7.53532033655266	7.47002165607574	7.17204148510994	7.77633170285672	7.42801356464107	7.52340510945263
BISPR	6.31635871276717	6.31079100410063	6.55524287262076	6.28560760580344	6.98982046408295	6.26686264853717	6.56959704176718	6.33209395025563	6.08610217076525	6.35941550789379
DEAF1	7.28313895649713	7.57654438235364	8.49532900153291	7.73165221796444	7.62966611922083	7.65061961571759	7.70131869814349	7.70281322576862	7.52118084813305	7.28023702446137
CHERP	7.2013048604626	7.21156711751815	7.25078405434131	7.14587499415851	7.3759726998659	7.08821282721246	7.01075524088849	7.25592796709478	7.15169820360949	7.17976531842377
KAT5	8.43343142440156	8.83232363487699	9.251660623902	8.84166320933955	8.52677157167086	8.71137674697975	8.52052678411235	8.92318515534356	8.79567889600252	8.79772941010208
HYOU1	9.36473059999635	9.44365322916877	8.98425461514358	9.69424202510737	9.45623976816311	9.36313269848259	9.27398058184298	9.47493853419521	9.20091438247975	9.5363744988333
IPO8	6.92645272449723	6.98973419524913	7.25806632486226	6.81886386592031	6.97114331426463	6.956172097289	6.90975556819123	7.26908464171199	6.82229058759348	6.98194942721397
LOC105274304	4.44416920949112	4.43255335011826	4.44259072508643	4.27507120835479	4.61414862291503	4.64773251830405	4.41043607764014	4.5928836328667	4.21345711504654	4.44407113832768
IPO7	8.81869448399147	9.10849909575282	8.09508919729785	9.02108865512738	8.94723209784643	9.07498162810115	9.07843826945621	8.91161257152978	9.09001463767684	9.08884890544987
NOP56	8.12038997361009	8.40729683720791	8.78814371606674	8.1313385123645	8.17398376984465	8.1688573842909	8.34777535867846	8.57585007344553	7.88366249438502	8.32080637460922
NEBL	6.86726676993063	7.12758863792051	6.55367478747704	6.90425789722659	7.10800473969024	7.21381497906483	7.0835718842352	7.14928656589344	6.71695121716543	7.01090287171419
CEBPD	11.4769934957728	11.4754864846083	11.4562735403844	10.745146905728	11.473047593102	10.8598743139755	11.6369157043764	11.1339861651368	10.4219127512111	10.9386551831514
PITRM1	8.14621013774293	8.73842244837574	8.69084476017664	8.51030513903262	8.44051380331767	8.36670839685971	8.47184784463705	8.57456507499575	8.17023734320323	8.61293114045396
ATG7	7.04669575344749	6.86081145346107	6.65098317997534	6.87122953428569	6.81587642983868	6.96363402414743	6.85757539977574	6.52664928272261	6.89170419286307	6.88856482547059
SSSCA1	7.61989051332255	7.83429570000216	7.9227886676041	7.90880860610391	7.64658284347073	8.08946359149028	7.99150689122766	7.97640905379452	8.0664315730132	7.99911202520295
RNASEH2A	7.89393296383783	8.31981233836182	8.52714390858737	7.97755098385481	7.43991634669308	8.21461553195901	8.25475299473757	8.35665472350454	8.01691313401633	8.20831507633618
LOC105369147	4.21461523447208	4.18155607384397	4.32768664585756	4.251613821737	4.17718319495757	4.13578982440704	4.34567726471545	4.10989396346822	4.28152786830335	4.27196289047492
LOC105369151	3.04849292130035	3.07768551426494	3.09250371588622	3.16214163811004	3.195683706109	3.10666028045692	3.1314495361947	3.21079135312941	3.10619284448448	3.09894520300253
LOC105369167	3.63490421307942	3.73773958796443	3.71203820152531	3.65471812390575	3.58613998294382	3.66606806557669	3.65153904569855	3.73172863197119	3.73745055685608	3.65549876244624
LOC105369187	3.8216775530346	3.98515808845667	4.22322057934483	3.88110395695537	3.75889998964889	3.87837600344878	3.94438452734455	3.8545664993669	3.99795909420102	3.76641048644098
LOC105369192	3.74684805816132	3.77487206100691	3.79187988951577	3.67623481260728	3.69831906854376	3.57060215886675	3.64454533044123	3.67000815309675	3.65958856052	3.65839009626099
LOC105369205	7.57829226916859	7.78519093596152	6.59109137497026	7.67750720500253	7.59650645215013	7.28475634064775	7.16534256220298	6.14070601554885	7.37924115462364	7.92251268358191
LOC105369213	3.48663132495904	3.40565560658027	3.61684913647671	3.42520922645996	3.63727924686647	3.61845003442468	3.46029377973677	3.52832711402784	3.59188696006954	3.62443922140647
LOC105369214	4.24859836174118	4.47498246750461	4.41045985624512	4.30302271510212	4.12257271855349	4.17501462500689	4.13670783451329	4.23436520496404	4.18478766756539	4.39929891476012
