GSM180446.CEL	GSM180432.CEL	GSM180443.CEL	GSM180078.CEL	GSM180445.CEL	GSM180448.CEL	GSM180449.CEL	GSM180067.CEL	GSM180439.CEL	GSM180447.CEL
LOC100128239	4.32056750183235	4.49681151762565	4.52373384044605	4.4863693163458	4.37679014592808	4.32982402951871	4.41022716480158	4.58279467921815	4.26572253641896	4.50536551927586
ZNF667-AS1	7.64459949977192	7.62163052901441	8.02417979981551	7.45332070788354	8.26433730002652	7.95432581634323	7.27666991130565	7.10400114928888	7.11653727973571	7.98778971787843
DNM1P35	4.47288575771096	4.63626731346656	4.71775272887108	4.63297841844016	4.79672097357503	4.63107286618553	4.4575643444978	4.62441836244972	4.79508454347384	4.67060145538111
LOC100128288	3.93380550729346	3.46520027970034	3.5069589723007	3.59157947985027	3.69126918938584	3.44800833319041	3.36599359560471	4.007503347895	3.72540766825929	3.56173692544491
DLG5-AS1	4.82756297225165	4.99372260175327	4.92527588884535	5.11919086331229	4.8988679875435	4.95089024533061	4.74963308060901	5.13841593305908	4.87903078819207	4.84429950457118
LOC100128325	5.25680248681083	5.72239327109373	5.58547295738852	5.41201836540881	5.29058731592918	5.47350607085442	5.25886740061938	5.47329885901194	5.42851050596137	5.56250437357808
LOC100128334	5.67499405025687	5.61836733654958	5.86572591372581	5.90232649260801	5.61399306835377	5.78928862528498	5.73638886034198	5.90406224060883	5.62271064708995	5.8177583321786
LOC100128361	5.18942526951423	4.83754464679597	5.39408201545147	4.9008490154524	4.83257408771013	4.88221726442625	4.72130510638755	5.34930803732787	4.91838765110968	5.09973044041283
C20orf78	5.26346090283361	5.71112167396884	5.44074262871356	5.50235758067345	5.37339659726446	5.50198600607855	5.23091735607596	5.4350493951003	5.29924882861113	5.43816327250826
NEBL-AS1	4.6859982356608	5.13178425157183	5.20196829935006	4.90747027347891	4.64432979351052	4.90492849853996	4.72238901908262	4.83569150417705	5.00505137379815	4.57228683841212
MIR29B2CHG	9.16946743249521	8.60015820966909	7.68227789763937	8.20539744976936	9.04955149357178	8.70398323962997	8.42105570503785	8.51446736685667	8.80117013928535	8.8225260262478
LINC02347	3.53713901403181	3.66802783108854	3.8623061752034	3.57564637882674	3.52358137688284	3.69480349607284	3.46980977272682	3.45064055618366	3.57088000921797	3.58571758947691
SLC8A1-AS1	3.43298856138572	3.58638136308708	3.64699836944657	3.41609456149895	3.4674648811563	3.407234762618	3.47709353344122	3.54584609737851	3.49580652874126	3.48169702621467
TMSB15B-AS1	3.56742265953699	3.4892690867062	3.37815406502281	3.38867079084096	3.51514408250049	3.4771027454518	3.32747938372185	3.42625069158023	3.3263814655265	3.46400029350488
ACVR2B-AS1	4.95747091193973	5.02163627179422	5.07008606885838	4.95346811227551	5.18948845698388	4.80624782198679	5.14179639938673	5.28266311982698	5.1374990037529	5.21806371256244
LOC100128653	6.98821033874942	7.28018895918698	7.39591989944315	7.31136335881557	7.16242217804178	7.24026177082527	6.93949084331835	7.30168847869926	7.13657771662349	7.21707525656034
OST4	10.0808786046089	10.2490809419356	10.4571356869656	10.2551472058117	9.86275588552957	10.537080507107	10.3685113314456	9.8178307366376	10.4142356842868	10.154461737323
RBPMS-AS1	5.6561604511922	5.895528188585	5.65905781602478	5.97477295341803	5.54222785566264	5.6425035199063	5.64741167236402	5.54447899946175	5.5983769326774	5.57346272958742
LINC00476	4.64681071325384	4.63074596064528	4.78049154239668	4.61801447624215	4.83396618581428	4.55280906259761	4.77059607378104	4.79910888926806	4.64537556535198	4.58033001451576
SRRM2-AS1	5.3528068305791	5.84360010067045	5.99606846485845	5.68991183227691	5.39600986516112	5.88812978956503	5.32458235773083	5.86190410187398	5.56852853726806	5.2991605732385
LINC01003	8.94666666598726	9.44758432314672	8.40361915402835	9.3667151038085	9.43436914058287	9.77990064838218	9.07119883750759	9.66160305802109	9.88571893380937	9.4266772647169
VPS9D1-AS1	6.19006490363303	6.22404096875726	6.44531453212517	6.25062121204081	5.99938381649557	6.11972850998841	6.19301508353214	6.34031359087288	6.27143603782882	6.18592889498631
GATA6-AS1	5.65050064090965	5.63843013961053	5.56738972625342	5.05381423362927	5.3855691348877	5.09321865839873	5.37995010516407	5.53799209695303	5.15657238235087	5.06632679985985
ZBTB42	5.33893100257038	5.53204495539196	5.82677409761224	5.42347944308452	5.51911745932179	5.01873878043636	5.26891744445801	5.69821415405618	5.25216728922104	5.57452883327501
LINC01310	4.50297928356785	4.67637291399005	4.64117329044781	4.57115793608666	4.32770130502841	4.58184855874405	4.48130396686019	4.6365180603284	4.65303714075974	4.62571124402571
GAPDHP62	7.72399724829776	7.48158308777189	8.14906253387922	7.11151476337407	7.79435372142638	7.26150509672048	7.22747983648038	7.79194391126655	7.49701935810827	7.78012274082375
MAPT-AS1	3.86954145122219	3.91789752492175	4.05104620452503	3.69963407388615	3.77046150855766	3.75417223826234	3.74997053732457	3.76718482859957	3.816287528221	3.80761515980404
LOC100128988	9.05439430348408	8.366507921698	7.75522081439229	8.82631700491403	8.62034284928097	9.52974112801918	7.53204398334497	8.84624605354598	9.42987715404367	8.40393823585053
LOC100128993	3.96048275300836	3.82009001805227	3.66037058902824	3.49980959968927	3.77316532320861	3.7039753407556	3.69935742507728	3.74648828207068	3.70106568741461	3.81397378029356
C20orf181	6.19837570175678	6.07588231913859	6.36214322328471	6.2518365925525	6.00705222653256	6.41914738723349	6.15460768237191	6.28965688746471	6.23076437084472	6.21215437684198
LOC100129034	6.43235964636625	6.27925380993121	6.87445214518686	6.21717799374285	6.32352871176632	6.16503262894448	6.55587490321375	6.51338585986615	6.26254574636189	6.40458110606884
RPL7P25	2.91717727787548	3.19206615272856	3.013038439617	2.96871488413175	3.06196006364103	3.11036391836606	3.10157994898344	3.05801233843132	3.17632470930648	3.08136150997052
LOC100129098	6.13065919685952	6.03734755799847	6.19275430110512	6.11915745608321	5.97734851860081	6.00729539037922	5.9685910466022	6.18598641070175	5.97575996032482	6.18967421298877
KHDC1L	4.18481794759191	4.17947363190272	4.46006591658116	4.2764053700027	4.23950799070179	4.46269193873273	4.23851650670731	4.03119694292645	4.57218506661246	4.21239676085537
LOC100129175	4.46850839505267	4.40517830811311	4.73564947595648	4.57043825606753	4.56288683177365	4.6145431514632	4.16296809800162	4.59224142999775	4.46625397815906	4.54460660139558
ZSCAN16-AS1	3.95071520453191	3.92477898592362	3.9593175366413	3.89185585697096	3.71732792402563	3.88338717675953	3.97944773399621	3.97444278378375	3.88867448529368	3.92533208788314
MATN1-AS1	4.3867838146211	4.20090891786205	4.91561089761665	4.20672224124175	4.19140242178504	4.07765827948558	4.14739842027427	4.61595648041048	4.40928615278976	4.40610755121118
SMIM27	6.91531894958689	6.93920622102668	7.01726348964288	6.93466984885718	7.03125077987718	7.07460166558926	6.85706188262048	6.98257571491044	7.10840388854031	7.13024762842796
C1orf68	4.06327459919734	3.95498425784354	4.18743201552062	4.24538201617523	3.84339864512849	4.02995579314785	4.24068781221518	4.20126988400505	3.94390487837461	4.0459118101751
SMIM10L1	5.70891397367761	5.68894223379318	5.77310122354348	5.80072298532579	5.67759839296621	5.75019905595104	5.95926906164325	5.81944812903758	5.8714109670029	5.84559686116482
GABPB1-AS1	6.81202566638307	6.93330334261124	7.00843935456622	6.87680913487578	6.90769803362362	6.71196703751245	6.56193498578275	6.76950261033064	6.96523352626405	6.76862197903076
DDC-AS1	4.19018646073449	4.12980785016129	4.06360369326812	4.12480588276338	4.05440878725553	4.22653308607716	3.96035106556	4.57295620210977	4.12980785016129	4.20139716816326
LOC100129455	3.47987629921434	3.56216883740573	3.64779786632375	3.77055164208472	3.47072703407458	3.55142812296991	3.62512788829951	3.59909108453878	3.54327235021986	3.72508507397547
DPY19L1P1	5.18873834803308	5.34000493106048	5.12947053448408	5.03461729606369	5.55494307086199	4.99475200776496	4.77723256309906	5.14626523470259	5.02894811995674	5.19651282647569
LYRM4-AS1	4.41182858403588	4.68283590024027	4.74926481333058	4.43495391993387	4.35313508081996	4.78488982366586	4.46659849180738	4.56627660859938	4.33700149645143	4.39158115003568
ZNF37BP	6.10844454025417	6.27019614274086	5.97671593297135	5.61067738633633	6.20851021246259	5.59983063722761	6.04861565427682	6.07501340865397	5.75254425771731	6.05274074552903
LOC100129503	6.86398386092359	7.09036249948858	7.22764459914342	6.9694651081225	6.7997638979383	6.97628255434476	6.83278387036169	6.79620286326598	6.78681373288734	6.96238335168006
LINC02012	4.76391870402855	4.9535866783802	5.19950216495024	4.86288259811465	5.01952174746203	4.98149993701658	4.93951490186485	5.08570470436814	5.08144662645426	4.88243328592544
MUC8	7.8332532077828	7.90963189875992	8.25853061354207	7.74242721307512	7.82354762959235	7.67860246050956	7.85571707131982	7.86542264951027	7.79209061236201	7.78808071088746
LINC02035	8.78556391373098	8.4317994896887	9.78722978729819	8.70211168000765	8.8975307909009	8.68287876511967	8.55060591964381	9.1387858314867	9.00253818120015	9.18259307031153
LINC00462	3.67480168939261	3.97939783184409	3.7966918309474	3.77678569855446	3.73503387490679	3.72669685661052	3.95133100627853	3.77960570782202	3.98533807775984	3.76396045955734
LOC100129617	5.72115997684174	6.05617028487802	5.71588404807597	5.83822050760878	5.87387894643953	5.94133445694767	5.89371791098961	5.92921365099512	5.79533690366424	6.00381309746479
LOC100129620	3.09861075490033	3.15924327696135	3.26053491338466	3.08519820921759	2.998961155627	3.05082834685506	3.03069951821017	3.15585480429595	3.08948840353874	3.04818294595934
TCF24	3.02889808612251	2.99590630237753	2.87918966264644	3.08644433863881	3.07486628294151	3.02319962170402	2.91362064946238	3.04893115749584	3.05589726909881	3.02071649279808
FGF13-AS1	4.40745157037012	4.44091437587748	4.37704899966669	4.25317889735843	4.37191837219504	4.445896106185	4.38968497128258	4.47789666646132	4.38968497128258	4.32036417911835
ARRDC3-AS1	6.16779477016888	6.51410674365683	6.07246332392027	6.52926258754751	5.91046248941825	6.66342103541439	5.94645471249709	6.06017115515733	6.48970760565489	6.56646960231184
LINC01126	4.23100109639547	4.13705259855251	4.80983033441267	4.48746530140621	4.25148059731799	4.16819506742491	4.40023293966306	4.36727797598401	4.13674781438302	4.25148059731799
CCDC152	3.29997142850393	3.22732632172528	3.30123507621758	3.23816003685163	3.20032337678476	2.99776045600032	3.06355264771827	3.16072947105161	3.16691203993569	3.21187667129649
SLC25A21-AS1	3.41151607577608	3.54525507371502	3.71989038348782	3.51941151184571	3.669927250565	3.47195709014371	3.66989600456422	3.76473872185138	3.50201278232579	3.37946154316329
MRVI1-AS1	6.17093039316481	6.30552080429991	6.57621807855677	6.06106042634742	5.97631343940055	6.15542692543594	5.8627269638248	6.11232353281898	6.12007213792997	6.25313580419498
PCOLCE-AS1	6.28138941733624	6.39134912536962	6.94769515616952	6.47155337237524	6.19099689742691	6.39021128223953	6.19068922288444	6.5201883752841	6.40780631842409	6.53609575223751
SCOC-AS1	3.75158063525708	3.81314617030601	3.79166843327152	3.76813911754586	3.81581193730799	3.69462453133901	3.86507085564584	3.92434770180693	3.69698947877873	3.83434327443902
LOC100129917	3.63596619815096	3.48455274337368	3.39134343603796	3.39884834690334	3.31320117366743	3.28122955770907	3.23563814202141	3.49874697116723	3.70237822636691	3.23546059059215
RPL10P10	4.12239493427582	3.86350855012869	4.19285345622611	3.95852598967004	3.81461566737433	4.04613995761113	4.06293139597153	3.85977866056628	4.09805462963472	4.13430603503824
LOC100129935	9.67034468760921	9.38654016348465	9.3213082605015	8.9364648426536	9.44544150244426	9.68708317605207	7.55848727616053	9.1437519926908	9.96964027890126	9.7375201967137
CCNT2-AS1	4.01325137709245	4.06739185344514	4.32646259384236	4.20668078961604	3.94256557721175	4.01862823183404	3.7618742281839	3.94261225318467	3.93521597234316	3.84130779407364
FAM205C	4.30968785605317	4.4107518397249	4.8130140884682	4.64058423808838	4.18952472591144	4.53166391640215	4.24932989213353	4.40077788122041	4.25920144646327	4.37779299439332
CERNA1	3.18652339317859	3.38555136643162	3.37922198239653	3.22837176999459	3.32984931172028	3.32135271980022	3.31957617453931	3.24179988230012	3.47500094260193	3.29462144118609
LOC100130111	4.27503532540577	4.22615410012079	4.30497892146057	4.20117612137395	4.14217377146306	4.34696909730162	4.36689226354661	4.41220169427444	4.32884280738227	4.24274701730125
LOC100130134	3.09674130982512	3.37475137167421	3.22608587854536	3.13297902250821	3.23880188393111	3.2052595601639	3.17306674601828	3.32185965322576	2.94442095536019	3.17039132809828
MIR124-2HG	3.53635610445666	3.57404953344771	3.7901519949393	3.45091672896565	3.61863733468473	3.59299589890692	3.46857437996605	3.58432583421673	3.60544609784363	3.71505657743388
LOC100130172	3.86011117024735	3.78891728926211	3.96996324939155	3.94458116940727	3.70863964360609	3.93657967943429	3.85652300154643	4.14134513800302	4.06013641072159	4.05374425605157
LOC100130207	3.57717295761144	3.40236991625153	3.39185432449222	3.47079338698951	3.35646002601321	3.30758995331999	3.47382002010156	3.66927835582336	3.43978141332325	3.60715642794372
PP2672	3.97923816717238	4.42126985420537	3.96383212598236	4.07266889650952	3.92553946047652	4.02416462081681	3.98077396599559	4.39789146949848	4.00649644347993	4.06386069684146
LOC100130264	4.43313942647894	4.45678832958586	4.50015416192245	4.3724623231412	4.31847701467306	4.3683746266618	4.2622039533924	4.32002356896226	4.21300440362207	4.38665643113189
TFAP2A-AS1	6.51145032780806	6.63579098448004	6.74105786648008	6.24608507677818	6.7500547087807	6.47640306625278	6.22171209343936	6.73735959827578	6.600402131994	6.73814098604296
LOC100130331	3.75059662747563	3.80569475584163	3.76381310090297	3.768742431995	3.7010179780053	3.59196930604444	3.74049533691533	3.92289319703102	3.7561694104965	3.75058522950789
NAP1L1P3	10.3314124183263	10.1266585665098	9.73020856969247	9.60555819037571	9.89981335135851	9.59794542251006	10.3533952929366	9.97002315434111	9.7614556277786	10.1059083679579
LOC100130357	3.76531119389963	3.90610736193325	3.91177593629061	4.04253414810967	3.66767525537314	3.82324751505893	3.68126189145452	3.77837200393527	3.82711047130057	3.95749294306708
LOC100130370	7.00706300690026	7.00910862677383	7.55547368737128	6.95935020250827	7.18086346918097	6.98223186156385	6.71969735185369	7.23281544864101	7.10459281687935	7.06248920813939
LINC02593	4.83872517067533	4.7982196475907	5.10696240644532	4.99378762471563	4.82166883528441	4.8444503190915	4.74474173490979	4.96653150848932	4.85292304230137	4.93310172058451
CECR7	4.08491727537557	4.27779684830952	4.43516582883161	4.18837673252414	4.06896339423169	4.23738511377555	4.00816749079751	4.18745360756552	4.32940607035326	4.29195959920141
LOC100130449	9.10068258516089	9.37049365940373	10.0823485699841	9.42528800847858	9.3689102541096	9.08484899053923	9.13713566941972	9.17273322714517	9.37201082809672	9.06606556640066
LOC100130452	3.83323247966174	3.57096368358253	4.15165175182245	3.97376759226244	3.93679990063314	3.95268638851844	3.70979074495151	4.12300607713501	3.89897937345604	3.76288041292649
CAND1.11	3.9319698678218	4.00241836581974	3.87834612950721	4.07289412571558	3.89245182701963	4.11183506919779	3.88181762938055	3.85894312557018	3.84789367291086	3.85522529662701
LOC100130476	6.20829139463139	7.28621435977713	5.59021257431593	6.46113584566372	5.92501978461984	5.76783903586924	5.85017516664289	5.49318156588516	6.9886157059738	5.59204353881008
TMEM221	5.27908300083135	5.13731889742628	5.3181419051237	5.39575902522082	4.98296976981756	5.33186083538544	5.06391237032393	5.46448304920012	5.44973789212629	5.32788580770146
PARD6G-AS1	5.84144402156639	6.03829282016834	5.98061168870358	6.09851357144176	5.84665482027505	6.01078782393579	5.81081609200384	6.10524479798608	6.25072649745541	6.20307295804127
LOC100130548	3.409984654933	3.65844510651347	3.60194062339469	3.3673638126058	3.45235200118956	3.70969413529348	3.44892362463013	3.36416907298944	3.74913773788074	3.81984418216527
NFYC-AS1	5.14867758836082	5.0596139996927	5.23981553337597	5.26059438981881	4.95292574550866	5.24004043137429	5.22515465277534	5.14867758836082	5.24379961507457	5.12084025833825
LINC00910	3.75556988903583	3.72562399677792	3.93473531174923	3.60075848131566	3.66855967421562	3.64895541710033	3.66196197854505	3.78875463638091	3.57182072464112	3.74894498143823
PRR32	3.8434153690012	3.99885370218877	3.97608559648646	4.14149912665539	4.10433342859888	3.94903336429763	3.85424410484367	4.00671631333019	3.88056697591712	4.0948918136858
LOC100130683	4.09046095690043	4.02775273554505	4.38692308017798	4.25015117866717	3.76112205431911	4.46840240546442	3.97392993052209	4.08763935659063	4.09273083251099	4.17821864222818
LOC100130691	4.08121668520796	4.10503071269225	4.32621933903544	3.71643110367261	4.24180657724639	4.0235928013745	3.81038714586284	4.10742048060243	3.79026508672756	3.83629769344561
TP53TG3HP	5.8090663303084	5.56098774929322	5.83855071044959	5.65414034641406	5.39998110759824	5.68361859346466	5.66937616557809	5.66208913387433	5.74831673762039	5.75125290821449
ATP6V1FNB	5.86102978410163	5.91608908938144	5.63702468573979	6.02014069900439	6.09522722462153	6.14357173586543	5.13359596536338	6.21458287040265	5.85060444191545	5.98780141558217
HDHD5-AS1	3.84430909012162	3.89725104183194	4.22455636656889	4.01968254860992	3.97117421321471	4.02840207708319	3.96313768238698	4.19270483110961	4.14054722157237	3.9524963789609
LRRC70	5.87935358331229	5.73666696131733	5.31397694474359	5.94998014606564	6.5495352244139	6.46949685664533	6.71758890769672	6.03224348444378	6.00980763211654	5.53852861972244
AGAP2-AS1	5.58433639485338	5.49159326030752	5.87204200105751	5.49657675909901	5.35129242076005	5.26903797175682	5.65720150634463	5.38707299288711	5.26039616635115	5.53308295070496
USP3-AS1	3.2715447258011	3.32328269448447	3.3972526358192	3.29898802696783	3.37151046003446	3.2159679034997	3.23783431188308	3.66341143309164	3.28826324827435	3.43829835315068
LOC100130872	6.17730123848637	5.93370717132858	6.2656207994983	5.93303997865003	5.95813002009921	5.98199572734149	5.70653294257695	5.98884904445966	5.98103652693997	6.09009348711668
PSORS1C3	3.62222108795231	3.49337546477926	3.61158316945804	3.83258996770548	3.68084130158268	3.62300949091526	3.61402647012115	3.6668691266968	3.51796294994252	3.44268909591652
TSTD3	4.94973650024732	5.51063201530428	4.36169602830755	4.95924440182131	5.87959867125021	4.59108558590456	4.28937288272827	4.93242081138068	4.92084179311874	4.84594074561884
VAC14-AS1	3.80658447502967	3.9514050500147	3.86973287922867	3.91363229278979	3.82238580749856	3.73294492060127	3.77585640116074	4.36129213894422	3.86808154001054	3.91962235704118
SMIM6	5.15643387671038	5.66760209447493	5.66760209447493	5.56835734919902	5.11575104649185	5.55885605296188	5.39811032630174	5.36584418415242	5.77332800865744	5.38034627435215
LOC100130950	4.87981773293566	4.87275159672952	5.25480744070776	4.77336932051108	4.78928724039935	4.9161584424482	4.81945327978806	4.97579512815635	4.89389322111774	4.92794712618065
SYCE1L	6.07267226741211	6.30461206192715	6.51848598439446	6.43141201125606	5.84954845947399	6.60052324509484	6.54390792296297	6.51585971669117	6.39181373834204	6.78073261780915
LOC100130964	3.15121731966798	3.25764427489783	3.30368240278648	3.19477539820946	3.25151059491535	3.23028588455265	3.26199245280215	3.33182187316745	3.18431157216496	3.38848224200539
C6orf99	3.74576321339318	4.20057072906109	3.867763906022	3.84371286191044	4.1378278154006	3.882503353173	3.90045114222898	3.93528353754577	4.13224176030085	4.01698216860732
LOC100130987	5.86180614749005	6.02397555027974	6.31201319034241	5.70406485979368	6.0903944206471	5.83879226710937	5.67141170708961	6.02397555027974	6.33961948216762	5.76507663849067
LOC100130992	3.15788476086681	3.42027130976172	3.29474748797539	3.41659651772731	3.48881385452645	3.37429096416605	3.48731708783531	3.50922856211108	3.57934340599131	3.33577727948911
ZNF316	7.08858894154334	6.91960228337211	7.33339505649702	6.8941733209166	6.989347889033	6.71139261034447	6.616606021019	7.04894861271628	6.78337017921838	6.88239022113138
CKMT2-AS1	5.17815963753064	4.81846792595353	5.00277035727479	4.85367868306474	5.76493824977585	4.91939704911905	5.13326735377248	5.03035057237012	4.95566510228214	4.77523459726799
TNRC6C-AS1	5.82845710733167	5.36789310265091	6.11875555364234	5.36180808160918	6.1466488999808	5.45630078378463	5.24102856200955	5.86533272478988	5.85762722076408	5.65028167449785
ZBTB20-AS1	4.92902581331373	4.98095608388645	5.44297074423682	5.22871282688167	4.64452170417684	4.96504437216584	4.83429912813369	5.09444785401846	4.99020659011797	5.04566783518458
LINC01405	3.97169669818107	4.15005211354593	3.6848100017182	3.90152042510753	3.4940710793475	4.3602766201693	3.63857492808774	4.0313914702864	4.36822698443715	3.94496256365254
