GSM151957.CEL	GSM151959.CEL	GSM151958.CEL	GSM151955.CEL
100127983	6.21141312928104	4.70496267084804	5.29109318722291	6.665523082607
100128011	3.92140861235733	4.04782344650089	4.23892665440208	4.53539592219754
100128025	5.15146218114333	5.48723595510446	5.33527458496501	5.09600945968408
100128071	7.08730668402896	7.25501288627004	7.24760492946792	7.01523700572194
100128098	6.30824436212759	9.11733914317448	9.2522587323774	5.84972540988916
100128124	5.95506497255784	6.21079365465881	6.33016437613811	5.98109910659305
100128126	6.01212144212036	6.01053278910842	6.03739455114302	6.01571603418826
100128139	3.63608720933227	3.69053406654316	3.73250270501752	3.64832967526623
100128164	5.54070002847648	6.00624561655288	5.72937008737281	5.54332958611228
100128176	3.5146121818571	3.80478901137916	3.73125752950612	3.73462298920366
100128191	3.89818286234957	4.34118243771965	4.22999878646617	3.74354716299305
100128239	5.34523804325745	5.55992829995369	5.36212722199693	5.64430275439716
100128252	8.9336263408081	7.87786360642041	8.54214113551101	9.39869710019995
100128285	4.47848426330334	4.97117219047316	5.0068218099541	4.69647808082924
100128288	4.57693599354654	5.07012406574021	4.97402781117042	4.64573805259627
100128292	4.81771811807192	5.23673782292266	5.22709554531774	4.85023147683997
100128325	6.65916358954162	7.19340917546481	7.00984814492501	6.98009413715772
100128334	5.74339826930801	5.91258422388704	5.98616446641594	5.95729761715413
100128361	5.40238562898753	5.68407867028095	5.52604540304027	5.58275081455037
100128496	5.68288248253637	5.73135070557256	5.79622103488547	5.87028970561186
100128511	5.65312435882465	6.03680862824821	5.9346401798632	5.69878577254173
100128537	8.26567837233167	8.982697313263	8.97769454696541	8.4387556330783
100128554	3.83491886051381	4.01399345883887	3.72970732637137	3.79077755173989
100128590	3.75532352003465	3.75081357731685	3.8701782295373	3.80235588074198
100128594	3.75860352209969	3.91174589912973	3.98265896685694	4.00854835225674
100128640	5.01508835616962	5.06085311895343	4.71528061815049	4.99230910263676
100128653	7.10576003080475	7.90959223785043	7.5386425044321	7.41513387071801
100128731	12.3150838125157	11.3570365201228	11.1884301250077	12.4106839989931
100128750	6.67469407182546	6.89445122038376	6.58816294900481	6.96068752391796
100128782	5.2308526858439	5.24482308179772	5.2562158179968	5.18056608883865
100128788	6.03634305298378	6.08190701375305	6.11674838310104	6.20514851588331
100128822	7.28900086042528	8.95855155367928	9.11393735080669	6.85454993021258
100128881	7.33094932827879	7.5742482663257	7.55421719188749	7.26609305952878
100128893	6.3021797861327	5.97149853355702	5.71376912109182	6.19826404688551
100128927	6.54550507659106	6.64139014699852	6.73408535081829	6.51958024007126
100128946	5.8651009513343	6.30987131185617	5.99986497667034	6.09284616975764
100128961	7.23402038740932	7.07011047169489	7.12441767784951	6.90916556953093
100128977	4.07577666632617	4.32047109496411	4.30890648558124	4.152057759137
100128988	6.51847285769499	9.33849890314494	9.74958701121914	5.69029269351606
100128993	4.07816165911257	3.95684560598614	4.6459567510192	4.32907954956544
100128998	6.81484715410901	7.16070873346488	7.17621771361504	7.06028810979518
100129034	7.38667117552653	7.28154769262357	7.20447093997778	7.36165457219351
100129061	3.6491576686524	3.71713321456953	3.53113715206553	3.67356061494687
100129098	5.92681350493108	5.89218456857948	5.7664169810523	5.9322324677958
100129128	4.64668754397452	4.9287114576148	4.68771230854462	4.76793804656926
100129175	5.85462412415092	6.18745459408446	5.84944612923299	5.81732615724818
100129195	4.59163605650779	4.71068581195914	4.52826179804454	4.8918049322895
100129196	4.35548761973719	4.36709416397446	4.48504423348809	4.31503575203128
100129250	8.24016253604011	7.98286063083765	7.91797847586018	8.4070807869114
100129271	5.11095894271602	5.62770620322129	5.1879105025327	5.41482489646376
100129361	6.91566609328524	6.68699526343364	6.68481986137933	6.91143153970603
100129387	7.09434520682904	8.1205694975724	8.24092920382942	6.88950938991663
100129427	4.42370585706818	4.50564913284935	4.42829827034581	4.51435444612175
100129455	5.62055281018102	4.72467762349422	4.34209858497952	5.71241770327406
100129460	4.94738829772583	5.62179367651646	5.45614540559606	5.327984852413
100129461	5.21614293367407	5.45352387131343	5.31367470478727	5.24728322042838
100129482	5.59368781936107	5.77432665931472	5.8062555194793	5.69545327963256
100129503	7.05517857594958	7.58507806789854	7.50016814881488	6.75980691070761
100129516	5.98668607799466	6.63688657529442	6.57070479396788	6.41261917627695
100129528	8.22296773898331	8.3074810527686	8.3278289623451	7.99991889318642
100129550	8.92591191133896	9.148246321129	9.37285515392392	8.85877733062863
100129597	4.61054450428758	4.8355587005019	4.7723081218299	4.44796177482336
100129617	6.33032007889298	6.71199088489399	6.40005583710402	6.36936327364024
100129620	3.3184067099573	3.30956839181424	3.3908621276737	3.27328039441602
100129654	3.18380721965523	3.18380721965523	3.29478738613394	3.25438014318525
100129662	4.34633238396951	4.55413027678155	4.35934841508399	4.48322223662681
100129716	6.24506790845875	6.80635376282527	7.04606379704557	6.14065602806062
100129726	4.50200552440652	4.92221284089395	4.99334979576303	5.19045756327368
100129792	3.50716304045563	3.53777944519528	3.43476039577979	3.57632677534555
100129794	3.56482901685884	3.93033977716396	3.87510795712719	3.83209649899836
100129827	6.69828185529375	6.86629267670496	6.7847143567374	6.88806543794409
100129845	6.66642527414042	7.10550307482527	7.08704500614874	6.90436956159405
100129858	4.57004352068275	4.692121789015	4.70751247909959	4.62378418158077
100129917	4.61734731544427	5.43373360596744	5.12457769087794	4.0449982166141
100129930	4.51587314729247	4.78015478301934	4.58044253568517	4.7440340347056
100129935	6.46922491737805	9.60374731817385	10.0200173209353	6.34805486305147
100129961	5.07410158579742	5.23999809355345	5.34934811519689	5.37756492527812
100129969	5.8248070591842	5.76485214237347	5.92892626368866	5.89115683379709
100129973	3.62694476941319	3.71978223760532	3.39813938232875	3.7166834135479
100130111	4.8190186233431	5.01197561795627	4.86296614231125	5.00947297509733
100130134	3.3949417220998	3.55751237306082	3.26296253974079	3.46914851325241
100130155	3.77782831334888	3.82626358704647	3.71462959976418	3.769925299845
100130172	4.32765124461528	4.74430086451929	4.62222245168289	4.18493793282302
100130207	3.84879165712928	3.70117418641632	3.79037423383943	3.77891521761756
100130249	4.6904499599209	4.77054495984204	4.65952773610379	4.67728944583727
100130264	4.37298015324167	4.52603155993062	4.49427755109552	4.55974274506435
100130275	5.28848411256749	6.61311524767963	6.55667531298478	5.31392679039952
100130331	5.00864712882855	5.09245769603762	5.01412823652585	4.9194076967775
100130335	11.5572937024442	10.7047511403299	10.7016038885239	11.6275999386679
100130357	4.25931643582403	4.6404634980837	4.67516052189995	4.54815853132256
100130370	7.06548867754676	7.80336185899267	7.84606592659677	7.09290799147372
100130417	6.35537950934771	6.11405024978267	6.02610420573273	6.40045791689816
100130418	5.50435122031075	5.78572906874906	5.58511755447661	5.72813794366871
100130449	8.35970479000787	10.6892928193094	10.3964016702809	6.02435899949901
100130452	4.82203061570599	5.14598121059205	5.31831683831677	4.98800762421747
100130460	5.23432954518743	5.19622915196667	5.26267859900693	5.16723729953428
100130476	6.78896345532508	5.9142539131506	6.38956149055323	6.58306007698338
100130519	6.65644772413263	6.71660641351404	6.75025441883738	6.82361365599916
100130522	5.88195591085421	6.07159541982847	6.00149912945483	5.89344721134041
100130548	3.48338446863533	3.61297035562596	3.96474122413867	3.94738746795075
100130557	5.66650254307762	6.15850066818309	6.34140182692458	5.86730007569291
100130581	4.09886831751368	3.86088723262832	4.07791333266335	4.11012206136958
100130613	4.40127163572343	5.02832639783978	4.56416421923511	4.72731637280005
100130683	4.50071932256641	5.04181931437115	4.88390826667892	4.94718687938599
100130691	4.85443925405452	4.91296873475841	4.7723081218299	4.8357823940046
100130700	5.38826574637191	5.28102555066878	5.36644639963613	5.32886266164102
100130705	4.50382893533063	5.47533766058002	5.91955883597648	4.00069865372994
100130717	5.20715571339923	5.42854850597942	5.5010610375313	5.32287519945266
100130733	5.7211232850976	5.92212687053642	5.9421004195855	5.6178897284903
100130776	7.63070267648191	6.78130112476625	6.99916417164185	7.74588436303966
100130855	3.71191266337997	3.72048565662179	4.01927792616164	3.66953144593141
100130872	6.67231838077452	6.7056805176952	6.72133571063984	6.86916074605528
100130889	6.50076767343556	4.95876723584855	4.82909218636265	5.63272887092946
100130890	5.42885220675921	5.76958353351026	5.90539368416125	5.75351458514663
100130894	4.07064024833588	4.2403110372616	4.28048401609195	3.80753930759654
100130933	5.94264306742289	6.58614308900072	6.32788941447586	6.14567672350798
100130950	5.59689733031948	5.67023067039129	5.6500359214516	5.63960150198912
100130958	4.84814438659637	4.8730105839305	4.93304459106303	4.79090675922562
100130964	3.3035281991168	3.51426408502784	3.47819672940764	3.62609776701878
100130967	3.78756649666226	4.12127907641237	4.21904501063543	3.90008313069141
100130987	7.20963995682684	7.43120118217407	7.51284695089297	7.26817025441852
100130992	3.41020385365495	3.61596138084349	3.93059771153856	3.75096472009802
100131017	8.03120424275297	8.43804079585981	8.31387580147729	7.96825762296403
100131067	5.13579666386839	4.88850384744311	5.12400727684439	5.15437296565722
100131096	6.61869378074528	6.6812766163648	6.27000499222874	6.79543375255873
100131117	6.27033653995101	6.64650944894806	6.52757503712322	6.54236977325413
100131138	6.21459736269144	7.03481712746202	6.85858443815049	6.36541384950278
100131187	9.09564185591015	9.64213580757968	9.52884338098923	8.61627668907859
100131211	5.19226955315209	5.40666491242733	5.48654273924452	5.47799840130123
100131213	6.47763996832527	6.39143185825002	6.58781946071576	6.51598182923274
100131303	5.97853377231804	7.27992034217016	7.5347840040977	6.08902186380071
100131347	4.83892424153953	4.99395972968074	5.05912342977433	5.27072327940398
100131366	4.94596557519689	5.03251959575666	4.98229997968099	5.11767790385079
100131434	4.0248692287538	5.01717078868196	5.09885039549713	4.52746234683194
100131454	4.97150015371275	5.37222567107904	5.1742914904137	5.18877117691557
100131496	3.96341864662458	4.2545725811436	4.06468487647525	4.09652161168702
100131532	5.62836068257815	5.97291062718307	5.8434257294209	6.15009899778852
100131556	9.6137976810105	9.82727087604272	9.72572467133594	9.5288453659683
100131561	3.96430932256252	3.80789271013214	3.87789068791945	4.31634842880914
100131564	9.16740864615525	9.53851821487211	9.79039945423296	9.392374257722
100131655	4.31345940226354	4.65895881611539	4.42128895861569	4.49864649828416
100131676	11.600682682868	11.9019271366003	11.8909842544988	11.6680627629638
100131689	8.60436102747133	7.92280281292357	8.20038306013542	8.48507067667249
100131691	4.21080338212901	4.34647928896164	4.51610074154898	4.15324190858891
100131733	6.15580900041289	6.20319263492159	6.08683725343808	6.24858453042437
100131755	4.99753573491166	5.10621881449509	5.16385259490578	5.12329556446669
100131801	8.22328660066311	8.25024584053185	8.46050315125928	8.12529016987226
100131814	4.18221406522245	3.7248735445985	3.9014557213842	3.98275165700907
100131816	4.7237591004998	5.09504672587257	4.82446210640893	5.15402872925938
100131825	5.22151566351776	5.41013241717596	5.09819228284966	5.73923861957982
100131827	7.50049257107871	6.21917570010286	6.38724944762451	7.31577298570312
100131897	3.73404872041661	3.47590707320767	3.40633730188181	3.99293894875543
100131998	4.8907692502362	5.45250148049034	5.67946422424673	5.29475299380616
100132057	5.50492845944482	5.30761197721429	5.328955654714	5.56444001014515
100132074	7.5940260230122	9.23839342897393	9.42354139780745	6.75445617993987
100132078	3.90536436297222	4.20044977107556	4.08900947737074	4.27631719367833
100132116	5.84458249033301	5.59678587655396	5.84068476119719	5.57201038915135
100132234	4.07507634496105	4.30582100899918	4.24671699451839	4.04883047093074
100132341	6.81785152201647	6.9190747250795	6.80549107860432	6.92811474356504
100132354	6.17553421311142	6.36714623657676	6.21267700184237	6.34715195893247
100132356	4.99968130414358	5.84953562989753	5.92582014737189	5.14501895293202
100132386	3.85975581623386	3.92492522275507	3.88474653376588	4.23855826145998
100132464	6.75712022136721	6.90635043846081	6.93913241176686	6.61833550393211
100132476	3.21988049215154	3.40070674696616	3.30399949415469	3.55386941455741
100132570	5.45441302653878	6.39646211345237	6.33672139585852	5.98759811868261
100132596	4.45710234434096	4.46974312840841	4.42369873300603	4.53627378117429
100132618	6.05037086414652	6.67872533489564	6.21970845922623	6.54271490140584
100132677	4.14146185551607	4.27958442809754	4.46087252290433	4.29988032472984
100132686	4.44491407280692	4.94246421930215	4.82697646650881	5.1097886059583
100132707	6.4966361503195	7.04077553944451	7.08553025067198	6.33698545073404
100132735	6.01886846420609	5.47314203403667	5.50751977208106	5.51061674605865
100132815	6.23120522557636	5.93974875556425	6.11181502794927	6.12248194041921
100132891	5.66435777655556	5.55173840945793	5.57218074583558	5.65379151835756
100132911	4.7723081218299	4.96062849988288	4.74627480680278	4.8502233583639
100132987	5.44014337674869	5.52847257438366	5.50182889282349	5.42382519370604
100133205	3.59899358836148	3.59547408459859	3.61468434724981	3.91194096229634
100133308	3.50924712655719	3.68098728792959	3.56662993511217	3.65201226993142
100133311	5.45449344638318	5.76180760396012	5.85084646076269	5.51140287403183
100133319	3.57587525247357	4.08100461692662	3.89756464252741	3.59080456333069
100133461	6.29770459854227	6.71931907401656	6.55671606809064	6.68604855040272
100133612	7.48146697536473	7.45843619629074	7.45562266311898	7.45605537338266
100133941	10.4002464336776	9.91076589760489	9.79622004871934	10.2518570669875
100133985	5.9105168076601	6.09147394828481	5.91928376282391	6.45054000029508
100133991	5.435847997067	5.75618209984911	5.68885084440484	5.38637036839832
100134040	4.16815148635578	4.10975350683293	4.65721526559576	4.65061090800311
100134229	7.31812289099445	8.17967558344031	8.22125342659835	6.9062344865606
100134259	6.71373446126025	9.18189722833383	9.34141871829749	6.36138187075512
100134368	4.97694754175544	5.30518011636824	5.44561253746227	5.32488120285787
100134713	6.27253833601297	6.90443784748036	6.48657773921921	6.32423811423217
100137047	6.91624025289644	7.01396352007431	7.14443792252604	7.05724300885826
10013	7.79860594813875	8.51173695348476	8.50317946049148	7.81900857991116
100141515	4.18741063108042	4.50151069292299	4.72061317047443	4.19168100107667
100144596	5.81979280673552	6.03145953670199	6.1179707592741	6.01059974889172
100144597	6.09791849041772	6.31837764572515	6.22577540503344	6.15071819617802
100144602	5.21991844518586	5.53803804199393	5.69764358859077	5.13616075448471
100144603	6.57080056944076	6.90149061053266	7.0229758501833	6.79340563966713
100144604	5.94528785426961	6.35573433824852	6.2298928206417	5.66511981918509
100144748	5.25328508513952	5.61649458912659	5.61419759576995	5.80758708408914
100147773	5.23467514602387	5.8424727033855	5.59333597759044	5.72207504224217
10014	7.72606334588989	8.60396288290329	8.80415036227787	7.6243535377211
10015	10.3656146191128	10.2456225839736	10.1075885246721	10.4543327932203
100169752	3.57819767174512	4.03373466070858	3.94178581970191	3.83639675439827
100169890	7.23836143040443	9.82955520886022	9.70119550853063	6.27155505650645
100169989	4.35067363763944	4.49731536319398	4.6184296793746	4.61648537364791
10016	10.0393804610819	9.93315351449058	9.93538184280569	10.0314091898759
100170229	4.98319870112155	4.87597674909584	5.00786984034935	4.87597674909584
100170765	4.26760026773048	4.6426838974209	5.02169967098144	4.71490270277211
100170841	7.09578849071135	7.32996479207014	7.37210365031769	7.34059203070829
10017	4.79527399182109	4.90095741898137	4.77539619000634	4.83074874934254
100188893	11.1250855019619	10.9408042009911	10.9505844236614	11.1322306222263
100188953	5.9198014081936	5.89897415669521	5.85357746029118	6.08415653563165
100189589	3.37197587377956	3.56443750729994	3.43284415516617	3.46179237396679
10018	6.6918094416291	7.73645195727358	7.53035633098725	6.69106778717188
100190938	4.90919402888143	5.5568658408811	5.33480002998558	5.25347465648143
100190939	6.92503924074043	6.76488924773354	6.61977968399641	6.92354655852173
100192378	3.46170804321912	3.75516729042783	3.68042060357127	3.67887916692331
100192379	5.35486681000282	7.70979126842646	7.4589168948659	5.20937373518619
100192386	4.38412843194812	4.65773521736642	4.78461351300106	4.44384279090348
10019	9.86322183398835	9.290352674534	9.4867911896561	9.90724219555378
1001	7.24280766388428	8.32811689957877	8.06674251876797	7.49595180216619
10020	9.17306092120741	10.8001432680533	10.6234557108287	8.64971381998756
100216337	3.83544481939429	3.7304668618981	3.72267208829498	3.67680382875874
100216545	6.10849478003142	6.86260953586011	6.80258357668263	6.50367976337412
100216546	5.57789859907448	6.5858581027266	6.51003143702438	5.30420105063954
10021	4.76803563264099	5.2595857880205	4.98442458287447	5.28399903210193
10022	4.83856896436128	5.15568577137989	5.043830752689	4.92486285034646
10023	7.15844030460958	7.95626376779234	7.99760116142686	6.97533764374726
100240728	4.39940610308509	4.64738116776879	4.5570736886714	4.56701675031629
10024	6.86876040841005	7.31066587216608	7.31872719904799	6.92657622970571
10025	8.52904706224969	8.79230060043263	8.86896259917594	8.50697447208562
100268168	4.1303160373431	4.08531343828782	4.03302620212685	4.18260327350407
10026	8.36144319714834	6.93432814023371	7.10641532784336	8.50918119390792
100270679	3.92025162642695	3.96656123134349	3.91500374482203	3.71447226551552
100270804	5.5322490284512	5.87809922240732	5.77939491579945	5.7189867269831
100270972	5.93733097127642	5.33070104335772	5.39999137054626	5.967579941164
100271043	5.1470170343265	5.29178285036145	5.50843260136591	4.96878290044381
100271285	6.46414352517404	6.40770836269376	6.21719578120057	6.60412688476166
100271308	3.19382221276958	3.12999795611179	3.11603334536852	3.13737458887326
100271399	4.69099102898044	4.73560623248943	4.58433051661446	4.67820619183218
100271425	4.54604090047024	5.16094703754822	4.84411250616184	4.28040431774707
100271479	7.70607460610199	7.59111124906345	7.39859065496871	7.85607199330209
100271528	5.69392707283616	6.86367097187774	6.63840709261133	5.36030393327779
100271722	4.93193496540716	4.9450381637597	5.03143325490097	5.18379741260003
100271832	4.6146496518492	5.54620328681406	5.16972636898891	4.73270463364078
100272147	8.87586242495533	8.67634414878818	8.67129528596878	8.95174477891564
100272217	3.60091329041949	3.97996359704616	4.0391019646744	3.66833597590321
100272228	5.32068062704696	6.28340995497657	6.43143462981325	4.73155966187287
100286844	5.5297162005044	5.94702412229988	5.71296076472179	5.73361703368196
100286922	6.89627921208117	7.35790542527432	7.43869742073969	7.15492349832746
100286938	6.57442811306236	6.78497771379857	6.62110919948673	6.70165992295822
100287015	3.86232283223965	3.91191897664178	3.77549063662812	4.02120025318049
100287098	6.87165864856128	7.44792902359245	7.52677724859571	7.07052266504858
100287114	5.89402315625252	6.06344154427725	5.68728107877145	5.65931847788558
100287177	6.3602545442234	6.58640029535843	6.51342185129413	6.35140728004498
100287216	3.36005447211305	3.58348345418831	3.53715574517213	3.68764746236312
100287227	4.73043763588126	5.06543957117882	4.6535814910334	4.69084986185725
100287290	4.12675274733629	4.29295512111385	4.36421300313277	4.41358535168378
100287366	4.2208786030786	4.54906051465626	4.20660800857529	4.17082127242204
100287482	5.14101516674334	5.5384976557978	6.79079400688702	5.2928162074591
100287569	6.53271476959387	6.10049736730432	6.03673340093408	6.79008319383155
100287616	5.07198558545564	4.55969991886383	4.66047043439006	4.87574791523258
100287765	3.43990231843417	3.6911091640246	3.81222348020522	3.47456353773964
100287808	5.2344711655382	5.98553719325939	5.54970875440952	5.73832841864711
100287814	5.20694689382702	5.52022049439644	5.71984569154573	5.5750030529746
100287896	4.92477688670174	4.88115322531407	5.05601375467096	4.78852895951245
100287902	6.27443749438935	6.73013542133294	6.75704306117922	6.29940142113532
100287932	10.3242007363393	9.61044498511749	9.55220256445214	10.3611777948306
100288079	4.84818057041321	5.15557262979865	4.75770251504474	4.89575806348335
100288122	4.96511203119243	4.86306789052511	4.89559713645584	4.99771696986033
100288123	5.31649012225795	5.81626747322965	5.6157380235348	5.55151714760066
100288152	7.03000308138398	8.01556617188038	7.5436564192397	7.07340239812336
100288198	5.01135441130479	6.11789395939274	5.73481991658463	4.8101398227321
100288413	7.62636375245113	9.49612585744351	9.09593532212493	6.90630924770072
100288432	5.50349763960541	6.28179410186594	6.26294358515944	5.49832612311171
100288628	3.06863788365214	3.44172393126721	3.39536549004411	3.32846306723549
100288637	4.08872335869399	4.51274162042243	4.72101007953127	3.92038342226554
100288730	5.78485091708224	6.46464889870385	6.67979550719264	5.66953756203685
100288797	6.15263062467442	6.31006460923274	6.05872963925783	6.49960172823631
100288911	7.31211402331197	9.05916829766558	9.30094072829331	6.79425476108404
100289019	7.15690269993101	7.67172015079971	7.8533849655773	7.01238107063661
100289061	6.24106060788724	7.28538816339565	7.36694820320762	6.24248840784978
100289092	5.34271406817178	5.6437016555889	5.79584300285528	5.59877938893937
100289097	8.50232194192277	7.35831636486849	7.56859578159695	8.71136300140103
100289098	6.7760175493308	6.29269788072817	5.91984219450408	7.00355438980985
100289187	6.15455015548547	7.34507680724686	7.68645584447492	6.04293164529859
100289230	4.9053367814122	5.22781448340986	5.27248692213039	4.91592005915438
100289255	5.32472056357382	5.55612959889507	5.5124666184996	5.66176748976413
100289274	4.15794215960154	4.63311680086618	4.59507615974967	4.16791943187689
100289341	5.5819894527172	5.83202451192925	5.91421285686625	5.74048802139864
100289361	5.72037745567878	5.73499067498386	5.86709857564447	5.86374070784822
100289373	4.98488132680572	5.20887403462863	5.23937243127674	5.10543298295554
100289410	5.1276363483368	5.61745142904567	5.37652693685941	5.59395654384284
100289495	6.18593703278898	6.12176313756555	6.14746819129196	6.56621812772208
100289509	6.30529414138158	6.69202488453769	6.44081198629835	6.56503768329031
100289635	7.13464474182298	7.47844192292843	7.67338172358277	6.77382345739044
100289678	7.81403975528961	7.83559366642463	7.6744519585504	7.92518257896194
100292680	5.72789018236759	5.64262324390272	5.65198241125355	5.6998771807418
100293516	5.89175871715171	6.54634782590809	6.79199707913983	5.8455999322504
100294362	3.58941460163595	3.85816415104153	3.84443878141402	3.74406728302792
100294720	5.50241781269284	5.45966958980813	5.53323449987142	5.65478329509378
1002	5.22308987565084	5.44515533274993	5.27726585409823	5.34264796283786
100302650	8.13953009624972	4.40791039546112	4.97640768075928	8.03212400188706
100302691	5.51963869179689	5.59576206189204	5.59207385978872	5.57452099429474
100302740	4.66430906283535	4.94825415380927	4.96176122892769	4.79191048914805
100303728	4.62793156661957	4.77396889857044	4.80292294660693	4.54385476668237
100303755	6.94839916842691	7.18768460436806	7.47948821182528	7.03782259331843
100306951	7.19856883993145	6.92124847998606	6.49540476811948	7.02850969802254
100309464	3.66863301937403	4.02483499569572	3.83422356624194	3.80216058899764
100310838	5.29342203937051	5.60127109305901	4.96808035836784	5.29517482694101
100310840	5.94896538478252	6.59053847794867	6.61665520853413	5.9852437368245
100316868	5.44383496837215	5.87355308201179	5.89953238606797	5.58736949800614
100316904	8.33893773421392	8.86251969607027	8.72641540249153	8.24309121472119
100329135	3.36867678617773	3.47631931949436	3.53951711576726	3.38847447668726
100359394	3.33975402662628	3.76442314816325	3.58710767805197	3.3238203882464
10036	7.19678157132355	8.05725878185853	8.20819960110632	7.09118709860291
100379174	3.86438626894728	4.32954211854804	4.11695136266528	4.10012273534492
100379224	3.65706860813592	3.69482219571799	3.75908690765318	3.58882319642096
100379661	4.96422555079467	5.72969094989516	5.43760703564433	4.96465533321657
100381270	6.78474876460122	7.12399748260591	7.37939327181907	6.51868482628922
10038	7.96275357644303	8.17840808617294	8.2489313270569	7.93099644073335
10039	8.13773620960981	6.9938394454361	7.17899005414794	8.19468375303752
1003	9.71077297687578	11.3901357370964	11.3211172159204	9.11871938429733
10040	5.84647687953354	5.69923282137316	5.94561032383774	5.8069870496979
100419583	9.54562750490459	6.98396252432097	7.16584856735511	9.60501058342991
100419702	5.89904593220167	6.09611046831685	5.97441172005795	6.0823167092168
100420228	4.76162581828784	5.17998095361532	5.03797597869162	4.80571952095852
100420758	5.9040901415507	6.37858905345776	6.43781318053785	6.08271304112272
100421341	6.77114679525897	7.02439910750355	7.00787129726896	6.76343511151076
100421436	6.67586778524893	6.74230406637273	6.97686796469839	6.4844442252757
100421641	6.67767609707137	6.13212130031275	6.39762768053769	6.32658419590038
100422212	3.72630495101535	4.19373577337207	4.15872290143437	4.26001400045311
100422478	4.44666252673162	4.67104104583034	4.56146684647165	4.74091530459651
100422623	4.74918166064102	5.57470909214029	5.1176555775707	4.89026229851219
100422737	5.43395194602454	4.59410790313672	4.88783362834496	5.50845768513384
10042	8.27756853027207	8.93927967588432	9.02544680631765	8.27157244871681
10043	8.79694334503787	9.61280641493126	9.52734125644037	8.74313989798478
10044	8.14014182050005	8.51059913505065	8.57122486206429	8.27002692139201
10045	7.21511942616432	7.79800798424673	7.81637219340451	6.73264514055723
10046	8.36095708851806	6.22963933927486	6.15988808555864	8.61698858382007
10047	4.76371941346409	5.11927672278011	4.58007817895819	4.64439157835633
10048	8.61365735728434	9.30744333367174	9.34733590788734	8.52694569966391
100498859	4.50757376218807	4.74091530459651	4.72300155850797	5.04382733217808
100499171	3.86210652767063	3.80281670615257	3.91426745242732	3.90997219812545
100499177	8.78403261078014	8.52639592134288	8.67243651713332	8.8371349840988
100499194	5.4468187210343	5.58130216901965	5.67385827650153	5.51643690057645
100499466	7.37148662236983	7.18411228603747	7.22881021895622	7.40127961359029
100499467	5.9524786783631	5.82918783623535	5.89638632698148	5.87532529687229
100499489	6.0953926533341	6.10272638498194	5.96491219849969	6.53741678264317
10049	8.7361049419708	8.55069724812858	8.53749673587517	8.68126349205703
1004	5.1333434256193	5.34933079796775	5.46796307075273	5.28116922934924
100500719	6.68521086918784	6.95994118640239	6.94270217152359	6.93000033211375
100500850	5.12988188456652	5.08446914102954	4.8783262980233	5.29324928774
100505474	5.30268101927728	5.38194080679506	5.59683450498985	5.51762876779526
100505478	5.95232353071601	6.1907953009871	6.14490131897414	5.85242838017499
100505483	5.17824690735773	4.88418763148535	4.37156552928552	5.32166525796417
100505495	7.19632256327838	7.62170126262042	7.70404747304591	7.1237942483926
100505498	5.0890579865271	5.09940613574498	4.69753552195847	5.17687709945066
100505501	4.48721629557944	4.48648757515359	4.58979847975995	4.39754020226481
