GSM929667_13_4_MPG_18_270606.CEL	GSM929668_14_5_MPG_17.1_280606.CEL	GSM929669_15_6_MPG_17.3_280606.CEL	GSM929670_16_8_MPG_18.8_280606.CEL
100128881	5.46347531198203	5.62178554908672	5.76946690564001	5.87652101912331
100128893	5.48219182127943	5.49438595495913	5.638754677716	6.04321824049626
100128927	3.88784907059941	3.88784907059941	3.90144275706979	3.69953970505725
100128946	4.12537913299712	4.2527380064916	4.31493271552317	4.28234022702371
100128961	6.94478212028853	7.04043520343155	7.33234080607487	7.04568144304375
100128977	3.8493834902665	3.92222843438114	3.89447135031756	4.1159943919429
100128988	6.52512888691394	6.11218682983794	5.58812841027413	6.03043634821078
100128993	3.5067469364447	3.54276956262724	3.45823775897505	3.55477710468809
100128998	5.22697758060969	5.30232548597913	5.371141321139	5.33929658489781
100129034	5.19742356870176	5.11658983419424	5.39135138812023	5.30014999521975
100129061	3.14179858877312	2.87143254482989	2.95452709243135	3.09792335026866
100129098	5.04008834284923	4.88765937005636	4.92051753135053	5.05203489708113
100129128	3.57142513687343	3.54194094567795	3.6081988016341	3.52353838473956
100129175	4.01083593483145	4.05537837358366	4.17506944449223	4.17508522936637
100129195	3.59997157732301	3.57381421869426	3.56373457465551	3.37339492508846
100129196	3.32367705380538	3.24558777470503	3.32041405512948	3.24598295753744
100129250	5.57514366886453	5.70971749381164	5.66052356135162	5.70801149737971
100129271	4.22935708954328	4.19613209029805	4.26536657465612	4.16012260518521
100129361	4.77520793697777	4.84823637750351	4.63640089887067	4.72725178606737
100129387	5.59044729195214	5.35575000071674	4.94260579650488	4.67673412098576
100129427	3.53847335984213	3.7586396744508	3.7299467828799	3.86813801384728
100129455	3.5207347258329	3.56790199522188	3.5586594898707	3.62551617138579
100129460	3.59675613711573	3.66415573356797	3.64452991870764	3.65658242887255
100129461	3.99550034573311	3.88387499692527	3.98458216941867	4.04576501737627
100129476	3.62440344465533	3.67666626290143	3.81298906439807	3.96793729264802
100129482	4.2383332770593	4.38569146007514	4.607986291493	4.19207011131694
100129503	5.46482049231284	5.58495129599877	5.552877113363	5.6593286104725
100129516	4.29902746588908	4.32502681770117	4.29858285093789	4.5601281074124
100129528	7.25611061543773	7.47581301684052	7.48016179713681	7.77972349293311
100129550	6.7719719547753	6.5848813504516	5.82121641473721	5.87716645294872
100129597	3.6805955835667	3.7586396744508	3.7803565137073	3.73909027307865
100129617	5.14566653597352	5.17589563843461	5.32622406067206	5.44555739790942
100129620	3.10084707277325	3.21593294071098	3.21593294071098	3.14575812351497
100129654	2.99167742537155	2.9826743019003	3.01514165881852	3.01386795269117
100129662	3.94232803954333	4.02355256778565	4.18084734576811	4.01816124729519
100129716	5.47255631811796	5.30201826525354	5.34493939573773	5.40872993078287
100129726	3.86183739588178	3.8296807655803	3.86215702046595	3.83262087934191
100129792	3.27058164717371	3.390145799278	3.45112707636568	3.26881745946206
100129794	3.29829903571552	3.3194843318952	3.27451957743896	3.2765265882256
100129827	5.34918216083947	5.58122882341688	5.75659953712022	5.67753969647447
100129845	5.11231465624557	4.98939798357415	5.1674465384839	5.54484030524024
100129858	3.36713708248245	3.49036838377098	3.41496271927201	3.52998737507657
100129917	3.43354835821837	3.34360803924808	3.41106327847579	3.36609311899065
100129930	3.65920682636344	3.58278924201211	3.75290631037864	3.82481804446012
100129935	7.21260181672845	6.39225828041236	5.40076731458172	6.67212451212657
100129961	3.5043333566727	3.49005000924843	3.66648359145241	3.59643497849741
100129969	4.34107214980243	4.12638881003287	4.31945560932191	4.3317899993738
100129973	3.34205963790984	3.19342813810825	3.24467856064123	3.36523358457855
100130111	3.58274229847135	3.77018306278422	3.82859066232503	3.90893635698936
100130134	3.04078288550087	3.06508968048476	3.15491016131012	3.17805877257494
100130155	3.50341242318641	3.58177855957683	3.50788288402489	3.45623113910492
100130172	3.47444369216425	3.21031146262616	3.3209186259373	3.48212519806544
100130207	3.39342912537307	3.35803406688952	3.39242414019786	3.45716493723347
100130249	4.11587308644429	3.97973966617815	4.15671042745787	4.32078877149034
100130264	5.0558203167607	5.09887556132274	5.39029079159991	5.3422610746274
100130275	4.87672684432366	5.14335034529567	4.85463166534072	5.11853503376014
100130331	3.76315965938062	3.6998776274209	3.7887088299098	3.8153334542364
100130335	10.1871477619731	10.3555252744148	10.7060929810018	10.4296094884496
100130357	3.6021232863428	3.52967386664776	3.58483832237372	3.74026562051819
100130370	4.93358768803567	5.08600102069552	5.21780228846356	5.03044331313844
100130417	4.30162973691093	4.20705280654745	4.65727559664762	4.4086643112394
100130418	3.74127726940048	3.79284390154249	3.93125976094492	3.93653662315718
100130449	6.6034148940877	6.68778163809241	5.05565779506165	5.88794090013988
100130452	3.57495531072628	3.75373376594086	3.81723447583765	3.54181307601361
100130460	3.37462638421015	3.52353838473956	3.51610981096449	3.49709441797628
100130476	4.56822315224531	3.80457704440436	3.78865303760642	3.83484247027627
100130502	4.24243639028707	4.61854621047046	4.95935471134205	5.08358217103595
100130519	4.75812568166759	4.52464277798978	4.49031745384299	4.68723172310437
100130522	5.76544696015677	5.71657564727441	5.7068760952086	5.80741394325978
100130548	3.57892130400167	3.52741955234359	3.50031085389156	3.4781850696203
100130557	4.36978008089262	4.68029636876455	4.35296264722831	4.38563588146409
100130581	3.4409752621801	3.44245329172963	3.50029065280751	3.63061120740023
100130613	3.83476384503338	3.93365415246113	3.86220806340173	3.81506051391612
100130683	3.94737308646605	3.7739896540403	4.007583617009	3.9481847682447
100130691	3.57722995043054	3.63713030909579	3.52047664813357	3.62493727532857
100130700	5.79723815038982	6.03856941158643	6.31014430374686	6.06763641824619
100130705	4.19456327487685	3.75913128410727	4.05704953148255	4.11201209085991
100130717	3.57686622279683	3.54100452115258	3.77548776431968	3.57126718787952
100130733	4.74609697356088	4.80962226528116	4.72820639619944	4.268182741235
100130776	4.49470858125819	4.65798334518051	4.91233840956613	4.91556734099369
100130855	3.12116482927047	3.2605339926388	3.26394409148358	3.28635810372411
100130872	4.81249528362799	4.51818516960101	4.81548577624636	4.8581515323965
100130889	3.54535146450958	3.50052887530102	3.85747431116837	3.65827402727011
100130890	3.53207257860861	3.49337627163768	3.65464887152576	3.63352293274076
100130894	3.28735279417272	3.45325558833383	3.25717653705583	3.06852413364906
100130933	5.18987146575432	4.95082750999288	5.3680543422213	5.25993205849897
100130950	4.96443207183622	4.67588676248227	4.63466785495046	4.89495581313302
100130958	5.12492623023215	5.65706495799827	5.77538578443873	5.85650483290203
100130964	3.03335721442544	3.04218989313732	2.93874841190962	3.03114821015001
100130967	3.29982532660027	3.4119895600863	3.39589023805185	3.50622059584772
100130987	4.31899100377706	4.8626800568195	5.21678813346222	4.51020201217428
100130992	3.42529222283604	3.42202836933954	3.21851350805696	3.23910546445573
100131017	5.1620574350058	5.70181248489707	5.52192153738689	5.49101516485638
100131067	4.16932905472803	4.02833720666092	4.29839290284611	4.35669230082089
100131096	4.3018996243777	4.27981353855719	4.15140540705083	4.76500913752685
100131117	4.31713368413904	4.3891877554636	3.98449110757926	4.17805656294254
100131138	3.53659276539806	4.05942509697107	3.78759546012614	3.79255714318012
100131187	7.19319117421693	7.75820787712641	7.12115417629903	7.77230670688972
100131211	4.42400157726653	4.1732619062248	4.50606477875031	4.24396075258371
100131213	4.4328281734651	4.74751722013162	4.83040726401851	4.76263027598566
100131303	5.74771799594352	5.75634615733231	5.70462911935834	5.66237809671498
100131347	3.70325158236966	3.87880070733515	3.85401360299068	4.05755464205026
100131366	3.52292584266252	3.50015584960221	3.73352888464898	3.77938684723207
100131434	4.27448942872323	4.2606399394475	3.91659436852507	3.93791828510924
100131454	4.33177166146086	4.41658936350656	4.43565513442739	4.3563033052718
100131496	3.37530150952264	3.43874744643657	3.49072678006401	3.58868484521558
100131532	4.41357888108017	4.14840411439366	4.35350276801851	4.15292672844343
100131556	8.16784773828099	7.91753320732645	8.29106698405987	7.97675171258101
100131561	3.74447933229468	3.94834355417586	3.86062631461578	3.90048553694987
100131564	8.27200860032488	8.6966278557586	8.44955829632117	8.9436275381719
100131655	3.98392304180616	3.64678417938955	4.21892347960124	4.0771111850918
100131676	9.95852006416903	10.4299691313854	10.0330477987461	10.3602737115809
100131689	6.72612784778458	6.81026208419839	6.9004477212178	6.82627858685485
100131691	3.39690930975286	3.35425327380242	3.31812454890528	3.57008539579841
100131733	4.20844660778892	4.26140879855577	4.2093407752252	4.35215294399811
100131755	3.99086184754295	4.06022408575799	4.20271502636872	4.08928743251488
100131801	5.4791981874902	5.53012757787273	5.24846202574308	5.23864160436562
100131814	3.99002823408969	4.05150347824982	3.81681197666601	4.16280556922309
100131816	4.21307838045542	4.41022157990812	4.55079754055206	5.00091279083148
100131825	4.19778053841923	4.30761650104611	4.17261581641671	4.58879837947823
100131827	4.44114247470767	4.38842892118064	4.23413116751282	4.87659327928314
100131897	3.21487046056517	3.09283581511876	3.19224084244809	3.25206496465219
100131998	3.57638371208456	3.86520763344896	3.93590595581583	3.80222724348874
100132057	5.92350675344419	5.74986480966758	5.80115582604081	6.17506553662728
100132074	6.48291314995311	6.75182069100243	6.81287521086195	7.41584147048752
100132078	3.25368131407279	3.27350871291149	3.35996755480551	3.46432680341378
100132116	4.77568485591893	4.45280756317963	4.83316294934086	4.60787529951344
100132234	3.30613180389656	3.56231759352487	3.42917872481275	3.54925067613
100132341	5.50515617286218	5.34675098728667	5.55994089590018	5.55752507237515
100132354	5.22305262154872	5.07999288797493	5.14303323401035	5.44704801000941
100132356	3.68380758627318	3.70899608898806	3.56748355626829	3.7296817265382
100132386	3.70840789286426	3.57604704296526	3.65524863585335	3.91888268841685
100132464	4.8296826832107	4.8296826832107	4.6943099204841	5.05555450676064
100132476	3.17627342845475	3.04208249618837	3.2243491436779	3.08626925519995
100132570	3.57852375647103	3.63072042844153	3.70431849506162	3.40783998139992
100132596	3.46417955511329	3.41439290431103	3.74367506384361	3.48276529899155
100132618	3.52633919208779	3.51229937019625	3.70584703298172	3.60136361766176
100132677	4.00981699199784	3.87787529871462	3.86360924527227	3.99817342928929
100132686	4.36836613162391	4.42052952704167	4.62740322349304	4.82880128023296
100132707	4.74270347722398	4.80567635327772	4.78627411589315	4.71570052902408
100132735	3.99917527332159	4.2455609310158	3.86702942566826	4.08897074922128
100132815	4.51195711340836	4.31343146685414	4.59283756174752	3.71169674102531
100132891	4.09702631199917	3.67378203267695	3.70151854952405	4.11436641367292
100132911	4.76632785949049	4.60985078392926	4.54635479325009	4.60985078392926
100132987	4.37175528779035	4.05221508783699	4.19481624166836	4.1903455637701
100133205	3.39244679707253	3.43753465712359	3.45489376010897	3.43753465712359
100133308	3.35708605305612	3.27052552513866	3.31246677216545	3.25718440688587
100133311	3.72281027774139	3.74037276377118	3.95107624978814	3.8353096280207
100133319	3.12083207477557	3.0758528876742	3.02338795632504	3.10000679513543
100133461	4.26861426684654	4.35848861247702	4.05471366217649	4.14288200262469
100133612	6.07500795906217	5.81181226925797	6.19402227605046	6.21113426835582
100133941	10.6646856529198	10.714364895503	10.8883089889868	10.8806287633059
100133985	4.31475661915628	4.31515713207153	4.63575870667582	4.50884719153596
100133991	4.14133119986015	4.23400524968195	4.10611399045241	4.24018973986346
100134040	3.56162070802212	3.40050130205748	3.7299467828799	3.57738967190205
100134229	5.95742244970592	5.63006328555594	5.42988883711162	5.56046035676785
100134259	6.09792105445852	5.60339754312126	5.04346246858326	5.93038060758477
100134368	5.02397797393469	4.86948611173161	4.91362884870925	5.02419923258361
100134713	4.26790037674225	4.27885253689552	4.25772004229785	4.0019796341971
100137047	5.42306907983697	5.5955478885779	5.50470908467911	5.51344407757541
10013	5.42238973947343	5.62227747708079	5.68467872504327	5.55322261173532
100141515	4.16293775609916	4.31334557670025	4.30150453741809	4.49646258530542
100144596	4.24231719928912	4.27436682503722	4.20319694185798	4.22012667196951
100144597	4.443891992161	4.40322289097614	4.53822544907259	4.58609598168478
100144602	4.70586473412257	4.76391023521899	5.3331402091346	5.02919441259792
100144603	3.78523770039006	4.0315434081758	3.78523770039006	3.60010403700227
100144604	6.21641047613584	6.16992107295778	6.19467304097322	6.26052144668819
100144748	4.34952463543712	4.28882322151351	4.32670060012092	4.31164725682971
100147773	4.67869221689235	4.8046636617994	5.02854502665395	4.39849282072699
10014	6.11057954795844	5.73069099812824	5.93087330313001	6.08852845817061
10015	8.65877766460556	8.53415428038067	8.50061225482572	8.52814481258544
100169752	3.36306939296563	3.16294890109584	3.07156510391518	3.2970154257431
100169890	7.32336026618217	7.66698893540208	7.72640647454839	7.94929590754038
100169989	3.93846262442677	4.0043417221236	4.20119314918135	4.39041074704182
10016	7.94805102787287	7.94737108551582	7.82218449767888	7.62654030055725
100170229	4.04346529897759	4.17968428731555	4.40895870135244	4.58576499323349
100170765	4.11178155353156	4.24074694661201	4.20478697771782	4.20424910047063
100170841	5.40849894063622	5.47943505091737	5.71345479985783	5.47319774680191
10017	3.56526822402956	3.65891010802923	3.84474300000063	3.5864029035931
100188893	9.41467674122013	9.59126895174721	9.46288809209994	9.40510864292455
100188953	4.35005765738378	4.53060488505476	4.6993244272979	4.52466135319385
100189589	3.19918836717642	3.20309361177029	3.24798771849413	3.23904758951052
10018	4.87883323575312	4.91546237054152	5.02241952978263	5.27396199003817
100190938	3.92258251303322	3.94297167689506	3.3910902156287	3.68557096570124
100190939	4.18616530092795	3.79305811453699	3.8535633700572	4.21738524375032
100192378	3.20319583993535	3.25991358666978	3.26604665440225	3.32365795376701
100192379	3.60447845152097	3.94139336413095	3.83877294571155	3.71448434661805
100192386	3.7041211704244	3.75274701614357	3.64171908882895	3.84628664095744
10019	7.90580040489812	8.11484301079582	7.90580040489812	7.69691618307601
1001	7.19140273067384	7.5069150154252	7.63197710734344	7.69849532107391
10020	8.18587422028298	7.59351996929631	6.86857414004048	7.27125788859429
100216337	3.44617517958333	3.4954483868824	3.34461924319123	3.38102620683239
100216545	4.14317114735243	4.05025903516426	4.28779755253175	4.16705994950852
100216546	4.51686579789805	4.30226992878269	4.08951500093458	4.26592564486519
10021	4.47583341644412	4.53925324877161	4.58849548068547	4.48634690029067
10022	3.72388292650412	3.99496501124761	4.00963231615758	3.86709859299157
10023	5.32745025236506	4.76425431515983	4.70969531568316	4.49357989867118
100240728	4.06297810544502	4.03784615972478	4.05407275634159	4.01032603746573
10024	5.46863208115158	5.91746578021626	5.87513626076681	5.73495137998205
10025	5.59452409459037	5.58867590765078	5.75277560840779	5.58810969557152
100268168	3.46083214390302	3.50744013992048	3.57166475036834	3.53224182590825
10026	5.23097250952465	5.22533690167024	4.71123782013601	4.77909614030241
100270679	3.37847629996731	3.51100054133426	3.49793198315151	3.36004817548952
100270804	4.79052402276132	4.6655834638606	5.03413372454522	5.09175286771011
100270972	5.76418746524451	5.04046716182733	5.61214261771841	5.64143468717053
100271043	4.57685835271381	4.70832985022345	4.93873480277487	4.86420504217364
100271285	7.00765027960266	6.8651458542259	6.81875386692351	6.83992359452889
100271308	2.81515792906302	2.67658920730345	2.77956653612369	2.79595279886348
100271399	4.65829821021446	4.24007677870953	4.27582308921207	4.55345026850261
100271425	3.4074857758687	3.5228791174743	3.40550236254031	3.20095837194528
100271479	7.16557051651248	6.90770502956224	7.11703834260252	6.97413335170022
100271528	5.19447693295303	4.51463828429376	4.89900659551587	4.64122745485047
100271722	3.56542407499656	3.53231693882214	3.74843244972118	3.60933815828739
100271832	3.47364320052151	3.6551410881539	3.5610774688018	3.73312013771878
100272147	6.39930973949146	6.56737279570506	6.42570838911094	6.13985400819329
100272217	3.29492645281636	3.3070927431448	3.15213352457487	3.28347381340242
100272228	4.11086215457126	4.13649743993964	4.17414396359226	4.41246625569945
100286844	3.93494580275013	3.87262561024515	3.8839246766194	3.863520546761
100286922	5.13721915511201	5.51178487524279	5.69906373029512	5.47054193175381
100286938	4.43200902363874	4.53705322418347	4.51270955473696	4.8296826832107
100287015	3.53985738862422	3.72299712746602	3.52353838473956	3.69502112428663
100287098	4.47554637683341	4.73502391607131	5.37848122738173	4.83863450930545
100287114	4.50386584015691	4.57921143003985	4.94858214218574	4.69326886024603
100287177	4.10546173151914	4.38487560516758	4.37586388155683	4.37710719449734
100287216	3.22743900863213	3.11630496031503	3.08211056116078	2.98118337469488
100287227	3.85465880901362	3.75828369979337	3.8527897629525	3.85642814285925
100287290	3.4811645896432	3.63144673436991	3.73163944239125	3.74719549186292
100287366	3.54137264312032	3.54549932973384	3.7299467828799	3.53003286445433
100287482	3.41849361213778	3.37013158837088	3.40849719755631	3.42135990581963
100287569	4.04052318374412	3.90516618083452	3.96164457305055	4.0872325892775
100287616	4.1919454875761	4.36546028291953	4.09788186822399	4.26513612170532
100287765	3.27687296567621	3.17596175516472	3.41109398867003	3.30331243824952
100287808	3.74262658218038	3.99816821537431	3.89125551890319	4.01576224424473
100287814	4.38033610271023	4.39983469375595	4.93659096131827	4.53186927960795
100287896	4.34121978923329	4.10915200981764	4.08514004906264	4.40853478209229
100287902	5.05449606826494	5.31241794351221	5.37231236986285	5.16412592075866
100287932	7.85092913203786	7.69681095080774	7.51717564597441	6.7694046863663
100288079	4.58530874946585	4.41330970593457	4.50244312757543	4.706310727236
100288122	3.80148328980558	3.91912940221692	3.81903564594224	3.88702062714063
100288123	3.82511466256754	4.1906866576526	3.97451858931627	3.58643534164163
100288152	5.2348367089471	4.93089173905771	5.55853655277766	5.48005576520833
100288198	3.87676257104627	3.62435089159745	3.48504173474964	3.69617620133039
100288413	7.70221854041499	7.39359963757015	7.41326490149538	6.53615679758351
100288432	4.38841686653071	4.91157079756185	4.87128705914729	4.20099524293579
100288628	2.94115604453006	2.99396798614921	3.19391784349255	3.01845719804658
100288637	4.2041679424436	3.44723767279928	3.44723767279928	3.25017716684543
100288730	3.63958554941271	3.56028765618538	3.4497307735944	3.43498947849873
100288797	3.85870898634335	3.93622695992773	4.04338810332652	4.13482578293127
100288911	5.53928635512585	5.50457047134398	5.25497742766749	5.58905270104354
100289019	5.0055102375547	5.09583970357616	5.29550012388992	5.04999923099072
100289061	4.20721117040659	4.16302976790786	3.87378263754608	4.10610038624322
100289092	3.52545831733671	3.75683865676714	3.64445992946088	3.53232020565118
100289097	6.13078731514479	6.27273566495056	6.58499858426041	5.90732056104923
100289098	4.5143620952471	4.4385148267693	4.34667657779946	4.53219376546291
100289187	4.18995122366415	4.31931667312944	3.81681197666601	4.25052449412673
100289230	4.17048252889116	3.79338280910511	3.3482880469531	3.56354682793322
100289255	5.66261172743557	5.87581550815612	5.97905179493139	5.8564095900394
100289274	3.3561467729145	3.4131255038412	3.26488709144434	3.49221352726822
100289341	3.93120076341705	3.75716856446211	3.57808889218862	3.71048092255287
100289361	3.73774506816254	3.90599785746664	3.74304953895138	3.90773952967764
100289373	4.38645295223656	4.3274143725865	4.48506843027413	4.46475020117353
100289410	4.16360332929795	4.1966510161732	4.36042138105754	4.341010431804
100289495	4.95368938625274	5.34648264322408	5.34170238959285	5.34966070215778
100289509	6.29305352588012	6.59836935959184	6.8509972371919	6.49056011726893
100289635	4.86536589686896	5.04501024196825	4.23400524968195	4.66240787974771
100289678	6.27015568282935	6.35759041111048	6.50966760698947	6.33758601286988
100292680	3.9764801178214	4.0307436628656	4.07817317700378	4.14611212915458
100293516	6.32301182879607	6.50358613486407	5.83605242377842	5.39353753194402
100294362	3.34448222704133	3.4018710787242	3.43518901388194	3.41935941665233
100294720	4.37107458290713	4.44591433044179	4.4817805154162	4.68161319926656
1002	4.24009279998502	3.98498173010932	4.1574245931889	4.3500595225469
100302650	3.69086200418024	3.71920787295443	4.06669873894221	3.96632893815258
100302691	4.00516168165319	4.10208956976776	4.37793597997289	4.30027023090918
100302740	3.37530150952264	3.20095837194528	3.43191085354471	3.3518618160952
100303728	4.59080115047117	4.62888609113658	4.77750712244605	4.69545420105021
100303755	5.95338105221937	5.78527269839039	5.25652189552411	5.52969078940567
100306951	3.93824126893567	4.30953675488775	3.55087253296975	4.10987067519892
100309464	3.65539092226237	3.54555606321668	3.71434639131368	3.74998019476444
100310838	4.51828233937533	4.82047552826758	4.71152000359732	4.64960647553383
100310840	5.15480823086438	5.00617673106279	4.53899532606613	4.53899532606613
100316868	4.73332460737053	4.80041608095451	4.78265285734456	4.76548158108731
100316904	6.19711229056007	6.18514195659919	6.52357437830332	6.52018882436388
100329135	3.40231443973174	3.53093922113901	3.50573942860416	3.33139629102681
100359394	3.08788080005624	3.10649036349312	3.15243587425082	3.13600039615763
10036	5.18640819404767	5.08503441622586	5.06950966418192	4.99167803873041
100379174	3.83982783251737	3.75139109176811	3.75400455493481	3.90534243886461
100379224	3.20096853655581	3.01864385340927	3.17926670379151	2.99883152081348
100379661	3.91137480182149	3.8044007796284	3.90767043937946	3.60076933607007
100381270	5.19420298596603	5.14687685723838	4.8477606616344	5.22913073259744
10038	6.62269594344407	6.8196511704269	6.50309619693184	6.81922274327694
10039	4.57330091324956	4.63774487727901	4.56860427373287	4.57803366076981
1003	8.73070324816341	8.74594719510749	8.92757231640535	7.99079654501501
10040	4.60714174733001	4.48567782303045	4.58656190190512	4.69592086021827
100419583	5.54373910531472	5.56765419325629	5.91610916383284	5.93121046392179
100419702	4.0848166725488	4.4322909885504	4.38951584573834	4.47407706591928
100420228	3.79261996141816	3.78297465274056	4.04338810332652	3.93860819481312
100420758	4.18325904169743	4.48967005186405	4.60784186724598	4.31418300299901
100421341	4.3502285797929	4.55405111733477	4.82781679934298	4.59309774075318
100421436	6.08633165768769	6.76121808723374	6.39649263100772	6.4923638646295
100421641	6.67315522215813	6.58719886102241	7.48160952426561	6.6532415318297
100422212	3.61024483728136	3.35718323701233	3.54464793350348	3.48293104625286
100422478	3.78199584118888	3.40884845588237	3.71116897454128	3.78199584118888
100422623	5.50624897006972	5.34250323111217	5.6113459041295	5.75886106393969
100422737	3.78337326142358	3.64971299189101	3.72956796731172	3.90945514462721
10042	7.72885551750602	7.61858155985856	7.6664706857365	7.49552725177898
10043	5.42176188016451	5.2900269329955	5.16373974269026	5.1220027984154
10044	4.35930420120722	4.45588272714303	4.61592960362771	4.37275871110056
10045	3.99501883895386	3.648187708177	4.04010669900492	3.99501883895386
10046	4.53747303058022	4.91347722637127	5.25784567024977	5.30131680671425
10047	5.77373463947757	5.73697263001482	5.80799377681253	6.04270604574432
10048	8.15556401208906	8.14264584188911	7.60611249565274	8.07091602397708
100498859	4.18358894716838	4.31406789839203	4.55763316842446	4.2110698214512
100499171	3.01263815017548	3.1127688804395	3.16585076274455	3.11302418361581
100499177	7.72984915133438	7.42916664505789	7.70122788944024	7.45561513843932
100499194	4.0601092593353	4.13843073361379	4.0601092593353	4.03197932244791
100499466	5.98912623710492	6.07777723836299	5.90802580432122	6.02070921956751
100499467	4.17186522635731	4.32237937158539	4.32875425510588	4.48756553916435
100499489	3.86586248043795	4.08209777537525	4.2687502874066	4.02160194666476
10049	5.81472122460152	5.7439996374261	5.44879362915584	5.72387543904372
1004	3.85908117085161	3.55941296923996	3.70737893278405	3.52230834503294
100500719	5.04271074802206	4.99558873330565	5.28924759755262	5.22468526063159
100500850	3.74908031310861	3.54510316364513	3.46767994924813	3.36884148697136
100505474	4.07732075566246	4.10225996649109	3.95526523806405	4.21376098418623
